qseqid	sseqid	pident	length	qlen	slen	qcovs	evalue	bitscore	stitle	source	_gene_id	accession	homolog_rank
g16245.t1	tr|A0A4C1Z3B3|A0A4C1Z3B3_EUMVA	66.274	424	423	434	100	0.0	585.0	tr|A0A4C1Z3B3|A0A4C1Z3B3_EUMVA Serine protease inhibitor 77Ba OS=Eumeta variegata OX=151549 GN=Spn77Ba PE=3 SV=1	TrEMBL	g16245	A0A4C1Z3B3	1
g4086.t1	tr|A0A4C1TFB7|A0A4C1TFB7_EUMVA	88.509	322	334	339	96	0.0	582.0	Pancreatic triacylglycerol lipase OS=Eumeta variegata OX=151549 GN=PNLIP PE=3 SV=1	TrEMBL	g4086	A0A4C1TFB7	1
g8856.t1	tr|A0A4C1V0P1|A0A4C1V0P1_EUMVA	75.35	357	394	357	91	0.0	580.0	Serine protease inhibitor 77Ba OS=Eumeta variegata OX=151549 GN=Spn77Ba PE=3 SV=1	TrEMBL	g8856	A0A4C1V0P1	1
g4085.t1	tr|A0A4C1TID5|A0A4C1TID5_EUMVA	85.373	335	336	377	96	0.0	579.0	Pancreatic triacylglycerol lipase OS=Eumeta variegata OX=151549 GN=PNLIP PE=3 SV=1	TrEMBL	g4085	A0A4C1TID5	1
g4083.t1	tr|A0A4C1TID5|A0A4C1TID5_EUMVA	84.478	335	336	377	96	0.0	577.0	Pancreatic triacylglycerol lipase OS=Eumeta variegata OX=151549 GN=PNLIP PE=3 SV=1	TrEMBL	g4083	A0A4C1TID5	1
g4084.t1	tr|A0A4C1TID5|A0A4C1TID5_EUMVA	83.881	335	336	377	96	0.0	576.0	Pancreatic triacylglycerol lipase OS=Eumeta variegata OX=151549 GN=PNLIP PE=3 SV=1	TrEMBL	g4084	A0A4C1TID5	1
g4082.t1	tr|A0A4C1TFB7|A0A4C1TFB7_EUMVA	86.025	322	334	339	96	0.0	572.0	Pancreatic triacylglycerol lipase OS=Eumeta variegata OX=151549 GN=PNLIP PE=3 SV=1	TrEMBL	g4082	A0A4C1TFB7	1
g5153.t1	tr|A0ACC1CGM3|A0ACC1CGM3_9NEOP	55.098	510	541	517	94	0.0	567.0	Cytosol aminopeptidase domain-containing protein OS=Dendrolimus kikuchii OX=765133 GN=K1T71_013503 PE=3 SV=1	TrEMBL	g5153	A0ACC1CGM3	4
g5153.t1	tr|A0A7E5WVD4|A0A7E5WVD4_TRINI	58.103	506	541	510	93	0.0	564.0	Aminopeptidase W07G4.4 OS=Trichoplusia ni OX=7111 GN=LOC113506144 PE=3 SV=1	TrEMBL	g5153	A0A7E5WVD4	5
g8855.t1	tr|A0A4C1V1Z8|A0A4C1V1Z8_EUMVA	69.674	399	367	399	100	0.0	563.0	Serine protease inhibitor 77Ba OS=Eumeta variegata OX=151549 GN=Spn77Ba PE=3 SV=1	TrEMBL	g8855	A0A4C1V1Z8	1
g3538.t1	tr|A0A4C1Z440|A0A4C1Z440_EUMVA	73.641	368	369	1244	99	0.0	563.0	Serine protease inhibitor 77Ba OS=Eumeta variegata OX=151549 GN=Spn77Ba PE=3 SV=1		g3538	A0A4C1Z440	1
g16240.t1	tr|A0A4C1ZIZ2|A0A4C1ZIZ2_EUMVA	67.885	383	399	383	96	0.0	558.0	tr|A0A4C1ZIZ2|A0A4C1ZIZ2_EUMVA Serine protease inhibitor 77Ba OS=Eumeta variegata OX=151549 GN=Spn77Ba PE=3 SV=1	TrEMBL	g16240	A0A4C1ZIZ2	1
g4085.t1	tr|A0A4C1TIQ0|A0A4C1TIQ0_EUMVA	86.452	310	336	375	92	0.0	558.0	Lipoprotein lipase OS=Eumeta variegata OX=151549 GN=LPL PE=3 SV=1	TrEMBL	g4085	A0A4C1TIQ0	2
g4085.t1	tr|A0A4C1TGD0|A0A4C1TGD0_EUMVA	91.554	296	336	317	88	0.0	558.0	Pancreatic triacylglycerol lipase OS=Eumeta variegata OX=151549 GN=PNLIP PE=3 SV=1	TrEMBL	g4085	A0A4C1TGD0	3
g4084.t1	tr|A0A4C1TIQ0|A0A4C1TIQ0_EUMVA	86.452	310	336	375	92	0.0	554.0	Lipoprotein lipase OS=Eumeta variegata OX=151549 GN=LPL PE=3 SV=1	TrEMBL	g4084	A0A4C1TIQ0	2
g6292.t1	tr|A0A4C1SS19|A0A4C1SS19_EUMVA	77.401	354	348	355	99	0.0	552.0	CLIP domain-containing serine protease OS=Eumeta variegata OX=151549 GN=EVAR_74799_1 PE=3 SV=1	TrEMBL	g6292	A0A4C1SS19	1
g3430.t1	tr|A0A4C1Y2D1|A0A4C1Y2D1_EUMVA	83.735	332	320	728	100	0.0	550.0	Xaa-Pro aminopeptidase 1 OS=Eumeta variegata OX=151549 GN=XPNPEP1 PE=3 SV=1		g3430	A0A4C1Y2D1	1
g4082.t1	tr|I3QC04|I3QC04_HELAM	80.24	334	334	332	100	0.0	546.0	Neutral lipase OS=Helicoverpa armigera OX=29058 GN=Lipn001 PE=2 SV=1	TrEMBL	g4082	I3QC04	2
g19136.t1	tr|A0ABQ7PWS3|A0ABQ7PWS3_PLUXY	50.808	557	538	555	94	0.0	546.0	tr|A0ABQ7PWS3|A0ABQ7PWS3_PLUXY Cytosol aminopeptidase domain-containing protein OS=Plutella xylostella OX=51655 GN=JYU34_019114 PE=3 SV=1	TrEMBL	g19136	A0ABQ7PWS3	3
g5153.t1	tr|A0A9P0BUE1|A0A9P0BUE1_CHRIL	59.091	506	541	509	93	0.0	546.0	Cytosol aminopeptidase domain-containing protein OS=Chrysodeixis includens OX=689277 GN=CINC_LOCUS7894 PE=3 SV=1	TrEMBL	g5153	A0A9P0BUE1	6
g4084.t1	tr|A0A4C1TGD0|A0A4C1TGD0_EUMVA	86.824	296	336	317	88	0.0	544.0	Pancreatic triacylglycerol lipase OS=Eumeta variegata OX=151549 GN=PNLIP PE=3 SV=1	TrEMBL	g4084	A0A4C1TGD0	3
g1470.t1	tr|A0ABD2D075|A0ABD2D075_VESMC	33.003	1312	1346	2488	99	1.02e-159	541.0	Chitin-binding domain protein cbd-1-like isoform X1 (Fragment) OS=Vespula maculifrons OX=7453 GN=V1477_000840 PE=4 SV=1	TrEMBL	g1470	A0ABD2D075	5
g4084.t1	tr|A0A4C1TF79|A0A4C1TF79_EUMVA	80.251	319	336	348	95	0.0	541.0	Pancreatic triacylglycerol lipase OS=Eumeta variegata OX=151549 GN=PNLIP PE=3 SV=1	TrEMBL	g4084	A0A4C1TF79	4
g19136.t1	tr|A0ACC1CGM3|A0ACC1CGM3_9NEOP	52.326	516	538	517	96	0.0	540.0	tr|A0ACC1CGM3|A0ACC1CGM3_9NEOP Cytosol aminopeptidase domain-containing protein OS=Dendrolimus kikuchii OX=765133 GN=K1T71_013503 PE=3 SV=1	TrEMBL	g19136	A0ACC1CGM3	4
g4083.t1	tr|A0A4C1TIQ0|A0A4C1TIQ0_EUMVA	84.516	310	336	375	92	0.0	540.0	Lipoprotein lipase OS=Eumeta variegata OX=151549 GN=LPL PE=3 SV=1	TrEMBL	g4083	A0A4C1TIQ0	2
g4085.t1	tr|A0A4C1TF79|A0A4C1TF79_EUMVA	79.937	319	336	348	95	0.0	538.0	Pancreatic triacylglycerol lipase OS=Eumeta variegata OX=151549 GN=PNLIP PE=3 SV=1	TrEMBL	g4085	A0A4C1TF79	4
g15120.t1	tr|A0A8J9UBI6|A0A8J9UBI6_9NEOP	62.374	396	393	508	99	0.0	535.0	tr|A0A8J9UBI6|A0A8J9UBI6_9NEOP Cytochrome P450 (Fragment) OS=Brenthis ino OX=405034 GN=BINO364_LOCUS3978 PE=3 SV=1	TrEMBL	g15120	A0A8J9UBI6	2
g15120.t1	tr|A0A8J9UZM7|A0A8J9UZM7_9NEOP	62.374	396	393	506	99	0.0	535.0	tr|A0A8J9UZM7|A0A8J9UZM7_9NEOP Cytochrome P450 (Fragment) OS=Brenthis ino OX=405034 GN=BINO364_LOCUS3978 PE=3 SV=1	TrEMBL	g15120	A0A8J9UZM7	3
g14449.t1	tr|A0A194PKM9|A0A194PKM9_PAPXU	60.247	405	436	424	91	0.0	533.0	tr|A0A194PKM9|A0A194PKM9_PAPXU Neuronal acetylcholine receptor subunit alpha-10 OS=Papilio xuthus OX=66420 GN=RR46_10549 PE=4 SV=1	TrEMBL	g14449	A0A194PKM9	2
g4083.t1	tr|A0A4C1TF79|A0A4C1TF79_EUMVA	79.624	319	336	348	95	0.0	532.0	Pancreatic triacylglycerol lipase OS=Eumeta variegata OX=151549 GN=PNLIP PE=3 SV=1	TrEMBL	g4083	A0A4C1TF79	3
g6193.t1	tr|A0A8R2MA89|A0A8R2MA89_BOMMO	58.072	415	415	415	100	0.0	530.0	Zinc carboxypeptidase A 1 OS=Bombyx mori OX=7091 PE=3 SV=1	TrEMBL	g6193	A0A8R2MA89	2
g5153.t1	tr|A0ABR3ILS9|A0ABR3ILS9_LOXSC	56.607	507	541	511	94	0.0	530.0	Cytosol aminopeptidase domain-containing protein OS=Loxostege sticticalis OX=481309 GN=ABMA27_007158 PE=3 SV=1	TrEMBL	g5153	A0ABR3ILS9	7
g16245.t1	tr|A0A4C1ZN00|A0A4C1ZN00_EUMVA	60.377	424	423	423	100	0.0	529.0	tr|A0A4C1ZN00|A0A4C1ZN00_EUMVA Serine protease inhibitor 77Ba OS=Eumeta variegata OX=151549 GN=Spn77Ba PE=3 SV=1	TrEMBL	g16245	A0A4C1ZN00	2
g4086.t1	tr|I3QC04|I3QC04_HELAM	77.844	334	334	332	100	0.0	528.0	Neutral lipase OS=Helicoverpa armigera OX=29058 GN=Lipn001 PE=2 SV=1	TrEMBL	g4086	I3QC04	2
g5153.t1	tr|A0ACC0JH08|A0ACC0JH08_CHOFU	57.988	507	541	508	94	0.0	528.0	Cytosol aminopeptidase domain-containing protein OS=Choristoneura fumiferana OX=7141 GN=MSG28_014374 PE=3 SV=1	TrEMBL	g5153	A0ACC0JH08	8
g5153.t1	tr|A0ACC0JH04|A0ACC0JH04_CHOFU	57.988	507	541	508	94	0.0	528.0	Cytosol aminopeptidase domain-containing protein OS=Choristoneura fumiferana OX=7141 GN=MSG28_014374 PE=3 SV=1	TrEMBL	g5153	A0ACC0JH04	9
g3537.t1	tr|A0ACC0JHH6|A0ACC0JHH6_CHOFU	64.557	395	396	398	99	0.0	527.0	Serpin domain-containing protein OS=Choristoneura fumiferana OX=7141 GN=MSG28_012641 PE=3 SV=1		g3537	A0ACC0JHH6	2
g4083.t1	tr|A0A4C1TGD0|A0A4C1TGD0_EUMVA	85.135	296	336	317	88	0.0	527.0	Pancreatic triacylglycerol lipase OS=Eumeta variegata OX=151549 GN=PNLIP PE=3 SV=1	TrEMBL	g4083	A0A4C1TGD0	4
g4084.t1	tr|A0A4C1THY4|A0A4C1THY4_EUMVA	79.938	324	336	691	96	0.0	526.0	Pancreatic lipase-related protein 2 OS=Eumeta variegata OX=151549 GN=PNLIPRP2 PE=3 SV=1	TrEMBL	g4084	A0A4C1THY4	5
g14449.t1	tr|A0A194R6T8|A0A194R6T8_PAPMA	59.506	405	436	424	91	0.0	526.0	tr|A0A194R6T8|A0A194R6T8_PAPMA Neuronal acetylcholine receptor subunit alpha-10 OS=Papilio machaon OX=76193 GN=RR48_10717 PE=4 SV=1	TrEMBL	g14449	A0A194R6T8	3
g17097.t1	tr|A0A4C1YA79|A0A4C1YA79_EUMVA	59.286	420	418	419	100	0.0	525.0	tr|A0A4C1YA79|A0A4C1YA79_EUMVA CHK kinase-like domain-containing protein OS=Eumeta variegata OX=151549 GN=EVAR_48852_1 PE=4 SV=1	TrEMBL	g17097	A0A4C1YA79	2
g4085.t1	tr|A0A4C1THY4|A0A4C1THY4_EUMVA	79.63	324	336	691	96	1.34e-180	524.0	Pancreatic lipase-related protein 2 OS=Eumeta variegata OX=151549 GN=PNLIPRP2 PE=3 SV=1	TrEMBL	g4085	A0A4C1THY4	5
g5153.t1	tr|A0ACC2Q6H2|A0ACC2Q6H2_9NEOP	56.805	507	541	510	94	4.1299999999999995e-180	524.0	Cytosol aminopeptidase domain-containing protein OS=Mythimna loreyi OX=667449 GN=PYW08_009464 PE=3 SV=1	TrEMBL	g5153	A0ACC2Q6H2	10
g1541.t1	tr|A0AAD7YMR1|A0AAD7YMR1_MYTSE	64.844	384	380	384	100	0.0	523.0	CLIP domain-containing serine protease OS=Mythimna separata OX=271217 GN=PYW07_002143 PE=3 SV=1	TrEMBL	g1541	A0AAD7YMR1	2
g14449.t1	tr|A0AAU9UMV5|A0AAU9UMV5_EUPED	58.151	411	436	418	93	0.0	523.0	tr|A0AAU9UMV5|A0AAU9UMV5_EUPED Neurotransmitter-gated ion-channel ligand-binding domain-containing protein OS=Euphydryas editha OX=104508 GN=EEDITHA_LOCUS14904 PE=4 SV=1	TrEMBL	g14449	A0AAU9UMV5	4
g9091.t1	sp|O77245|E75_METEN	55.405	518	726	606	67	2.2999999999999998e-177	523.0	Nuclear hormone receptor E75 OS=Metapenaeus ensis OX=32278 GN=E75 PE=2 SV=1	Swiss-Prot	g9091	O77245	10
g4082.t1	tr|I3QC12|I3QC12_HELAM	75.749	334	334	332	100	0.0	522.0	Neutral lipase OS=Helicoverpa armigera OX=29058 GN=Lipn009 PE=2 SV=1	TrEMBL	g4082	I3QC12	3
g15120.t1	tr|A0AAU9U1X2|A0AAU9U1X2_EUPED	61.111	396	393	510	100	0.0	522.0	tr|A0AAU9U1X2|A0AAU9U1X2_EUPED Cytochrome P450 OS=Euphydryas editha OX=104508 GN=EEDITHA_LOCUS7585 PE=3 SV=1	TrEMBL	g15120	A0AAU9U1X2	4
g14449.t1	tr|A0A8J9VJ13|A0A8J9VJ13_9NEOP	58.881	411	436	419	92	0.0	521.0	tr|A0A8J9VJ13|A0A8J9VJ13_9NEOP Neurotransmitter-gated ion-channel ligand-binding domain-containing protein (Fragment) OS=Brenthis ino OX=405034 GN=BINO364_LOCUS8457 PE=4 SV=1	TrEMBL	g14449	A0A8J9VJ13	5
g4083.t1	tr|A0A4C1THY4|A0A4C1THY4_EUMVA	85.197	304	336	691	96	5.07e-179	520.0	Pancreatic lipase-related protein 2 OS=Eumeta variegata OX=151549 GN=PNLIPRP2 PE=3 SV=1	TrEMBL	g4083	A0A4C1THY4	5
g4082.t1	tr|A0ACC2R9I6|A0ACC2R9I6_9NEOP	76.347	334	334	332	100	0.0	519.0	Lipase domain-containing protein OS=Mythimna loreyi OX=667449 GN=PYW08_007163 PE=3 SV=1	TrEMBL	g4082	A0ACC2R9I6	4
g15120.t1	tr|A0AAU9U1Z0|A0AAU9U1Z0_EUPED	60.606	396	393	510	100	7.5099999999999995e-180	519.0	tr|A0AAU9U1Z0|A0AAU9U1Z0_EUPED Cytochrome P450 OS=Euphydryas editha OX=104508 GN=EEDITHA_LOCUS7590 PE=3 SV=1	TrEMBL	g15120	A0AAU9U1Z0	5
g1541.t1	tr|A0ACC2R180|A0ACC2R180_9NEOP	64.062	384	380	384	100	0.0	518.0	CLIP domain-containing serine protease OS=Mythimna loreyi OX=667449 GN=PYW08_002062 PE=3 SV=1	TrEMBL	g1541	A0ACC2R180	3
g6193.t1	tr|A0A6J2JQ98|A0A6J2JQ98_BOMMA	58.072	415	415	415	100	0.0	518.0	Zinc carboxypeptidase A 1 OS=Bombyx mandarina OX=7092 GN=LOC114243968 PE=3 SV=1	TrEMBL	g6193	A0A6J2JQ98	3
g1541.t1	tr|A0A922CLQ4|A0A922CLQ4_MANSE	64.69	371	380	383	98	0.0	518.0	CLIP domain-containing serine protease OS=Manduca sexta OX=7130 GN=O3G_MSEX006727 PE=3 SV=1	TrEMBL	g1541	A0A922CLQ4	4
g6193.t1	tr|A0AAV1KP10|A0AAV1KP10_9NEOP	56.867	415	415	413	100	0.0	517.0	Zinc carboxypeptidase A 1 OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS5217 PE=3 SV=1	TrEMBL	g6193	A0AAV1KP10	4
g1541.t1	tr|Q5DI99|Q5DI99_MANSE	64.42	371	380	383	98	0.0	517.0	CLIP domain-containing serine protease OS=Manduca sexta OX=7130 GN=PAP I PE=2 SV=1	TrEMBL	g1541	Q5DI99	5
g14449.t1	tr|A0A8B8HMS9|A0A8B8HMS9_VANTA	59.518	415	436	420	93	6.449999999999999e-180	517.0	tr|A0A8B8HMS9|A0A8B8HMS9_VANTA Neuronal acetylcholine receptor subunit beta-3-like OS=Vanessa tameamea OX=334116 GN=LOC113392542 PE=4 SV=2	TrEMBL	g14449	A0A8B8HMS9	6
g16852.t1	tr|A0A194QYN7|A0A194QYN7_PAPMA	50.577	520	553	536	92	2.7999999999999998e-176	517.0	tr|A0A194QYN7|A0A194QYN7_PAPMA Venom carboxylesterase-6 OS=Papilio machaon OX=76193 GN=RR48_06361 PE=4 SV=1	TrEMBL	g16852	A0A194QYN7	3
g4082.t1	tr|A0ACC2RAZ5|A0ACC2RAZ5_9NEOP	78.443	334	334	332	100	0.0	516.0	Lipase domain-containing protein OS=Mythimna loreyi OX=667449 GN=PYW08_007162 PE=3 SV=1	TrEMBL	g4082	A0ACC2RAZ5	5
g1541.t1	tr|A0A7E5VXM7|A0A7E5VXM7_TRINI	64.55	378	380	382	99	0.0	516.0	CLIP domain-containing serine protease OS=Trichoplusia ni OX=7111 GN=LOC113497498 PE=3 SV=1	TrEMBL	g1541	A0A7E5VXM7	6
g15120.t1	tr|A0A4C1XM90|A0A4C1XM90_EUMVA	63.78	381	393	562	96	6.41e-178	516.0	tr|A0A4C1XM90|A0A4C1XM90_EUMVA Cytochrome P450 CYP12A2 OS=Eumeta variegata OX=151549 GN=CYP12A2 PE=3 SV=1	TrEMBL	g15120	A0A4C1XM90	6
g16852.t1	tr|A0AAV1K881|A0AAV1K881_9NEOP	50.375	534	553	536	95	4.73e-176	516.0	tr|A0AAV1K881|A0AAV1K881_9NEOP Carboxylic ester hydrolase OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS251 PE=3 SV=1	TrEMBL	g16852	A0AAV1K881	4
g4082.t1	tr|A0A9R0EN30|A0A9R0EN30_SPOFR	76.647	334	334	331	100	0.0	515.0	Pancreatic triacylglycerol lipase isoform X2 OS=Spodoptera frugiperda OX=7108 GN=LOC118273213 PE=3 SV=1	TrEMBL	g4082	A0A9R0EN30	6
g4086.t1	tr|A0A9R0EN30|A0A9R0EN30_SPOFR	75.749	334	334	331	100	0.0	515.0	Pancreatic triacylglycerol lipase isoform X2 OS=Spodoptera frugiperda OX=7108 GN=LOC118273213 PE=3 SV=1	TrEMBL	g4086	A0A9R0EN30	3
g4086.t1	tr|A0A9J7IQH8|A0A9J7IQH8_SPOLT	75.15	334	334	331	100	0.0	515.0	Pancreatic triacylglycerol lipase-like OS=Spodoptera litura OX=69820 GN=LOC111353469 PE=3 SV=1	TrEMBL	g4086	A0A9J7IQH8	4
g4082.t1	tr|A0A6J1WSP9|A0A6J1WSP9_GALME	74.551	334	334	332	100	0.0	515.0	Pancreatic triacylglycerol lipase-like OS=Galleria mellonella OX=7137 GN=LOC113518126 PE=3 SV=2	TrEMBL	g4082	A0A6J1WSP9	7
g1541.t1	tr|O77102|O77102_MANSE	64.151	371	380	383	98	0.0	515.0	CLIP domain-containing serine protease OS=Manduca sexta OX=7130 GN=PPAE PE=2 SV=1	TrEMBL	g1541	O77102	7
g4086.t1	tr|A0A9P0I1N4|A0A9P0I1N4_SPOLI	74.85	334	334	331	100	0.0	514.0	Lipase domain-containing protein OS=Spodoptera littoralis OX=7109 GN=SPLIT_LOCUS4936 PE=3 SV=1	TrEMBL	g4086	A0A9P0I1N4	5
g3537.t1	tr|A0A6J1W742|A0A6J1W742_GALME	61.111	396	396	400	100	4.19e-180	514.0	Serine protease inhibitor 77Ba-like OS=Galleria mellonella OX=7137 GN=LOC113509391 PE=3 SV=1		g3537	A0A6J1W742	3
g4083.t1	tr|A0A4C1TFB7|A0A4C1TFB7_EUMVA	78.049	328	336	339	98	0.0	514.0	Pancreatic triacylglycerol lipase OS=Eumeta variegata OX=151549 GN=PNLIP PE=3 SV=1	TrEMBL	g4083	A0A4C1TFB7	6
g14449.t1	tr|A0A835GLL9|A0A835GLL9_SPOEX	60.0	410	436	412	93	3.56e-178	513.0	tr|A0A835GLL9|A0A835GLL9_SPOEX Neurotransmitter-gated ion-channel ligand-binding domain-containing protein OS=Spodoptera exigua OX=7107 GN=HW555_004187 PE=4 SV=1	TrEMBL	g14449	A0A835GLL9	7
g4086.t1	tr|A0ACC2R9I6|A0ACC2R9I6_9NEOP	73.952	334	334	332	100	0.0	512.0	Lipase domain-containing protein OS=Mythimna loreyi OX=667449 GN=PYW08_007163 PE=3 SV=1	TrEMBL	g4086	A0ACC2R9I6	6
g3537.t1	tr|A0A6J2KFC9|A0A6J2KFC9_BOMMA	60.606	396	396	395	100	2.6200000000000004e-179	512.0	Serine protease inhibitor 77Ba-like OS=Bombyx mandarina OX=7092 GN=LOC114250096 PE=3 SV=1		g3537	A0A6J2KFC9	4
g1541.t1	tr|A0A7E5VX02|A0A7E5VX02_TRINI	64.38	379	380	383	99	6.669999999999999e-180	512.0	CLIP domain-containing serine protease OS=Trichoplusia ni OX=7111 GN=LOC113497498 PE=3 SV=1	TrEMBL	g1541	A0A7E5VX02	8
g16852.t1	tr|A0A194PD51|A0A194PD51_PAPXU	48.78	533	553	536	95	2.8e-174	512.0	tr|A0A194PD51|A0A194PD51_PAPXU Carboxylesterase 4A OS=Papilio xuthus OX=66420 GN=RR46_14666 PE=4 SV=1	TrEMBL	g16852	A0A194PD51	5
g4086.t1	tr|I3QC12|I3QC12_HELAM	73.952	334	334	332	100	0.0	511.0	Neutral lipase OS=Helicoverpa armigera OX=29058 GN=Lipn009 PE=2 SV=1	TrEMBL	g4086	I3QC12	7
g2210.t1	tr|A0ABN8IKT8|A0ABN8IKT8_9NEOP	60.925	389	394	394	99	3.7900000000000004e-179	511.0	Venom serine protease 34 (Fragment) OS=Iphiclides podalirius OX=110791 GN=IPOD504_LOCUS10188 PE=3 SV=1	TrEMBL	g2210	A0ABN8IKT8	1
g15120.t1	tr|A0ABM3LFY7|A0ABM3LFY7_BICAN	60.101	396	393	510	99	2.82e-176	510.0	tr|A0ABM3LFY7|A0ABM3LFY7_BICAN Cytochrome P450 CYP12A2-like OS=Bicyclus anynana OX=110368 GN=LOC128198159 PE=3 SV=1	TrEMBL	g15120	A0ABM3LFY7	7
g2210.t1	tr|Q6R559|Q6R559_OSTNU	60.051	393	394	395	99	9.75e-179	510.0	Trypsin-like proteinase T2a OS=Ostrinia nubilalis OX=29057 PE=2 SV=2	TrEMBL	g2210	Q6R559	2
g4085.t1	tr|A0A4C1TFB7|A0A4C1TFB7_EUMVA	75.305	328	336	339	98	2.1699999999999997e-180	510.0	Pancreatic triacylglycerol lipase OS=Eumeta variegata OX=151549 GN=PNLIP PE=3 SV=1	TrEMBL	g4085	A0A4C1TFB7	6
g152.t1	tr|A0A4C1VEI9|A0A4C1VEI9_EUMVA	96.484	256	256	286	100	0.0	509.0	Sex peptide receptor OS=Eumeta variegata OX=151549 GN=SPR PE=3 SV=1	TrEMBL	g152	A0A4C1VEI9	1
g4086.t1	tr|A0A6J1WSP9|A0A6J1WSP9_GALME	74.251	334	334	332	100	2.2799999999999997e-180	509.0	Pancreatic triacylglycerol lipase-like OS=Galleria mellonella OX=7137 GN=LOC113518126 PE=3 SV=2	TrEMBL	g4086	A0A6J1WSP9	8
g3537.t1	tr|A0A0M5KHD7|A0A0M5KHD7_BOMMA	60.606	396	396	395	100	2.14e-178	509.0	Serpin 5 OS=Bombyx mandarina OX=7092 PE=2 SV=1		g3537	A0A0M5KHD7	5
g6193.t1	tr|A0A8S3X7C9|A0A8S3X7C9_PARAO	56.145	415	415	408	100	1.06e-177	509.0	Zinc carboxypeptidase A 1 OS=Parnassius apollo OX=110799 GN=PAPOLLO_LOCUS14493 PE=3 SV=1	TrEMBL	g6193	A0A8S3X7C9	5
g1541.t1	tr|A0A8R2DLP9|A0A8R2DLP9_BOMMO	64.38	379	380	382	99	1.61e-178	509.0	CLIP domain-containing serine protease OS=Bombyx mori OX=7091 PE=3 SV=1	TrEMBL	g1541	A0A8R2DLP9	9
g3537.t1	tr|A0ABQ7PVA7|A0ABQ7PVA7_PLUXY	61.637	391	396	397	99	2.89e-178	509.0	Serpin domain-containing protein OS=Plutella xylostella OX=51655 GN=JYU34_020582 PE=3 SV=1		g3537	A0ABQ7PVA7	6
g15120.t1	tr|A0A7D5UMU2|A0A7D5UMU2_9NEOP	60.506	395	393	508	99	3.7399999999999995e-176	509.0	tr|A0A7D5UMU2|A0A7D5UMU2_9NEOP Cytochrome P450 26 OS=Streltzoviella insularis OX=1206366 PE=2 SV=1	TrEMBL	g15120	A0A7D5UMU2	8
g1541.t1	tr|A0A6J2K7Q8|A0A6J2K7Q8_BOMMA	64.38	379	380	382	99	3.53e-178	508.0	CLIP domain-containing serine protease OS=Bombyx mandarina OX=7092 GN=LOC114248802 PE=3 SV=1	TrEMBL	g1541	A0A6J2K7Q8	10
g16852.t1	tr|A0A5E4R6I5|A0A5E4R6I5_9NEOP	47.94	534	553	540	94	1.79e-172	508.0	tr|A0A5E4R6I5|A0A5E4R6I5_9NEOP Carboxylic ester hydrolase OS=Leptidea sinapis OX=189913 GN=LSINAPIS_LOCUS15587 PE=3 SV=1	TrEMBL	g16852	A0A5E4R6I5	6
g14449.t1	tr|A0ABN8IYX2|A0ABN8IYX2_9NEOP	58.105	401	436	422	90	3.1199999999999998e-176	508.0	tr|A0ABN8IYX2|A0ABN8IYX2_9NEOP Neurotransmitter-gated ion-channel ligand-binding domain-containing protein (Fragment) OS=Iphiclides podalirius OX=110791 GN=IPOD504_LOCUS14393 PE=4 SV=1	TrEMBL	g14449	A0ABN8IYX2	8
g4082.t1	tr|A0A9J7IQH8|A0A9J7IQH8_SPOLT	75.15	334	334	331	100	3.59e-179	506.0	Pancreatic triacylglycerol lipase-like OS=Spodoptera litura OX=69820 GN=LOC111353469 PE=3 SV=1	TrEMBL	g4082	A0A9J7IQH8	8
g3537.t1	tr|A0A8R1TAK6|A0A8R1TAK6_BOMMO	60.101	396	396	395	100	4.15e-177	506.0	Uncharacterized protein OS=Bombyx mori OX=7091 GN=692688 PE=4 SV=1		g3537	A0A8R1TAK6	7
g3537.t1	tr|Q6Q2D5|Q6Q2D5_BOMMO	60.101	396	396	395	100	4.15e-177	506.0	Serpin-5 OS=Bombyx mori OX=7091 PE=2 SV=1		g3537	Q6Q2D5	8
g15120.t1	tr|A0A8S4RGP2|A0A8S4RGP2_9NEOP	58.942	397	393	510	100	5.38e-175	506.0	tr|A0A8S4RGP2|A0A8S4RGP2_9NEOP Jg27473 protein OS=Pararge aegeria aegeria OX=348720 GN=jg27473 PE=3 SV=1	TrEMBL	g15120	A0A8S4RGP2	9
g2210.t1	tr|Q6R558|Q6R558_OSTNU	59.542	393	394	395	99	3.12e-177	506.0	Trypsin-like proteinase T2b OS=Ostrinia nubilalis OX=29057 PE=2 SV=2	TrEMBL	g2210	Q6R558	3
g4084.t1	tr|A0A4C1TFB7|A0A4C1TFB7_EUMVA	75.0	328	336	339	98	5.660000000000001e-179	506.0	Pancreatic triacylglycerol lipase OS=Eumeta variegata OX=151549 GN=PNLIP PE=3 SV=1	TrEMBL	g4084	A0A4C1TFB7	6
g16852.t1	tr|A0A9N9R8V4|A0A9N9R8V4_9NEOP	49.245	530	553	534	93	4.3999999999999996e-172	506.0	tr|A0A9N9R8V4|A0A9N9R8V4_9NEOP Carboxylic ester hydrolase OS=Diatraea saccharalis OX=40085 GN=DIATSA_LOCUS9426 PE=3 SV=1	TrEMBL	g16852	A0A9N9R8V4	7
