qseqid	sseqid	pident	length	qlen	slen	qcovs	evalue	bitscore	stitle
g20295.t1	sp|Q9JID9|SH2B2_MOUSE	33.605	491	443	621	93	1.1699999999999998e-67	233.0	sp|Q9JID9|SH2B2_MOUSE SH2B adapter protein 2 OS=Mus musculus OX=10090 GN=Sh2b2 PE=1 SV=2
g20295.t1	sp|O14492|SH2B2_HUMAN	32.207	503	443	632	94	1.79e-65	228.0	sp|O14492|SH2B2_HUMAN SH2B adapter protein 2 OS=Homo sapiens OX=9606 GN=SH2B2 PE=1 SV=2
g20295.t1	sp|Q9UQQ2|SH2B3_HUMAN	32.538	461	443	575	94	7.67e-59	209.0	sp|Q9UQQ2|SH2B3_HUMAN SH2B adapter protein 3 OS=Homo sapiens OX=9606 GN=SH2B3 PE=1 SV=2
g20295.t1	sp|O09039|SH2B3_MOUSE	34.615	442	443	548	94	5.36e-56	201.0	sp|O09039|SH2B3_MOUSE SH2B adapter protein 3 OS=Mus musculus OX=10090 GN=Sh2b3 PE=1 SV=2
g20310.t1	sp|Q9VTE0|BL1S2_DROME	44.776	134	145	159	92	7.45e-29	110.0	sp|Q9VTE0|BL1S2_DROME Biogenesis of lysosome-related organelles complex 1 subunit 2 OS=Drosophila melanogaster OX=7227 GN=Blos2 PE=1 SV=2
g20310.t1	sp|Q66KB9|BL1S2_XENTR	36.923	130	145	147	90	8.599999999999999e-23	94.0	sp|Q66KB9|BL1S2_XENTR Biogenesis of lysosome-related organelles complex 1 subunit 2 OS=Xenopus tropicalis OX=8364 GN=bloc1s2 PE=2 SV=1
g20310.t1	sp|Q9CWG9|BL1S2_MOUSE	38.318	107	145	143	74	3.22e-18	82.4	sp|Q9CWG9|BL1S2_MOUSE Biogenesis of lysosome-related organelles complex 1 subunit 2 OS=Mus musculus OX=10090 GN=Bloc1s2 PE=1 SV=1
g20310.t1	sp|Q6QNY1|BL1S2_HUMAN	38.318	107	145	142	74	4.53e-18	82.0	sp|Q6QNY1|BL1S2_HUMAN Biogenesis of lysosome-related organelles complex 1 subunit 2 OS=Homo sapiens OX=9606 GN=BLOC1S2 PE=1 SV=1
g20310.t1	sp|Q32WR5|BL1S2_RAT	38.318	107	145	142	74	5.27e-18	81.6	sp|Q32WR5|BL1S2_RAT Biogenesis of lysosome-related organelles complex-1 subunit 2 OS=Rattus norvegicus OX=10116 GN=Bloc1s2 PE=2 SV=1
g20311.t1	tr|A0A9N9IYP8|A0A9N9IYP8_9GLOM	32.258	124	151	127	80	1.91e-06	51.2	tr|A0A9N9IYP8|A0A9N9IYP8_9GLOM 11580_t:CDS:1 OS=Racocetra fulgida OX=60492 GN=RFULGI_LOCUS13925 PE=4 SV=1
g20320.t1	sp|P61374|ISL1_RAT	67.829	258	319	349	81	8.98e-120	354.0	sp|P61374|ISL1_RAT Insulin gene enhancer protein ISL-1 OS=Rattus norvegicus OX=10116 GN=Isl1 PE=1 SV=1
g20320.t1	sp|P61372|ISL1_MOUSE	67.829	258	319	349	81	8.98e-120	354.0	sp|P61372|ISL1_MOUSE Insulin gene enhancer protein ISL-1 OS=Mus musculus OX=10090 GN=Isl1 PE=1 SV=1
g20320.t1	sp|P61373|ISL1_MESAU	67.829	258	319	349	81	8.98e-120	354.0	sp|P61373|ISL1_MESAU Insulin gene enhancer protein ISL-1 OS=Mesocricetus auratus OX=10036 GN=ISL1 PE=2 SV=1
g20320.t1	sp|P61371|ISL1_HUMAN	67.829	258	319	349	81	8.98e-120	354.0	sp|P61371|ISL1_HUMAN Insulin gene enhancer protein ISL-1 OS=Homo sapiens OX=9606 GN=ISL1 PE=1 SV=1
g20320.t1	sp|P50211|ISL1_CHICK	67.442	258	319	349	81	2.7599999999999997e-119	353.0	sp|P50211|ISL1_CHICK Insulin gene enhancer protein ISL-1 OS=Gallus gallus OX=9031 GN=ISL1 PE=1 SV=1
g20322.t1	sp|Q09575|YRD6_CAEEL	34.983	303	383	1268	77	1.27e-44	172.0	sp|Q09575|YRD6_CAEEL Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans OX=6239 GN=K02A2.6 PE=4 SV=1
g20323.t1	sp|Q7YRC1|AIP_BOVIN	37.304	319	323	330	97	3.15e-72	233.0	sp|Q7YRC1|AIP_BOVIN AH receptor-interacting protein OS=Bos taurus OX=9913 GN=AIP PE=2 SV=1
g20323.t1	sp|O08915|AIP_MOUSE	36.991	319	323	330	97	9.170000000000001e-70	226.0	sp|O08915|AIP_MOUSE AH receptor-interacting protein OS=Mus musculus OX=10090 GN=Aip PE=1 SV=1
g20323.t1	sp|Q5FWY5|AIP_RAT	36.991	319	323	330	97	1.11e-69	226.0	sp|Q5FWY5|AIP_RAT AH receptor-interacting protein OS=Rattus norvegicus OX=10116 GN=Aip PE=1 SV=1
g20323.t1	sp|O00170|AIP_HUMAN	36.364	319	323	330	97	2.58e-68	223.0	sp|O00170|AIP_HUMAN AH receptor-interacting protein OS=Homo sapiens OX=9606 GN=AIP PE=1 SV=3
g20323.t1	sp|O97628|AIP_CHLAE	36.05	319	323	330	97	1.5799999999999998e-67	221.0	sp|O97628|AIP_CHLAE AH receptor-interacting protein OS=Chlorocebus aethiops OX=9534 GN=AIP PE=2 SV=1
g20324.t1	sp|Q8IZ69|TRM2A_HUMAN	40.283	566	605	625	93	4.48e-140	427.0	sp|Q8IZ69|TRM2A_HUMAN tRNA (uracil-5-)-methyltransferase homolog A OS=Homo sapiens OX=9606 GN=TRMT2A PE=1 SV=2
g20324.t1	sp|Q8BNV1|TRM2A_MOUSE	40.437	549	605	613	90	1.19e-136	418.0	sp|Q8BNV1|TRM2A_MOUSE tRNA (uracil-5-)-methyltransferase homolog A OS=Mus musculus OX=10090 GN=Trmt2a PE=1 SV=2
g20324.t1	sp|A4QP75|TRM2B_DANRE	40.541	444	605	480	72	2.4400000000000002e-103	328.0	sp|A4QP75|TRM2B_DANRE tRNA (uracil-5-)-methyltransferase homolog B OS=Danio rerio OX=7955 GN=trmt2b PE=2 SV=2
g20324.t1	tr|A0A1Y1WE08|A0A1Y1WE08_9FUNG	36.015	547	605	638	88	6.27e-103	332.0	tr|A0A1Y1WE08|A0A1Y1WE08_9FUNG Trm2 tRNA methyltransferase 2-like protein A OS=Anaeromyces robustus OX=1754192 GN=BCR32DRAFT_297289 PE=3 SV=1
g20324.t1	tr|A0A9N9FDN0|A0A9N9FDN0_9GLOM	35.832	547	605	563	89	2.18e-99	320.0	tr|A0A9N9FDN0|A0A9N9FDN0_9GLOM 8778_t:CDS:1 OS=Paraglomus occultum OX=144539 GN=POCULU_LOCUS3839 PE=3 SV=1
g20325.t1	sp|Q86B61|TBH1_DROME	45.486	576	595	670	95	1.9400000000000002e-161	483.0	sp|Q86B61|TBH1_DROME Tyramine beta-hydroxylase OS=Drosophila melanogaster OX=7227 GN=Tbh PE=1 SV=1
g20325.t1	sp|P15101|DOPO_BOVIN	44.784	556	595	610	92	3.09e-154	462.0	sp|P15101|DOPO_BOVIN Dopamine beta-hydroxylase OS=Bos taurus OX=9913 GN=DBH PE=1 SV=2
g20325.t1	sp|Q9XTA0|DOPO_HORSE	45.259	559	595	610	93	5.46e-151	454.0	sp|Q9XTA0|DOPO_HORSE Dopamine beta-hydroxylase OS=Equus caballus OX=9796 GN=DBH PE=2 SV=1
g20325.t1	sp|P09172|DOPO_HUMAN	44.265	558	595	617	92	9.01e-151	454.0	sp|P09172|DOPO_HUMAN Dopamine beta-hydroxylase OS=Homo sapiens OX=9606 GN=DBH PE=1 SV=3
g20325.t1	sp|Q64237|DOPO_MOUSE	43.649	559	595	622	92	2.55e-146	442.0	sp|Q64237|DOPO_MOUSE Dopamine beta-hydroxylase OS=Mus musculus OX=10090 GN=Dbh PE=1 SV=2
g20330.t2	sp|Q95245|CY561_PIG	39.301	229	281	252	81	8.17e-41	148.0	sp|Q95245|CY561_PIG Transmembrane ascorbate-dependent reductase CYB561 OS=Sus scrofa OX=9823 GN=CYB561 PE=2 SV=1
g20330.t2	sp|Q95204|CY561_SHEEP	37.991	229	281	252	81	4.72e-40	146.0	sp|Q95204|CY561_SHEEP Transmembrane ascorbate-dependent reductase CYB561 OS=Ovis aries OX=9940 GN=CYB561 PE=2 SV=1
g20330.t2	sp|Q5RCZ2|CY561_PONAB	36.364	242	281	251	85	1.58e-38	142.0	sp|Q5RCZ2|CY561_PONAB Transmembrane ascorbate-dependent reductase CYB561 OS=Pongo abelii OX=9601 GN=CYB561 PE=2 SV=1
g20330.t2	sp|P10897|CY561_BOVIN	35.772	246	281	252	88	1.6099999999999998e-38	142.0	sp|P10897|CY561_BOVIN Transmembrane ascorbate-dependent reductase CYB561 OS=Bos taurus OX=9913 GN=CYB561 PE=1 SV=2
g20330.t2	sp|Q60720|CY561_MOUSE	36.245	229	281	250	81	2.2899999999999998e-38	142.0	sp|Q60720|CY561_MOUSE Transmembrane ascorbate-dependent reductase CYB561 OS=Mus musculus OX=10090 GN=Cyb561 PE=1 SV=2
g20331.t1	sp|Q9ESJ4|SPN90_MOUSE	37.838	481	646	714	74	2.21e-88	297.0	sp|Q9ESJ4|SPN90_MOUSE NCK-interacting protein with SH3 domain OS=Mus musculus OX=10090 GN=Nckipsd PE=1 SV=2
g20337.t1	sp|Q9GZN1|ARP6_HUMAN	54.545	396	395	396	98	7.45e-162	466.0	sp|Q9GZN1|ARP6_HUMAN Actin-related protein 6 OS=Homo sapiens OX=9606 GN=ACTR6 PE=1 SV=1
g20337.t1	sp|Q9D864|ARP6_MOUSE	54.293	396	395	396	98	3.4000000000000002e-161	464.0	sp|Q9D864|ARP6_MOUSE Actin-related protein 6 OS=Mus musculus OX=10090 GN=Actr6 PE=1 SV=2
g20337.t1	sp|Q9DEE9|ARP6_CHICK	54.135	399	395	396	99	3.63e-161	464.0	sp|Q9DEE9|ARP6_CHICK Actin-related protein 6 OS=Gallus gallus OX=9031 GN=ACTR6 PE=1 SV=1
g20337.t1	sp|P45890|ARP6_DROME	50.386	389	395	398	97	1.24e-142	417.0	sp|P45890|ARP6_DROME Actin-related protein 6 OS=Drosophila melanogaster OX=7227 GN=Arp6 PE=1 SV=1
g20337.t1	tr|A0A8H4A0M8|A0A8H4A0M8_GIGMA	44.988	409	395	419	100	8.52e-122	365.0	tr|A0A8H4A0M8|A0A8H4A0M8_GIGMA Actin-like protein ARP6 OS=Gigaspora margarita OX=4874 GN=F8M41_014547 PE=3 SV=1
g20338.t1	sp|Q5R9P3|SC23A_PONAB	76.364	110	110	765	100	7.77e-49	172.0	sp|Q5R9P3|SC23A_PONAB Protein transport protein Sec23A OS=Pongo abelii OX=9601 GN=SEC23A PE=2 SV=1
g20338.t1	sp|Q15436|SC23A_HUMAN	76.364	110	110	765	100	7.77e-49	172.0	sp|Q15436|SC23A_HUMAN Protein transport protein Sec23A OS=Homo sapiens OX=9606 GN=SEC23A PE=1 SV=2
g20338.t1	sp|Q01405|SC23A_MOUSE	76.364	110	110	765	100	7.85e-49	172.0	sp|Q01405|SC23A_MOUSE Protein transport protein Sec23A OS=Mus musculus OX=10090 GN=Sec23a PE=1 SV=2
g20338.t1	sp|Q05AS9|SC23A_XENTR	74.545	110	110	765	100	3.4099999999999996e-48	170.0	sp|Q05AS9|SC23A_XENTR Protein transport protein Sec23A OS=Xenopus tropicalis OX=8364 GN=sec23a PE=2 SV=1
g20338.t1	sp|Q7SZE5|SC23A_DANRE	72.727	110	110	765	100	1.59e-47	168.0	sp|Q7SZE5|SC23A_DANRE Protein transport protein Sec23A OS=Danio rerio OX=7955 GN=sec23a PE=2 SV=1
g20341.t1	sp|Q9N5Y2|TECR_CAEEL	55.052	287	300	308	94	8.689999999999999e-111	329.0	sp|Q9N5Y2|TECR_CAEEL Probable very-long-chain enoyl-CoA reductase art-1 OS=Caenorhabditis elegans OX=6239 GN=art-1 PE=3 SV=1
g20341.t1	sp|Q3ZCD7|TECR_BOVIN	49.508	305	300	308	99	1.21e-101	306.0	sp|Q3ZCD7|TECR_BOVIN Very-long-chain enoyl-CoA reductase OS=Bos taurus OX=9913 GN=TECR PE=2 SV=1
g20341.t1	sp|Q9NZ01|TECR_HUMAN	49.508	305	300	308	99	1.31e-101	306.0	sp|Q9NZ01|TECR_HUMAN Very-long-chain enoyl-CoA reductase OS=Homo sapiens OX=9606 GN=TECR PE=1 SV=1
g20341.t1	sp|Q64232|TECR_RAT	49.18	305	300	308	99	1.2200000000000001e-100	303.0	sp|Q64232|TECR_RAT Very-long-chain enoyl-CoA reductase OS=Rattus norvegicus OX=10116 GN=Tecr PE=1 SV=1
g20341.t1	sp|Q9CY27|TECR_MOUSE	48.852	305	300	308	99	4.0200000000000003e-100	302.0	sp|Q9CY27|TECR_MOUSE Very-long-chain enoyl-CoA reductase OS=Mus musculus OX=10090 GN=Tecr PE=1 SV=1
g20342.t1	sp|Q96MR6|CFA57_HUMAN	37.278	1183	1238	1250	94	0.0	774.0	sp|Q96MR6|CFA57_HUMAN Cilia- and flagella-associated protein 57 OS=Homo sapiens OX=9606 GN=CFAP57 PE=1 SV=3
g20342.t1	sp|Q9D180|CFA57_MOUSE	36.655	1184	1238	1249	94	0.0	764.0	sp|Q9D180|CFA57_MOUSE Cilia- and flagella-associated protein 57 OS=Mus musculus OX=10090 GN=Cfap57 PE=1 SV=3
g20342.t1	tr|A0A075AZY8|A0A075AZY8_ROZAC	35.986	1156	1238	1130	93	0.0	697.0	tr|A0A075AZY8|A0A075AZY8_ROZAC Quinonprotein alcohol dehydrogenase-like superfamily domain-containing protein OS=Rozella allomycis (strain CSF55) OX=988480 GN=O9G_003623 PE=4 SV=1
g20342.t1	tr|A0A507FEI1|A0A507FEI1_9FUNG	33.824	1224	1238	1209	94	0.0	684.0	tr|A0A507FEI1|A0A507FEI1_9FUNG Uncharacterized protein OS=Chytriomyces confervae OX=246404 GN=CcCBS67573_g03970 PE=4 SV=1
g20342.t1	tr|A0A0L0HUP3|A0A0L0HUP3_SPIPD	33.718	1213	1238	1233	93	0.0	674.0	tr|A0A0L0HUP3|A0A0L0HUP3_SPIPD Uncharacterized protein OS=Spizellomyces punctatus (strain DAOM BR117) OX=645134 GN=SPPG_00295 PE=4 SV=1
g20347.t1	sp|Q9DBB9|CPN2_MOUSE	33.243	370	533	547	72	7.4e-47	178.0	sp|Q9DBB9|CPN2_MOUSE Carboxypeptidase N subunit 2 OS=Mus musculus OX=10090 GN=Cpn2 PE=1 SV=2
g20347.t1	sp|Q9DBB9|CPN2_MOUSE	31.818	154	533	547	72	1.75e-08	65.1	sp|Q9DBB9|CPN2_MOUSE Carboxypeptidase N subunit 2 OS=Mus musculus OX=10090 GN=Cpn2 PE=1 SV=2
g20347.t1	sp|Q9DBB9|CPN2_MOUSE	30.625	160	533	547	72	6.4e-07	60.1	sp|Q9DBB9|CPN2_MOUSE Carboxypeptidase N subunit 2 OS=Mus musculus OX=10090 GN=Cpn2 PE=1 SV=2
g20347.t1	sp|O08770|GPV_RAT	30.105	475	533	567	79	1.66e-38	155.0	sp|O08770|GPV_RAT Platelet glycoprotein V OS=Rattus norvegicus OX=10116 GN=Gp5 PE=3 SV=1
g20349.t1	sp|P21452|NK2R_HUMAN	30.946	349	499	398	70	1.59e-50	184.0	sp|P21452|NK2R_HUMAN Substance-K receptor OS=Homo sapiens OX=9606 GN=TACR2 PE=1 SV=3
g20351.t1	sp|Q9WVD0|NPY1R_CAVPO	32.374	139	169	383	78	1.29e-21	96.7	sp|Q9WVD0|NPY1R_CAVPO Neuropeptide Y receptor type 1 OS=Cavia porcellus OX=10141 GN=NPY1R PE=3 SV=1
g20351.t1	sp|O02835|NPY1R_PIG	30.935	139	169	383	78	3.76e-20	92.8	sp|O02835|NPY1R_PIG Neuropeptide Y receptor type 1 OS=Sus scrofa OX=9823 GN=NPY1R PE=2 SV=2
g20351.t1	sp|P25929|NPY1R_HUMAN	33.088	136	169	384	80	5.4e-20	92.4	sp|P25929|NPY1R_HUMAN Neuropeptide Y receptor type 1 OS=Homo sapiens OX=9606 GN=NPY1R PE=1 SV=1
g20351.t1	sp|Q04573|NPY1R_MOUSE	32.374	139	169	382	78	6.63e-20	92.0	sp|Q04573|NPY1R_MOUSE Neuropeptide Y receptor type 1 OS=Mus musculus OX=10090 GN=Npy1r PE=1 SV=1
g20351.t1	sp|Q1RMU8|NPY1R_BOVIN	30.935	139	169	383	78	8.02e-20	92.0	sp|Q1RMU8|NPY1R_BOVIN Neuropeptide Y receptor type 1 OS=Bos taurus OX=9913 GN=NPY1R PE=2 SV=1
g20352.t1	sp|Q9UQB3|CTND2_HUMAN	53.304	227	287	1225	75	3.53e-66	231.0	sp|Q9UQB3|CTND2_HUMAN Catenin delta-2 OS=Homo sapiens OX=9606 GN=CTNND2 PE=1 SV=3
g20352.t1	sp|O35927|CTND2_MOUSE	48.016	252	287	1247	75	1.1000000000000002e-59	212.0	sp|O35927|CTND2_MOUSE Catenin delta-2 OS=Mus musculus OX=10090 GN=Ctnnd2 PE=1 SV=1
g20353.t1	sp|P06795|MDR1B_MOUSE	67.429	175	181	1276	97	3.2399999999999997e-74	249.0	sp|P06795|MDR1B_MOUSE ATP-dependent translocase ABCB1 OS=Mus musculus OX=10090 GN=Abcb1b PE=1 SV=1
g20353.t1	sp|P06795|MDR1B_MOUSE	57.386	176	181	1276	97	9.830000000000001e-58	202.0	sp|P06795|MDR1B_MOUSE ATP-dependent translocase ABCB1 OS=Mus musculus OX=10090 GN=Abcb1b PE=1 SV=1
g20353.t1	sp|P21440|MDR3_MOUSE	66.857	175	181	1276	97	1.32e-72	244.0	sp|P21440|MDR3_MOUSE Phosphatidylcholine translocator ABCB4 OS=Mus musculus OX=10090 GN=Abcb4 PE=1 SV=2
g20353.t1	sp|P21440|MDR3_MOUSE	57.386	176	181	1276	97	1.01e-57	202.0	sp|P21440|MDR3_MOUSE Phosphatidylcholine translocator ABCB4 OS=Mus musculus OX=10090 GN=Abcb4 PE=1 SV=2
g20353.t1	sp|P21439|MDR3_HUMAN	67.429	175	181	1286	97	1.4200000000000002e-72	244.0	sp|P21439|MDR3_HUMAN Phosphatidylcholine translocator ABCB4 OS=Homo sapiens OX=9606 GN=ABCB4 PE=1 SV=2
g20353.t1	sp|P21439|MDR3_HUMAN	56.571	175	181	1286	97	2.6e-57	201.0	sp|P21439|MDR3_HUMAN Phosphatidylcholine translocator ABCB4 OS=Homo sapiens OX=9606 GN=ABCB4 PE=1 SV=2
g20353.t1	sp|P21449|MDR2_CRIGR	65.537	177	181	1276	98	2.5000000000000003e-72	243.0	sp|P21449|MDR2_CRIGR Multidrug resistance protein 2 OS=Cricetulus griseus OX=10029 GN=PGY2 PE=2 SV=2
g20353.t1	sp|P21449|MDR2_CRIGR	57.955	176	181	1276	98	1.72e-58	204.0	sp|P21449|MDR2_CRIGR Multidrug resistance protein 2 OS=Cricetulus griseus OX=10029 GN=PGY2 PE=2 SV=2
g20353.t1	sp|P08183|MDR1_HUMAN	66.857	175	181	1280	97	2.9500000000000003e-72	243.0	sp|P08183|MDR1_HUMAN ATP-dependent translocase ABCB1 OS=Homo sapiens OX=9606 GN=ABCB1 PE=1 SV=3
g20353.t1	sp|P08183|MDR1_HUMAN	56.25	176	181	1280	97	2.2e-56	198.0	sp|P08183|MDR1_HUMAN ATP-dependent translocase ABCB1 OS=Homo sapiens OX=9606 GN=ABCB1 PE=1 SV=3
g20355.t1	sp|Q9EPL8|IPO7_MOUSE	50.19	1054	1048	1038	100	0.0	1077.0	sp|Q9EPL8|IPO7_MOUSE Importin-7 OS=Mus musculus OX=10090 GN=Ipo7 PE=1 SV=2
g20355.t1	sp|O95373|IPO7_HUMAN	50.38	1054	1048	1038	100	0.0	1077.0	sp|O95373|IPO7_HUMAN Importin-7 OS=Homo sapiens OX=9606 GN=IPO7 PE=1 SV=1
g20355.t1	sp|O15397|IPO8_HUMAN	46.724	1053	1048	1037	100	0.0	988.0	sp|O15397|IPO8_HUMAN Importin-8 OS=Homo sapiens OX=9606 GN=IPO8 PE=1 SV=2
g20355.t1	sp|Q7TMY7|IPO8_MOUSE	47.456	1022	1048	1010	97	0.0	974.0	sp|Q7TMY7|IPO8_MOUSE Importin-8 OS=Mus musculus OX=10090 GN=Ipo8 PE=1 SV=3
g20355.t1	sp|A5WW24|IPO8_DANRE	46.036	1047	1048	1024	97	0.0	922.0	sp|A5WW24|IPO8_DANRE Importin-8 OS=Danio rerio OX=7955 GN=ipo8 PE=3 SV=1
g20356.t1	sp|Q9VVX5|MBOA5_DROME	46.383	235	270	497	87	1.12e-64	216.0	sp|Q9VVX5|MBOA5_DROME Lysophospholipid acyltransferase 5 OS=Drosophila melanogaster OX=7227 GN=nes PE=1 SV=1
g20356.t1	sp|Q5FVN0|MBOA5_RAT	40.476	252	270	487	91	1.9e-50	179.0	sp|Q5FVN0|MBOA5_RAT Lysophospholipid acyltransferase 5 OS=Rattus norvegicus OX=10116 GN=Lpcat3 PE=2 SV=1
g20356.t1	sp|Q91V01|MBOA5_MOUSE	38.8	250	270	487	91	2.21e-50	179.0	sp|Q91V01|MBOA5_MOUSE Lysophospholipid acyltransferase 5 OS=Mus musculus OX=10090 GN=Lpcat3 PE=1 SV=1
g20356.t1	sp|Q6P1A2|MBOA5_HUMAN	38.783	263	270	487	96	4.7100000000000005e-50	178.0	sp|Q6P1A2|MBOA5_HUMAN Lysophospholipid acyltransferase 5 OS=Homo sapiens OX=9606 GN=LPCAT3 PE=1 SV=1
g20356.t1	sp|Q3SZL3|MBOA5_BOVIN	38.559	236	270	485	87	2.51e-47	171.0	sp|Q3SZL3|MBOA5_BOVIN Lysophospholipid acyltransferase 5 OS=Bos taurus OX=9913 GN=LPCAT3 PE=2 SV=1
g20361.t1	sp|A0AB32U2W5|FR1L6_DANRE	42.468	551	650	1821	83	2.6799999999999997e-137	448.0	sp|A0AB32U2W5|FR1L6_DANRE Fer-1-like protein 6 OS=Danio rerio OX=7955 GN=fer1l6 PE=2 SV=1
g20361.t1	sp|E0CZ42|FR1L6_MOUSE	41.547	556	650	1862	84	3.57e-137	448.0	sp|E0CZ42|FR1L6_MOUSE Fer-1-like protein 6 OS=Mus musculus OX=10090 GN=Fer1l6 PE=1 SV=1
g20361.t1	sp|Q9ERC5|OTOF_RAT	40.684	585	650	1993	88	2.63e-135	444.0	sp|Q9ERC5|OTOF_RAT Otoferlin OS=Rattus norvegicus OX=10116 GN=Otof PE=1 SV=2
g20361.t1	sp|Q5SPC5|OTOF_DANRE	40.531	565	650	1992	85	2.28e-134	441.0	sp|Q5SPC5|OTOF_DANRE Otoferlin OS=Danio rerio OX=7955 GN=otofa PE=3 SV=1
g20361.t1	sp|Q9ESF1|OTOF_MOUSE	41.187	573	650	1997	86	4.58e-134	440.0	sp|Q9ESF1|OTOF_MOUSE Otoferlin OS=Mus musculus OX=10090 GN=Otof PE=1 SV=1
g20366.t1	sp|Q9I7F7|ACKL_DROME	55.97	402	923	1337	71	7.22e-141	459.0	sp|Q9I7F7|ACKL_DROME Activated Cdc42 kinase-like OS=Drosophila melanogaster OX=7227 GN=Ack-like PE=1 SV=3
g20366.t1	sp|Q9I7F7|ACKL_DROME	54.93	71	923	1337	71	2.01e-15	89.7	sp|Q9I7F7|ACKL_DROME Activated Cdc42 kinase-like OS=Drosophila melanogaster OX=7227 GN=Ack-like PE=1 SV=3
g20367.t1	sp|Q09575|YRD6_CAEEL	33.679	386	473	1268	79	2.19e-58	215.0	sp|Q09575|YRD6_CAEEL Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans OX=6239 GN=K02A2.6 PE=4 SV=1
g20379.t1	sp|Q9NGC3|CEG1A_DROME	50.955	838	915	995	84	0.0	724.0	sp|Q9NGC3|CEG1A_DROME Centaurin-gamma-1A OS=Drosophila melanogaster OX=7227 GN=CenG1A PE=2 SV=2
g20379.t1	sp|Q8BXK8|AGAP1_MOUSE	44.1	839	915	857	84	0.0	613.0	sp|Q8BXK8|AGAP1_MOUSE Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1 OS=Mus musculus OX=10090 GN=Agap1 PE=1 SV=1
g20379.t1	sp|Q6NRL1|AGAP1_XENLA	44.444	837	915	864	84	0.0	610.0	sp|Q6NRL1|AGAP1_XENLA Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1 OS=Xenopus laevis OX=8355 GN=agap1 PE=2 SV=1
g20379.t1	sp|Q9UPQ3|AGAP1_HUMAN	44.139	836	915	857	84	0.0	610.0	sp|Q9UPQ3|AGAP1_HUMAN Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=AGAP1 PE=1 SV=4
g20379.t1	sp|Q96P47|AGAP3_HUMAN	43.294	850	915	875	86	0.0	607.0	sp|Q96P47|AGAP3_HUMAN Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3 OS=Homo sapiens OX=9606 GN=AGAP3 PE=1 SV=2
g20387.t1	tr|A0A084R0H0|A0A084R0H0_STAC4	41.818	110	131	850	82	9.52e-13	71.2	tr|A0A084R0H0|A0A084R0H0_STAC4 Uncharacterized protein OS=Stachybotrys chlorohalonatus (strain IBT 40285) OX=1283841 GN=S40285_08111 PE=4 SV=1
g20387.t1	tr|A0A084AP85|A0A084AP85_STACB	41.739	115	131	863	86	3.14e-12	69.7	tr|A0A084AP85|A0A084AP85_STACB Uncharacterized protein OS=Stachybotrys chartarum (strain CBS 109288 / IBT 7711) OX=1280523 GN=S7711_09530 PE=4 SV=1
g20387.t1	tr|A0A084AP85|A0A084AP85_STACB	46.25	80	131	863	86	1.56e-06	53.1	tr|A0A084AP85|A0A084AP85_STACB Uncharacterized protein OS=Stachybotrys chartarum (strain CBS 109288 / IBT 7711) OX=1280523 GN=S7711_09530 PE=4 SV=1
g20387.t1	tr|A0A2N1J8P6|A0A2N1J8P6_9BASI	37.113	97	131	2448	75	4.86e-11	66.2	tr|A0A2N1J8P6|A0A2N1J8P6_9BASI Uncharacterized protein OS=Malassezia vespertilionis OX=2020962 GN=MVES_003311 PE=4 SV=1
g20387.t1	tr|A0A2N1J8P6|A0A2N1J8P6_9BASI	39.08	87	131	2448	75	1.02e-10	65.5	tr|A0A2N1J8P6|A0A2N1J8P6_9BASI Uncharacterized protein OS=Malassezia vespertilionis OX=2020962 GN=MVES_003311 PE=4 SV=1
g20387.t1	tr|A0A2N1J8P6|A0A2N1J8P6_9BASI	38.372	86	131	2448	75	9.13e-10	62.8	tr|A0A2N1J8P6|A0A2N1J8P6_9BASI Uncharacterized protein OS=Malassezia vespertilionis OX=2020962 GN=MVES_003311 PE=4 SV=1
g20387.t1	tr|A0A2N1J8P6|A0A2N1J8P6_9BASI	37.079	89	131	2448	75	4.25e-09	60.8	tr|A0A2N1J8P6|A0A2N1J8P6_9BASI Uncharacterized protein OS=Malassezia vespertilionis OX=2020962 GN=MVES_003311 PE=4 SV=1
g20387.t1	tr|A0AAD6HIP0|A0AAD6HIP0_9EURO	52.055	73	131	377	71	1.03e-10	65.1	tr|A0AAD6HIP0|A0AAD6HIP0_9EURO Uncharacterized protein OS=Penicillium malachiteum OX=1324776 GN=N7493_007920 PE=4 SV=1
g20387.t1	tr|A0AAD6HIP0|A0AAD6HIP0_9EURO	52.113	71	131	377	71	5.9e-10	62.8	tr|A0AAD6HIP0|A0AAD6HIP0_9EURO Uncharacterized protein OS=Penicillium malachiteum OX=1324776 GN=N7493_007920 PE=4 SV=1
g20387.t1	tr|A0AAD6HIP0|A0AAD6HIP0_9EURO	45.349	86	131	377	71	7.93e-06	51.2	tr|A0AAD6HIP0|A0AAD6HIP0_9EURO Uncharacterized protein OS=Penicillium malachiteum OX=1324776 GN=N7493_007920 PE=4 SV=1
