qseqid	sseqid	pident	length	qlen	slen	qcov	evalue	bitscore	stitle
g13260.t1	tr|Q308S4|Q308S4_BOMMO	63.235	68	68	65	100.0	4.03e-21	87.0	tr|Q308S4|Q308S4_BOMMO Cecropin E OS=Bombyx mori OX=7091 PE=2 SV=1
g13260.t1	tr|A0A8R1TAP0|A0A8R1TAP0_BOMMO	63.235	68	68	65	100.0	4.03e-21	87.0	tr|A0A8R1TAP0|A0A8R1TAP0_BOMMO Uncharacterized protein OS=Bombyx mori OX=7091 PE=4 SV=1
g13260.t1	tr|A0A6J2KPT8|A0A6J2KPT8_BOMMA	63.235	68	68	65	100.0	4.03e-21	87.0	tr|A0A6J2KPT8|A0A6J2KPT8_BOMMA Cecropin OS=Bombyx mandarina OX=7092 GN=LOC114253023 PE=3 SV=1
g13260.t1	tr|A0ACC1CH43|A0ACC1CH43_9NEOP	64.615	65	68	63	96.0	2.67e-20	84.7	tr|A0ACC1CH43|A0ACC1CH43_9NEOP Uncharacterized protein OS=Dendrolimus kikuchii OX=765133 GN=K1T71_013667 PE=3 SV=1
g13260.t1	tr|A0A212EJN7|A0A212EJN7_DANPL	67.647	68	68	64	100.0	3.23e-20	84.7	tr|A0A212EJN7|A0A212EJN7_DANPL Cecropin A OS=Danaus plexippus plexippus OX=278856 GN=KGM_210268 PE=3 SV=1
g13260.t1	tr|A0A8S4RTN5|A0A8S4RTN5_9NEOP	63.235	68	68	68	100.0	5.44e-20	84.3	tr|A0A8S4RTN5|A0A8S4RTN5_9NEOP Jg11580 protein OS=Pararge aegeria aegeria OX=348720 GN=jg11580 PE=3 SV=1
g13260.t1	tr|A0ABM3M128|A0ABM3M128_BICAN	63.235	68	68	64	100.0	7.53e-20	83.6	tr|A0ABM3M128|A0ABM3M128_BICAN Cecropin OS=Bicyclus anynana OX=110368 GN=LOC128199465 PE=3 SV=1
g13260.t1	tr|A0ABM3MZL0|A0ABM3MZL0_GALME	63.768	69	68	97	100.0	3.14e-19	83.2	tr|A0ABM3MZL0|A0ABM3MZL0_GALME Cecropin-A-like OS=Galleria mellonella OX=7137 GN=LOC128202023 PE=3 SV=1
g13260.t1	sp|P01507|CECA_HYACE	62.319	69	68	64	100.0	5.37e-19	81.6	sp|P01507|CECA_HYACE Cecropin-A OS=Hyalophora cecropia OX=7123 PE=1 SV=1
g13260.t1	tr|E5D611|E5D611_HELAM	62.903	62	68	62	91.0	7.09e-19	81.3	tr|E5D611|E5D611_HELAM Cecropin 1 OS=Helicoverpa armigera OX=29058 GN=Cec-1 PE=2 SV=1
g13261.t1	tr|A0A4C1YXD2|A0A4C1YXD2_EUMVA	79.365	63	66	136	95.0	2.67e-29	109.0	tr|A0A4C1YXD2|A0A4C1YXD2_EUMVA Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_48938_1 PE=4 SV=1
g13261.t1	tr|A0ACC1D2K6|A0ACC1D2K6_9NEOP	59.375	64	66	1733	97.0	1.7e-18	87.4	tr|A0ACC1D2K6|A0ACC1D2K6_9NEOP Cadherin domain-containing protein OS=Dendrolimus kikuchii OX=765133 GN=K1T71_006495 PE=4 SV=1
g13261.t1	tr|Q9XY09|Q9XY09_BOMMO	57.812	64	66	1715	97.0	4.4e-17	83.2	tr|Q9XY09|Q9XY09_BOMMO BtR175 OS=Bombyx mori OX=7091 GN=btr175 PE=2 SV=1
g13261.t1	tr|A0A8R1TAU2|A0A8R1TAU2_BOMMO	57.812	64	66	1715	97.0	4.4e-17	83.2	tr|A0A8R1TAU2|A0A8R1TAU2_BOMMO Uncharacterized protein OS=Bombyx mori OX=7091 GN=751082 PE=4 SV=1
g13261.t1	tr|Q9NDN5|Q9NDN5_BOMMO	57.812	64	66	1716	97.0	4.49e-17	83.2	tr|Q9NDN5|Q9NDN5_BOMMO Cadherin-like membrane protein (Fragment) OS=Bombyx mori OX=7091 GN=btr175a PE=2 SV=1
g13261.t1	tr|Q9NDN3|Q9NDN3_BOMMO	57.812	64	66	1716	97.0	4.49e-17	83.2	tr|Q9NDN3|Q9NDN3_BOMMO Cadherin-like membrane protein (Fragment) OS=Bombyx mori OX=7091 GN=btr175c PE=2 SV=1
g13261.t1	tr|A0AAU9TJZ3|A0AAU9TJZ3_EUPED	62.5	64	66	1724	97.0	6.44e-17	82.8	tr|A0AAU9TJZ3|A0AAU9TJZ3_EUPED Cadherin domain-containing protein OS=Euphydryas editha OX=104508 GN=EEDITHA_LOCUS2274 PE=4 SV=1
g13261.t1	tr|A0AAV1J414|A0AAV1J414_9NEOP	57.812	64	66	1745	97.0	9.15e-17	82.4	tr|A0AAV1J414|A0AAV1J414_9NEOP Cadherin domain-containing protein OS=Leptosia nina OX=320188 GN=LNINA_LOCUS3607 PE=4 SV=1
g13261.t1	tr|A0A9N9R0J4|A0A9N9R0J4_9NEOP	58.73	63	66	1690	95.0	1.29e-16	82.0	tr|A0A9N9R0J4|A0A9N9R0J4_9NEOP Cadherin domain-containing protein OS=Diatraea saccharalis OX=40085 GN=DIATSA_LOCUS5314 PE=4 SV=1
g13261.t1	tr|A0A9N9R1A3|A0A9N9R1A3_9NEOP	58.73	63	66	1483	95.0	1.34e-16	82.0	tr|A0A9N9R1A3|A0A9N9R1A3_9NEOP Cadherin domain-containing protein OS=Diatraea saccharalis OX=40085 GN=DIATSA_LOCUS5314 PE=4 SV=1
g13263.t1	tr|A0ABN8HWE7|A0ABN8HWE7_9NEOP	59.114	1377	1425	1721	96.0	0.0	1618.0	tr|A0ABN8HWE7|A0ABN8HWE7_9NEOP Cadherin domain-containing protein (Fragment) OS=Iphiclides podalirius OX=110791 GN=IPOD504_LOCUS2358 PE=4 SV=1
g13263.t1	tr|Q9XY09|Q9XY09_BOMMO	57.906	1385	1425	1715	96.0	0.0	1578.0	tr|Q9XY09|Q9XY09_BOMMO BtR175 OS=Bombyx mori OX=7091 GN=btr175 PE=2 SV=1
g13263.t1	tr|A0A8R1TAU2|A0A8R1TAU2_BOMMO	57.906	1385	1425	1715	96.0	0.0	1578.0	tr|A0A8R1TAU2|A0A8R1TAU2_BOMMO Uncharacterized protein OS=Bombyx mori OX=7091 GN=751082 PE=4 SV=1
g13263.t1	tr|A0A6J2J9U2|A0A6J2J9U2_BOMMA	57.906	1385	1425	1715	96.0	0.0	1578.0	tr|A0A6J2J9U2|A0A6J2J9U2_BOMMA Cadherin-23-like OS=Bombyx mandarina OX=7092 GN=LOC114239998 PE=4 SV=1
g13263.t1	tr|Q9NDN5|Q9NDN5_BOMMO	57.834	1385	1425	1716	96.0	0.0	1574.0	tr|Q9NDN5|Q9NDN5_BOMMO Cadherin-like membrane protein (Fragment) OS=Bombyx mori OX=7091 GN=btr175a PE=2 SV=1
g13263.t1	tr|Q9NDN4|Q9NDN4_BOMMO	57.762	1385	1425	1716	96.0	0.0	1574.0	tr|Q9NDN4|Q9NDN4_BOMMO Cadherin-like membrane protein (Fragment) OS=Bombyx mori OX=7091 GN=btr175b PE=2 SV=1
g13263.t1	tr|Q9NDN3|Q9NDN3_BOMMO	57.762	1385	1425	1716	96.0	0.0	1574.0	tr|Q9NDN3|Q9NDN3_BOMMO Cadherin-like membrane protein (Fragment) OS=Bombyx mori OX=7091 GN=btr175c PE=2 SV=1
g13263.t1	tr|A0AAV1K9M6|A0AAV1K9M6_9NEOP	58.23	1367	1425	1717	95.0	0.0	1558.0	tr|A0AAV1K9M6|A0AAV1K9M6_9NEOP Cadherin domain-containing protein OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS1029 PE=4 SV=1
g13263.t1	tr|A0A194Q387|A0A194Q387_PAPXU	57.595	1389	1425	1850	96.0	0.0	1552.0	tr|A0A194Q387|A0A194Q387_PAPXU AP-1 complex subunit sigma-2 OS=Papilio xuthus OX=66420 GN=RR46_03834 PE=3 SV=1
g13263.t1	tr|Q8MZK3|Q8MZK3_MANSE	57.462	1387	1425	1717	96.0	0.0	1543.0	tr|Q8MZK3|Q8MZK3_MANSE Cadherin OS=Manduca sexta OX=7130 PE=1 SV=1
g13265.t1	tr|A0A9P0DLQ4|A0A9P0DLQ4_PHACE	37.809	849	1011	1116	83.0	0.0	615.0	tr|A0A9P0DLQ4|A0A9P0DLQ4_PHACE SCAN domain-containing protein OS=Phaedon cochleariae OX=80249 GN=PHAECO_LOCUS5586 PE=4 SV=1
g13265.t1	tr|E2AZH9|E2AZH9_CAMFO	34.845	772	1011	847	75.0	1.74e-151	480.0	tr|E2AZH9|E2AZH9_CAMFO 120.7 kDa protein in NOF-FB transposable element (Fragment) OS=Camponotus floridanus OX=104421 GN=EAG_09320 PE=4 SV=1
g13265.t1	tr|A0A5N4B7B2|A0A5N4B7B2_PHOPY	31.1	836	1011	1107	82.0	2.35e-123	413.0	tr|A0A5N4B7B2|A0A5N4B7B2_PHOPY SCAN domain-containing protein OS=Photinus pyralis OX=7054 GN=PPYR_02403 PE=4 SV=1
g13265.t1	tr|A0AAV1LF22|A0AAV1LF22_9NEOP	33.723	599	1011	1098	82.0	1.1e-90	323.0	tr|A0AAV1LF22|A0AAV1LF22_9NEOP SCAN domain-containing protein OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS13784 PE=4 SV=1
g13267.t1	tr|A0A4C2AFB5|A0A4C2AFB5_EUMVA	94.643	168	169	865	99.0	1.31e-107	335.0	tr|A0A4C2AFB5|A0A4C2AFB5_EUMVA Ribosomal protein S6 kinase-like 1 OS=Eumeta variegata OX=151549 GN=RPS6KL1 PE=4 SV=1
g13267.t1	tr|A0A835GHG1|A0A835GHG1_SPOEX	74.545	165	169	357	98.0	5.46e-83	258.0	tr|A0A835GHG1|A0A835GHG1_SPOEX PX domain-containing protein OS=Spodoptera exigua OX=7107 GN=HW555_006693 PE=4 SV=1
g13267.t1	tr|A0AAU9UE43|A0AAU9UE43_EUPED	80.982	163	169	902	96.0	5.1699999999999995e-81	266.0	tr|A0AAU9UE43|A0AAU9UE43_EUPED Ribosomal protein S6 kinase delta-1 OS=Euphydryas editha OX=104508 GN=EEDITHA_LOCUS13202 PE=4 SV=1
g13267.t1	tr|A0AAU9UJA3|A0AAU9UJA3_EUPED	80.982	163	169	941	96.0	9.500000000000001e-81	266.0	tr|A0AAU9UJA3|A0AAU9UJA3_EUPED Ribosomal protein S6 kinase delta-1 OS=Euphydryas editha OX=104508 GN=EEDITHA_LOCUS13202 PE=4 SV=1
g13267.t1	tr|A0A8J9UJJ7|A0A8J9UJJ7_9NEOP	76.647	167	169	898	99.0	1.6900000000000002e-79	262.0	tr|A0A8J9UJJ7|A0A8J9UJJ7_9NEOP Ribosomal protein S6 kinase delta-1 (Fragment) OS=Brenthis ino OX=405034 GN=BINO364_LOCUS1814 PE=4 SV=1
g13267.t1	tr|A0ABM4ATN1|A0ABM4ATN1_VANTA	74.251	167	169	733	99.0	1.94e-79	259.0	tr|A0ABM4ATN1|A0ABM4ATN1_VANTA Ribosomal protein S6 kinase delta-1 OS=Vanessa tameamea OX=334116 GN=LOC113397682 PE=4 SV=1
g13267.t1	tr|A0A9J7J4G5|A0A9J7J4G5_SPOLT	75.472	159	169	371	94.0	2.96e-79	248.0	tr|A0A9J7J4G5|A0A9J7J4G5_SPOLT Uncharacterized protein LOC111364696 OS=Spodoptera litura OX=69820 GN=LOC111364696 PE=4 SV=1
g13267.t1	tr|A0ACF8LMS0|A0ACF8LMS0_9NEOP	73.529	170	169	827	99.0	3.15e-78	257.0	tr|A0ACF8LMS0|A0ACF8LMS0_9NEOP Uncharacterized protein OS=Scirpophaga incertulas OX=72366 GN=ACJJTC_004285 PE=4 SV=1
g13267.t1	tr|A0A212FLB6|A0A212FLB6_DANPL	75.46	163	169	734	96.0	8.85e-78	254.0	tr|A0A212FLB6|A0A212FLB6_DANPL Ribosomal protein S6 kinase delta-1 OS=Danaus plexippus plexippus OX=278856 GN=KGM_206515 PE=4 SV=1
g13267.t1	tr|A0ACC2Q6A0|A0ACC2Q6A0_9NEOP	75.152	165	169	813	98.0	1.2e-77	256.0	tr|A0ACC2Q6A0|A0ACC2Q6A0_9NEOP Uncharacterized protein OS=Mythimna loreyi OX=667449 GN=PYW08_009978 PE=4 SV=1
g13268.t1	tr|A0A4C2ADV8|A0A4C2ADV8_EUMVA	83.14	172	180	176	92.0	5.88e-92	274.0	tr|A0A4C2ADV8|A0A4C2ADV8_EUMVA LHFPL tetraspan subfamily member 3 protein OS=Eumeta variegata OX=151549 GN=lhfpl3 PE=4 SV=1
g13268.t1	tr|A0A194Q0S4|A0A194Q0S4_PAPXU	86.301	146	180	617	81.0	1.73e-88	280.0	tr|A0A194Q0S4|A0A194Q0S4_PAPXU Tektin-4 OS=Papilio xuthus OX=66420 GN=RR46_04567 PE=3 SV=1
g13268.t1	tr|A0A8J9Y5Z9|A0A8J9Y5Z9_9NEOP	90.511	137	180	141	76.0	4.39e-87	261.0	tr|A0A8J9Y5Z9|A0A8J9Y5Z9_9NEOP Uncharacterized protein (Fragment) OS=Brenthis ino OX=405034 GN=BINO364_LOCUS1813 PE=4 SV=1
g13268.t1	tr|A0A0N1IQ59|A0A0N1IQ59_PAPMA	91.852	135	180	636	75.0	5.21e-87	276.0	tr|A0A0N1IQ59|A0A0N1IQ59_PAPMA Tektin-4 OS=Papilio machaon OX=76193 GN=RR48_02853 PE=3 SV=1
g13268.t1	tr|A0A8S0Z6Y9|A0A8S0Z6Y9_ARCPL	89.13	138	180	138	77.0	7.17e-87	260.0	tr|A0A8S0Z6Y9|A0A8S0Z6Y9_ARCPL Uncharacterized protein OS=Arctia plantaginis OX=874455 GN=APLA_LOCUS7150 PE=4 SV=1
g13268.t1	tr|A0A212FLC4|A0A212FLC4_DANPL	91.791	134	180	614	74.0	7.26e-87	276.0	tr|A0A212FLC4|A0A212FLC4_DANPL Testis specific tektin OS=Danaus plexippus plexippus OX=278856 GN=KGM_206517 PE=3 SV=1
g13268.t1	tr|A0A8J2QRF8|A0A8J2QRF8_9NEOP	91.791	134	180	627	74.0	1.68e-86	275.0	tr|A0A8J2QRF8|A0A8J2QRF8_9NEOP (African queen) hypothetical protein OS=Danaus chrysippus OX=151541 GN=DCHRY22_LOCUS8591 PE=3 SV=1
g13268.t1	tr|A0AAU9UIY7|A0AAU9UIY7_EUPED	89.781	137	180	144	76.0	3.24e-86	259.0	tr|A0AAU9UIY7|A0AAU9UIY7_EUPED Uncharacterized protein OS=Euphydryas editha OX=104508 GN=EEDITHA_LOCUS13201 PE=4 SV=1
g13268.t1	tr|A0ACF8LM31|A0ACF8LM31_9NEOP	91.791	134	180	280	74.0	1.46e-85	262.0	tr|A0ACF8LM31|A0ACF8LM31_9NEOP Uncharacterized protein OS=Scirpophaga incertulas OX=72366 GN=ACJJTC_004192 PE=4 SV=1
g13268.t1	tr|A0A8B8I6Y5|A0A8B8I6Y5_VANTA	91.791	134	180	276	74.0	2e-85	261.0	tr|A0A8B8I6Y5|A0A8B8I6Y5_VANTA LHFPL tetraspan subfamily member 3 protein OS=Vanessa tameamea OX=334116 GN=Tmhs PE=4 SV=2
g13269.t1	tr|A0AAU9UEN1|A0AAU9UEN1_EUPED	55.711	499	485	499	100.0	0.0	562.0	tr|A0AAU9UEN1|A0AAU9UEN1_EUPED Tektin OS=Euphydryas editha OX=104508 GN=EEDITHA_LOCUS13200 PE=3 SV=1
g13269.t1	tr|A0A922CT22|A0A922CT22_MANSE	55.847	496	485	504	99.0	0.0	558.0	tr|A0A922CT22|A0A922CT22_MANSE Tektin OS=Manduca sexta OX=7130 GN=O3G_MSEX010850 PE=3 SV=1
g13269.t1	tr|A0A6J1WF93|A0A6J1WF93_GALME	55.221	498	485	501	100.0	0.0	556.0	tr|A0A6J1WF93|A0A6J1WF93_GALME Tektin OS=Galleria mellonella OX=7137 GN=LOC113512742 PE=3 SV=2
g13269.t1	tr|A0A8S3X3J3|A0A8S3X3J3_PARAO	55.422	498	485	503	99.0	0.0	556.0	tr|A0A8S3X3J3|A0A8S3X3J3_PARAO Tektin OS=Parnassius apollo OX=110799 GN=PAPOLLO_LOCUS12844 PE=3 SV=1
g13269.t1	tr|A0A8B8I4H5|A0A8B8I4H5_VANTA	55.221	498	485	498	100.0	0.0	556.0	tr|A0A8B8I4H5|A0A8B8I4H5_VANTA Tektin OS=Vanessa tameamea OX=334116 GN=LOC113397684 PE=3 SV=2
g13269.t1	tr|A0ABN8IIX3|A0ABN8IIX3_9NEOP	55.242	496	485	499	100.0	0.0	553.0	tr|A0ABN8IIX3|A0ABN8IIX3_9NEOP Tektin (Fragment) OS=Iphiclides podalirius OX=110791 GN=IPOD504_LOCUS10593 PE=3 SV=1
g13269.t1	tr|A0AAV1L772|A0AAV1L772_9NEOP	55.02	498	485	503	99.0	0.0	552.0	tr|A0AAV1L772|A0AAV1L772_9NEOP Tektin OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS10306 PE=3 SV=1
g13269.t1	tr|A0ABN8B9V5|A0ABN8B9V5_CHISP	53.693	501	485	501	100.0	0.0	547.0	tr|A0ABN8B9V5|A0ABN8B9V5_CHISP Tektin OS=Chilo suppressalis OX=168631 GN=CHILSU_LOCUS6722 PE=3 SV=1
g13269.t1	tr|A0A0L7LJZ3|A0A0L7LJZ3_OPEBR	54.713	488	485	501	98.0	0.0	544.0	tr|A0A0L7LJZ3|A0A0L7LJZ3_OPEBR Tektin OS=Operophtera brumata OX=104452 GN=OBRU01_06911 PE=3 SV=1
g13269.t1	tr|A0A8J9Y671|A0A8J9Y671_9NEOP	54.582	491	485	492	98.0	0.0	543.0	tr|A0A8J9Y671|A0A8J9Y671_9NEOP Tektin (Fragment) OS=Brenthis ino OX=405034 GN=BINO364_LOCUS1812 PE=3 SV=1
g13270.t1	tr|A0A922CUA5|A0A922CUA5_MANSE	55.666	503	502	509	99.0	0.0	580.0	tr|A0A922CUA5|A0A922CUA5_MANSE Tektin OS=Manduca sexta OX=7130 GN=O3G_MSEX010846 PE=3 SV=1
g13270.t1	tr|A0A6J2KEI0|A0A6J2KEI0_BOMMA	55.11	499	502	508	99.0	0.0	563.0	tr|A0A6J2KEI0|A0A6J2KEI0_BOMMA Tektin OS=Bombyx mandarina OX=7092 GN=LOC114249830 PE=3 SV=1
g13270.t1	tr|Q9BLD7|Q9BLD7_BOMMO	54.91	499	502	508	99.0	0.0	560.0	tr|Q9BLD7|Q9BLD7_BOMMO Tektin OS=Bombyx mori OX=7091 GN=BmTST PE=2 SV=1
g13270.t1	tr|A0A8R1XED2|A0A8R1XED2_BOMMO	54.91	499	502	508	99.0	0.0	560.0	tr|A0A8R1XED2|A0A8R1XED2_BOMMO Uncharacterized protein OS=Bombyx mori OX=7091 GN=692417 PE=4 SV=1
g13270.t1	tr|A0A8S4RMF2|A0A8S4RMF2_9NEOP	53.629	496	502	507	98.0	0.0	558.0	tr|A0A8S4RMF2|A0A8S4RMF2_9NEOP Tektin OS=Pararge aegeria aegeria OX=348720 GN=jg7836 PE=3 SV=1
g13270.t1	tr|A0AAV1JIH4|A0AAV1JIH4_9NEOP	53.479	503	502	504	99.0	0.0	553.0	tr|A0AAV1JIH4|A0AAV1JIH4_9NEOP Tektin OS=Leptosia nina OX=320188 GN=LNINA_LOCUS7293 PE=3 SV=1
g13270.t1	tr|A0ABM4ATV5|A0ABM4ATV5_VANTA	52.906	499	502	507	99.0	0.0	547.0	tr|A0ABM4ATV5|A0ABM4ATV5_VANTA Tektin OS=Vanessa tameamea OX=334116 GN=LOC135193976 PE=3 SV=1
g13270.t1	tr|A0AAU9UJY5|A0AAU9UJY5_EUPED	52.505	499	502	507	99.0	0.0	546.0	tr|A0AAU9UJY5|A0AAU9UJY5_EUPED Tektin OS=Euphydryas editha OX=104508 GN=EEDITHA_LOCUS13199 PE=3 SV=1
g13270.t1	tr|A0A212FLB2|A0A212FLB2_DANPL	53.307	499	502	506	99.0	0.0	545.0	tr|A0A212FLB2|A0A212FLB2_DANPL Tektin OS=Danaus plexippus plexippus OX=278856 GN=KGM_206518 PE=3 SV=1
g13270.t1	tr|A0A835GG51|A0A835GG51_SPOEX	54.309	499	502	511	99.0	0.0	544.0	tr|A0A835GG51|A0A835GG51_SPOEX Tektin OS=Spodoptera exigua OX=7107 GN=HW555_006690 PE=3 SV=1
g13271.t1	tr|A0ABD0SAH6|A0ABD0SAH6_LOXSC	85.811	148	151	280	98.0	1.08e-91	276.0	tr|A0ABD0SAH6|A0ABD0SAH6_LOXSC Lipoma HMGIC fusion partner-like 3 protein OS=Loxostege sticticalis OX=481309 GN=ABMA27_010001 PE=4 SV=1
g13271.t1	tr|A0A9N9R9T4|A0A9N9R9T4_9NEOP	84.459	148	151	280	98.0	5.17e-90	272.0	tr|A0A9N9R9T4|A0A9N9R9T4_9NEOP LHFPL tetraspan subfamily member 3 protein OS=Diatraea saccharalis OX=40085 GN=DIATSA_LOCUS10056 PE=4 SV=1
g13271.t1	tr|A0ABN8L9Q8|A0ABN8L9Q8_CHISP	84.459	148	151	280	98.0	5.17e-90	272.0	tr|A0ABN8L9Q8|A0ABN8L9Q8_CHISP LHFPL tetraspan subfamily member 3 protein OS=Chilo suppressalis OX=168631 GN=CHILSU_LOCUS6720 PE=4 SV=1
g13271.t1	tr|A0A9P0I9K7|A0A9P0I9K7_SPOLI	83.784	148	151	149	98.0	6.5599999999999995e-90	267.0	tr|A0A9P0I9K7|A0A9P0I9K7_SPOLI Uncharacterized protein OS=Spodoptera littoralis OX=7109 GN=SPLIT_LOCUS7221 PE=4 SV=1
g13271.t1	tr|A0A6J1NTI6|A0A6J1NTI6_BICAN	84.459	148	151	280	98.0	3.6199999999999994e-89	270.0	tr|A0A6J1NTI6|A0A6J1NTI6_BICAN LHFPL tetraspan subfamily member 3 protein OS=Bicyclus anynana OX=110368 GN=LOC112051992 PE=4 SV=1
g13271.t1	tr|A0A9J7EXA9|A0A9J7EXA9_SPOLT	83.784	148	151	280	98.0	7.78e-89	269.0	tr|A0A9J7EXA9|A0A9J7EXA9_SPOLT LHFPL tetraspan subfamily member 3 protein OS=Spodoptera litura OX=69820 GN=LOC111364663 PE=4 SV=1
g13271.t1	tr|A0A481WCV4|A0A481WCV4_SPOLT	83.784	148	151	280	98.0	7.78e-89	269.0	tr|A0A481WCV4|A0A481WCV4_SPOLT Lipoma HMGIC fusion partner-like 4 protein OS=Spodoptera litura OX=69820 PE=2 SV=1
g13271.t1	tr|A0A9R0ER88|A0A9R0ER88_SPOFR	83.784	148	151	280	98.0	7.78e-89	269.0	tr|A0A9R0ER88|A0A9R0ER88_SPOFR LHFPL tetraspan subfamily member 3 protein OS=Spodoptera frugiperda OX=7108 GN=LOC118279152 PE=4 SV=1
g13271.t1	tr|A0AAD7YAG7|A0AAD7YAG7_MYTSE	83.784	148	151	280	98.0	2.48e-88	268.0	tr|A0AAD7YAG7|A0AAD7YAG7_MYTSE Lipoma HMGIC fusion partner-like 3 protein OS=Mythimna separata OX=271217 GN=PYW07_010382 PE=4 SV=1
g13271.t1	tr|A0ACC2Q7S4|A0ACC2Q7S4_9NEOP	83.784	148	151	280	98.0	4.01e-88	267.0	tr|A0ACC2Q7S4|A0ACC2Q7S4_9NEOP Uncharacterized protein OS=Mythimna loreyi OX=667449 GN=PYW08_009979 PE=4 SV=1
g13272.t1	tr|A0ABR3H779|A0ABR3H779_LOXSC	60.0	215	198	215	99.0	4.81e-85	259.0	tr|A0ABR3H779|A0ABR3H779_LOXSC ETFB lysine methyltransferase OS=Loxostege sticticalis OX=481309 GN=ABMA27_010000 PE=3 SV=1
g13272.t1	tr|A0ABM3N362|A0ABM3N362_GALME	59.535	215	198	217	99.0	1.41e-84	258.0	tr|A0ABM3N362|A0ABM3N362_GALME ETFB lysine methyltransferase OS=Galleria mellonella OX=7137 GN=LOC113514838 PE=3 SV=1
g13272.t1	tr|A0A8S0ZUX5|A0A8S0ZUX5_ARCPL	56.744	215	198	215	99.0	1.23e-81	250.0	tr|A0A8S0ZUX5|A0A8S0ZUX5_ARCPL ETFB lysine methyltransferase OS=Arctia plantaginis OX=874455 GN=APLA_LOCUS7156 PE=3 SV=1
g13272.t1	tr|A0ACC1CK31|A0ACC1CK31_9NEOP	56.808	213	198	215	98.0	3.62e-81	249.0	tr|A0ACC1CK31|A0ACC1CK31_9NEOP ETFB lysine methyltransferase OS=Dendrolimus kikuchii OX=765133 GN=K1T71_012709 PE=3 SV=1
g13272.t1	tr|A0A7E5VSF1|A0A7E5VSF1_TRINI	56.279	215	198	216	99.0	9.530000000000001e-80	246.0	tr|A0A7E5VSF1|A0A7E5VSF1_TRINI ETFB lysine methyltransferase OS=Trichoplusia ni OX=7111 GN=LOC113496250 PE=3 SV=1
g13272.t1	tr|A0A7E5VST8|A0A7E5VST8_TRINI	56.279	215	198	236	99.0	1.0700000000000001e-79	246.0	tr|A0A7E5VST8|A0A7E5VST8_TRINI ETFB lysine methyltransferase OS=Trichoplusia ni OX=7111 GN=LOC113496250 PE=3 SV=1
g13272.t1	tr|A0A7E5VS95|A0A7E5VS95_TRINI	56.279	215	198	232	99.0	1.86e-79	246.0	tr|A0A7E5VS95|A0A7E5VS95_TRINI ETFB lysine methyltransferase OS=Trichoplusia ni OX=7111 GN=LOC113496250 PE=3 SV=1
g13272.t1	tr|A0ABQ7PU22|A0ABQ7PU22_PLUXY	57.209	215	198	216	99.0	6.250000000000001e-79	244.0	tr|A0ABQ7PU22|A0ABQ7PU22_PLUXY ETFB lysine methyltransferase OS=Plutella xylostella OX=51655 GN=JYU34_020209 PE=3 SV=1
g13272.t1	tr|A0ACC2Q5P0|A0ACC2Q5P0_9NEOP	56.744	215	198	216	99.0	9.57e-79	243.0	tr|A0ACC2Q5P0|A0ACC2Q5P0_9NEOP ETFB lysine methyltransferase OS=Mythimna loreyi OX=667449 GN=PYW08_009980 PE=3 SV=1
g13272.t1	tr|A0AAV1L3L5|A0AAV1L3L5_9NEOP	54.884	215	198	217	99.0	2.2e-78	242.0	tr|A0AAV1L3L5|A0AAV1L3L5_9NEOP ETFB lysine methyltransferase OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS10307 PE=3 SV=1
g13273.t1	tr|A0A4C1YGP3|A0A4C1YGP3_EUMVA	95.152	165	165	358	100.0	1.18e-113	335.0	tr|A0A4C1YGP3|A0A4C1YGP3_EUMVA Growth arrest and DNA damage-inducible protein GADD45 alpha OS=Eumeta variegata OX=151549 GN=GADD45A PE=4 SV=1
g13273.t1	tr|A0ABR3H773|A0ABR3H773_LOXSC	81.818	165	165	165	100.0	8.4e-100	293.0	tr|A0ABR3H773|A0ABR3H773_LOXSC Growth arrest and DNA damage-inducible protein GADD45 alpha OS=Loxostege sticticalis OX=481309 GN=ABMA27_009999 PE=4 SV=1
g13273.t1	tr|A0A2W1BFM2|A0A2W1BFM2_HELAM	82.424	165	165	165	100.0	1.04e-99	293.0	tr|A0A2W1BFM2|A0A2W1BFM2_HELAM Ribosomal protein eL8/eL30/eS12/Gadd45 domain-containing protein OS=Helicoverpa armigera OX=29058 GN=HaOG211118 PE=3 SV=1
g13273.t1	tr|A0A194Q5C0|A0A194Q5C0_PAPXU	78.182	165	165	165	100.0	1.22e-97	288.0	tr|A0A194Q5C0|A0A194Q5C0_PAPXU Growth arrest and DNA damage-inducible protein GADD45 beta OS=Papilio xuthus OX=66420 GN=RR46_04563 PE=4 SV=1
g13273.t1	tr|I4DJN0|I4DJN0_PAPXU	77.576	165	165	165	100.0	1.72e-97	287.0	tr|I4DJN0|I4DJN0_PAPXU Uncharacterized protein OS=Papilio xuthus OX=66420 PE=2 SV=1
