qseqid	sseqid	pident	length	qlen	slen	qcovs	evalue	bitscore	stitle	source
g11349.t1	sp|Q8N2Q7-2|NLGN1_HUMAN	29.705	542	485	823	98	1.25e-56	204.0	Isoform 2 of Neuroligin-1 OS=Homo sapiens OX=9606 GN=NLGN1	Swiss-Prot
g11350.t1	sp|A1R787|OBG_PAEAT	50.0	26	84	528	31	0.64	31.6	GTPase Obg OS=Paenarthrobacter aurescens (strain TC1) OX=290340 GN=obg PE=3 SV=1	Swiss-Prot
g11350.t1	sp|A0JXJ8|OBG_ARTS2	50.0	26	84	529	31	2.3	30.0	GTPase Obg OS=Arthrobacter sp. (strain FB24) OX=290399 GN=obg PE=3 SV=1	Swiss-Prot
g11350.t1	sp|Q9W742|FZ10B_XENLA	33.333	63	84	580	68	2.5	30.0	Frizzled-10-B OS=Xenopus laevis OX=8355 GN=fzd10-b PE=2 SV=1	Swiss-Prot
g11350.t1	tr|A0ACE1FFS8|A0ACE1FFS8_LOTLO	28.378	74	84	713	82	2.8	36.6	Uncharacterized protein OS=Lota lota OX=69944 GN=LOTLOTBUR_LOCUS3391 PE=4 SV=1	TrEMBL
g11350.t1	tr|A0ABS9K7L1|A0ABS9K7L1_9RHOO	41.86	43	84	514	50	2.9	36.6	YHS domain-containing protein OS=Dechloromonas hankyongensis OX=2908002 GN=LZ012_19325 PE=4 SV=1	TrEMBL
g11350.t1	tr|A0A133XFW7|A0A133XFW7_9RHOO	41.86	43	84	514	50	3.2	36.2	Phenol 2-monooxygenase OS=Dechloromonas denitrificans OX=281362 GN=AT959_18125 PE=4 SV=1	TrEMBL
g11350.t1	sp|P11584|ITBX_DROME	41.667	36	84	846	43	3.2	29.6	Integrin beta-PS OS=Drosophila melanogaster OX=7227 GN=mys PE=1 SV=3	Swiss-Prot
g11350.t1	tr|A0AA88UPS7|A0AA88UPS7_9ASTE	42.424	33	84	874	39	7.9	35.4	Uncharacterized protein OS=Escallonia rubra OX=112253 GN=RJ640_013984 PE=4 SV=1	TrEMBL
g11351.t1	sp|Q9VR35|MXT_DROME	50.0	322	526	653	92	3.08e-81	269.0	Eukaryotic translation initiation factor 4E-binding protein Mextli OS=Drosophila melanogaster OX=7227 GN=mxt PE=1 SV=1	Swiss-Prot
g11351.t1	sp|Q9VR35-2|MXT_DROME	50.0	322	526	775	91	1.93e-80	270.0	Isoform D of Eukaryotic translation initiation factor 4E-binding protein Mextli OS=Drosophila melanogaster OX=7227 GN=mxt	Swiss-Prot
g11351.t1	sp|Q9XW13|MXT_CAEEL	47.312	93	526	507	38	2.35e-19	94.7	Eukaryotic translation initiation factor 4E-binding protein Mextli homolog OS=Caenorhabditis elegans OX=6239 GN=mxt-1 PE=1 SV=1	Swiss-Prot
g11351.t1	sp|C7G046|Y6969_DICDI	30.0	80	526	2079	15	0.016	42.4	von Willebrand factor A domain-containing protein DDB_G0286969 OS=Dictyostelium discoideum OX=44689 GN=DDB_G0286969 PE=4 SV=1	Swiss-Prot
g11351.t1	sp|Q5EAQ1|M4GDB_DANRE	35.135	74	526	222	14	0.026	40.0	MIF4G domain-containing protein B OS=Danio rerio OX=7955 GN=mif4gdb PE=1 SV=1	Swiss-Prot
g11351.t1	sp|B0UXU6|M4GDA_DANRE	32.877	73	526	216	14	0.17	37.7	MIF4G domain-containing protein A OS=Danio rerio OX=7955 GN=mif4gda PE=2 SV=1	Swiss-Prot
g11351.t1	sp|P57723-2|PCBP4_HUMAN	32.857	70	526	360	13	0.43	37.0	Isoform 2 of Poly(rC)-binding protein 4 OS=Homo sapiens OX=9606 GN=PCBP4	Swiss-Prot
g11351.t1	sp|P57723|PCBP4_HUMAN	32.857	70	526	403	13	0.54	37.0	Poly(rC)-binding protein 4 OS=Homo sapiens OX=9606 GN=PCBP4 PE=1 SV=1	Swiss-Prot
g11351.t1	sp|Q0VCU0|PCBP4_BOVIN	30.864	81	526	403	15	0.62	36.6	Poly(rC)-binding protein 4 OS=Bos taurus OX=9913 GN=PCBP4 PE=2 SV=1	Swiss-Prot
g11351.t1	sp|B9FXV5|IF4G_ORYSJ	25.0	84	526	1792	15	0.64	37.0	Eukaryotic translation initiation factor 4G OS=Oryza sativa subsp. japonica OX=39947 GN=Os07g0555200 PE=2 SV=2	Swiss-Prot
g11352.t1	tr|A0A7K5AAH5|A0A7K5AAH5_9AVES	34.568	81	98	278	82	1.2	38.1	EDNRB protein (Fragment) OS=Centropus unirufus OX=1118519 GN=Ednrb_1 PE=3 SV=1	TrEMBL
g11352.t1	sp|Q5E4Z3|NAGK_ALIF1	42.105	38	98	303	37	3.5	30.0	N-acetyl-D-glucosamine kinase OS=Aliivibrio fischeri (strain ATCC 700601 / ES114) OX=312309 GN=nagK PE=3 SV=1	Swiss-Prot
g11352.t1	tr|A0A4W6D1D3|A0A4W6D1D3_LATCA	34.483	87	98	1031	84	6.2	36.2	Orofacial cleft 1 candidate gene 1 protein OS=Lates calcarifer OX=8187 PE=4 SV=1	TrEMBL
g11352.t1	sp|O43194|GPR39_HUMAN	30.508	59	98	453	54	6.5	29.3	G protein-coupled receptor 39 OS=Homo sapiens OX=9606 GN=GPR39 PE=1 SV=1	Swiss-Prot
g11352.t1	tr|A0AAD3RGN7|A0AAD3RGN7_LATJO	34.483	87	98	593	84	7.3	35.8	Uncharacterized protein OS=Lates japonicus OX=270547 GN=AKAME5_002114100 PE=4 SV=1	TrEMBL
g11352.t1	tr|A0A1B1MCK1|A0A1B1MCK1_STRLN	40.278	72	98	141	63	9.9	35.0	tRNA-specific adenosine deaminase OS=Streptomyces lincolnensis OX=1915 GN=tadA PE=3 SV=1	TrEMBL
g11353.t1	sp|Q9W3F7|MIGA_DROME	54.02	398	404	525	98	1.29e-143	422.0	Mitoguardin OS=Drosophila melanogaster OX=7227 GN=Miga PE=1 SV=2	Swiss-Prot
g11353.t1	sp|Q8BK03|MIGA2_MOUSE	42.015	407	404	593	96	9.85e-87	278.0	Mitoguardin 2 OS=Mus musculus OX=10090 GN=Miga2 PE=1 SV=1	Swiss-Prot
g11353.t1	sp|Q7L4E1|MIGA2_HUMAN	41.278	407	404	593	96	1.13e-86	278.0	Mitoguardin 2 OS=Homo sapiens OX=9606 GN=MIGA2 PE=1 SV=1	Swiss-Prot
g11353.t1	sp|Q1JPG0|MIGA2_BOVIN	41.606	411	404	593	96	1.48e-86	277.0	Mitoguardin 2 OS=Bos taurus OX=9913 GN=MIGA2 PE=2 SV=1	Swiss-Prot
g11353.t1	sp|Q6GR21|MIGA2_XENLA	49.458	277	404	589	68	6.85e-85	273.0	Mitoguardin 2 OS=Xenopus laevis OX=8355 GN=miga2 PE=2 SV=1	Swiss-Prot
g11353.t1	sp|Q5BLE2|MIGA2_DANRE	50.0	244	404	596	60	2.4e-77	253.0	Mitoguardin 2 OS=Danio rerio OX=7955 GN=miga2 PE=1 SV=1	Swiss-Prot
g11353.t1	sp|Q5XJS0|MIGA1_DANRE	36.957	414	404	595	96	4.62e-74	244.0	Mitoguardin 1 OS=Danio rerio OX=7955 GN=miga1 PE=2 SV=1	Swiss-Prot
g11353.t1	sp|Q4QQM5|MIGA1_MOUSE	35.91	401	404	600	95	1.67e-73	243.0	Mitoguardin 1 OS=Mus musculus OX=10090 GN=Miga1 PE=1 SV=1	Swiss-Prot
g11353.t1	sp|Q8NAN2|MIGA1_HUMAN	36.09	399	404	632	95	2.57e-72	241.0	Mitoguardin 1 OS=Homo sapiens OX=9606 GN=MIGA1 PE=1 SV=1	Swiss-Prot
g11353.t1	sp|Q6NRB7|MIGA1_XENLA	35.062	405	404	570	96	2.88e-72	239.0	Mitoguardin 1 OS=Xenopus laevis OX=8355 GN=miga1 PE=2 SV=1	Swiss-Prot
g11354.t1	sp|Q20937-2|CNOT1_CAEEL	39.062	64	109	2624	59	0.034	36.2	Isoform b of CCR4-NOT transcription complex subunit let-711 OS=Caenorhabditis elegans OX=6239 GN=let-711	Swiss-Prot
g11354.t1	sp|Q20937|CNOT1_CAEEL	39.062	64	109	2641	59	0.034	36.2	CCR4-NOT transcription complex subunit let-711 OS=Caenorhabditis elegans OX=6239 GN=let-711 PE=1 SV=3	Swiss-Prot
g11354.t1	sp|Q20937-3|CNOT1_CAEEL	39.062	64	109	2334	59	0.037	36.2	Isoform c of CCR4-NOT transcription complex subunit let-711 OS=Caenorhabditis elegans OX=6239 GN=let-711	Swiss-Prot
g11354.t1	sp|Q20937-4|CNOT1_CAEEL	39.062	64	109	1875	59	0.064	35.4	Isoform d of CCR4-NOT transcription complex subunit let-711 OS=Caenorhabditis elegans OX=6239 GN=let-711	Swiss-Prot
g11354.t1	sp|Q59LF3|RV167_CANAL	31.169	77	109	440	64	0.11	34.7	Regulator of cytoskeleton and endocytosis RVS167 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=RVS167 PE=3 SV=2	Swiss-Prot
g11354.t1	tr|A0A9P6F2S9|A0A9P6F2S9_9FUNG	35.938	64	109	1003	54	0.68	39.3	Myblike DNAbinding domain-containing protein OS=Mortierella hygrophila OX=979708 GN=SNAPC4_1 PE=4 SV=1	TrEMBL
g11354.t1	tr|A0A9P4VQ62|A0A9P4VQ62_9PEZI	42.857	42	109	1672	39	1.1	38.9	Chromatin-remodeling ATPase INO80 OS=Patellaria atrata CBS 101060 OX=1346257 GN=M501DRAFT_929765 PE=3 SV=1	TrEMBL
g11354.t1	tr|A0A9P7XTB4|A0A9P7XTB4_9FUNG	34.375	64	109	1538	54	1.3	38.5	Myblike DNAbinding domain-containing protein OS=Linnemannia hyalina OX=64524 GN=SNAPC4_1 PE=4 SV=1	TrEMBL
g11354.t1	tr|T1J740|T1J740_STRMM	28.571	84	109	2119	77	1.6	38.1	Kinesin motor domain-containing protein OS=Strigamia maritima OX=126957 PE=3 SV=1	TrEMBL
g11354.t1	tr|A0A4W4G9Z0|A0A4W4G9Z0_ELEEL	35.821	67	109	489	61	5.1	36.6	Hect domain and RLD 7 OS=Electrophorus electricus OX=8005 GN=LOC113586311 PE=4 SV=2	TrEMBL
g11355.t1	sp|Q0ANQ2|RL23_MARMM	31.25	64	115	98	54	0.32	32.3	Large ribosomal subunit protein uL23 OS=Maricaulis maris (strain MCS10) OX=394221 GN=rplW PE=3 SV=1	Swiss-Prot
g11355.t1	sp|B0T2C4|RL23_CAUSK	26.562	64	115	98	54	0.89	31.2	Large ribosomal subunit protein uL23 OS=Caulobacter sp. (strain K31) OX=366602 GN=rplW PE=3 SV=1	Swiss-Prot
g11355.t1	tr|A0A5N6Z8H6|A0A5N6Z8H6_9EURO	30.097	103	115	555	89	1.7	38.5	Major facilitator superfamily domain-containing protein OS=Aspergillus coremiiformis OX=138285 GN=BDV28DRAFT_96336 PE=3 SV=1	TrEMBL
g11355.t1	tr|A0A1H9S650|A0A1H9S650_9LACT	31.25	80	115	801	69	3.1	37.7	DUF5057 domain-containing protein OS=Isobaculum melis OX=142588 GN=SAMN04488559_10682 PE=4 SV=1	TrEMBL
g11355.t1	sp|B8H4D6|RL23_CAUVN	23.438	64	115	98	54	3.5	29.6	Large ribosomal subunit protein uL23 OS=Caulobacter vibrioides (strain NA1000 / CB15N) OX=565050 GN=rplW PE=3 SV=1	Swiss-Prot
g11355.t1	sp|Q9A8V1|RL23_CAUVC	23.438	64	115	98	54	3.5	29.6	Large ribosomal subunit protein uL23 OS=Caulobacter vibrioides (strain ATCC 19089 / CIP 103742 / CB 15) OX=190650 GN=rplW PE=3 SV=1	Swiss-Prot
g11355.t1	sp|P15034|AMPP_ECOLI	29.268	82	115	441	71	6.4	29.6	Xaa-Pro aminopeptidase OS=Escherichia coli (strain K12) OX=83333 GN=pepP PE=1 SV=2	Swiss-Prot
g11355.t1	sp|Q2S3N1|RISB_SALRD	37.778	45	115	156	39	7.4	29.3	6,7-dimethyl-8-ribityllumazine synthase OS=Salinibacter ruber (strain DSM 13855 / M31) OX=309807 GN=ribH PE=3 SV=1	Swiss-Prot
g11356.t1	tr|A0A4C1WLM0|A0A4C1WLM0_EUMVA	51.899	79	98	121	81	2.13e-20	88.2	Protein takeout OS=Eumeta variegata OX=151549 GN=EVAR_38464_1 PE=4 SV=1	TrEMBL
g11356.t1	tr|A0ACC0JK62|A0ACC0JK62_CHOFU	32.5	80	98	230	82	3.21e-05	50.8	Uncharacterized protein OS=Choristoneura fumiferana OX=7141 GN=MSG28_002958 PE=4 SV=1	TrEMBL
g11356.t1	tr|A0ABM3LPY8|A0ABM3LPY8_BICAN	38.272	81	98	247	81	5.56e-05	50.1	Uncharacterized protein LOC128198688 OS=Bicyclus anynana OX=110368 GN=LOC128198688 PE=4 SV=1	TrEMBL
g11356.t1	tr|A0ACC0JK28|A0ACC0JK28_CHOFU	32.5	80	98	507	82	5.73e-05	50.4	Uncharacterized protein OS=Choristoneura fumiferana OX=7141 GN=MSG28_002956 PE=4 SV=1	TrEMBL
g11356.t1	tr|A0A9P0HW87|A0A9P0HW87_SPOLI	32.468	77	98	260	79	0.000329	48.1	Uncharacterized protein OS=Spodoptera littoralis OX=7109 GN=SPLIT_LOCUS1898 PE=4 SV=1	TrEMBL
g11356.t1	tr|A0A9P0BMZ6|A0A9P0BMZ6_CHRIL	32.468	77	98	260	79	0.000378	47.8	Uncharacterized protein OS=Chrysodeixis includens OX=689277 GN=CINC_LOCUS3502 PE=4 SV=1	TrEMBL
g11356.t1	tr|A0A9R0DER5|A0A9R0DER5_SPOFR	35.385	65	98	261	66	0.000646	47.4	Uncharacterized protein LOC118276283 OS=Spodoptera frugiperda OX=7108 GN=LOC118276283 PE=4 SV=1	TrEMBL
g11356.t1	tr|A0A2H1WDC9|A0A2H1WDC9_SPOFR	32.468	77	98	261	79	0.000827	47.0	Uncharacterized protein LOC118276317 OS=Spodoptera frugiperda OX=7108 GN=LOC118276317 PE=4 SV=1	TrEMBL
g11356.t1	tr|A0A835GNZ1|A0A835GNZ1_SPOEX	31.169	77	98	260	79	0.000893	47.0	Uncharacterized protein OS=Spodoptera exigua OX=7107 GN=HW555_003605 PE=4 SV=1	TrEMBL
g11356.t1	tr|A0A4D6Q6J1|A0A4D6Q6J1_ATHDI	35.294	85	98	293	85	0.001	46.6	Odorant binding protein OS=Athetis dissimilis OX=1737331 GN=OBP1 PE=2 SV=1	TrEMBL
g11357.t1	sp|Q8R323|RFC3_MOUSE	66.667	351	355	356	99	5.24e-180	506.0	Replication factor C subunit 3 OS=Mus musculus OX=10090 GN=Rfc3 PE=1 SV=1	Swiss-Prot
g11357.t1	sp|P40938|RFC3_HUMAN	66.382	351	355	356	99	5.2200000000000014e-179	503.0	Replication factor C subunit 3 OS=Homo sapiens OX=9606 GN=RFC3 PE=1 SV=2	Swiss-Prot
g11357.t1	sp|Q2TBV1|RFC3_BOVIN	66.097	351	355	356	99	3.58e-178	501.0	Replication factor C subunit 3 OS=Bos taurus OX=9913 GN=RFC3 PE=2 SV=1	Swiss-Prot
g11357.t1	sp|P40938-2|RFC3_HUMAN	65.246	305	355	305	86	1.32e-149	427.0	Isoform 2 of Replication factor C subunit 3 OS=Homo sapiens OX=9606 GN=RFC3	Swiss-Prot
g11357.t1	sp|Q8VXX4|RFC3_ARATH	49.858	353	355	354	99	2.98e-131	382.0	Replication factor C subunit 3 OS=Arabidopsis thaliana OX=3702 GN=RFC3 PE=2 SV=1	Swiss-Prot
g11357.t1	sp|Q852K3|RFC5_ORYSJ	52.691	353	355	354	99	4.76e-131	381.0	Replication factor C subunit 5 OS=Oryza sativa subsp. japonica OX=39947 GN=RFC5 PE=2 SV=1	Swiss-Prot
g11357.t1	sp|Q54BN3|RFC3_DICDI	51.297	347	355	347	97	3.95e-126	369.0	Probable replication factor C subunit 3 OS=Dictyostelium discoideum OX=44689 GN=rfc3 PE=3 SV=1	Swiss-Prot
g11357.t1	sp|Q8X082|RFC5_NEUCR	51.297	347	355	352	98	3.8700000000000005e-123	361.0	Replication factor C subunit 5 OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=B14D6.460 PE=3 SV=1	Swiss-Prot
g11357.t1	sp|O94697|RFC5_SCHPO	48.986	345	355	358	96	3.88e-118	348.0	Replication factor C subunit 5 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rfc5 PE=1 SV=1	Swiss-Prot
g11357.t1	sp|P38251|RFC5_YEAST	43.429	350	355	354	96	1.03e-90	279.0	Replication factor C subunit 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RFC5 PE=1 SV=1	Swiss-Prot
g11358.t1	tr|A0ABP5L9E8|A0ABP5L9E8_9ACTN	29.464	112	127	323	86	0.33	40.8	ATP-grasp ribosomal peptide maturase OS=Kitasatospora kazusensis OX=407974 GN=tgmB PE=4 SV=1	TrEMBL
g11358.t1	tr|A0ABQ5P9T4|A0ABQ5P9T4_9ACTN	37.5	72	127	1102	54	1.7	38.9	S8 family serine peptidase OS=Streptomyces yaizuensis OX=2989713 GN=SYYSPA8_33555 PE=3 SV=1	TrEMBL
g11358.t1	tr|G7GS91|G7GS91_9ACTN	48.214	56	127	361	44	1.7	38.5	Xanthine dehydrogenase accessory factor OS=Gordonia amarae NBRC 15530 OX=1075090 GN=GOAMR_52_00520 PE=4 SV=1	TrEMBL
g11358.t1	tr|A0A6J1PGL0|A0A6J1PGL0_9HYME	35.484	62	127	985	47	3.0	38.1	Lon protease homolog, mitochondrial OS=Temnothorax curvispinosus OX=300111 GN=LOC112452414 PE=3 SV=1	TrEMBL
g11358.t1	sp|Q29RR1|LRC41_BOVIN	38.889	36	127	814	28	3.0	31.2	Leucine-rich repeat-containing protein 41 OS=Bos taurus OX=9913 GN=LRRC41 PE=2 SV=1	Swiss-Prot
g11358.t1	tr|A0A6J1PG30|A0A6J1PG30_9HYME	35.484	62	127	1002	47	3.1	38.1	Lon protease homolog, mitochondrial OS=Temnothorax curvispinosus OX=300111 GN=LOC112452414 PE=3 SV=1	TrEMBL
g11358.t1	sp|Q0JNI9|PIL15_ORYSJ	36.842	57	127	637	39	4.2	30.8	Transcription factor PHYTOCHROME INTERACTING FACTOR-LIKE 15 OS=Oryza sativa subsp. japonica OX=39947 GN=PIL15 PE=1 SV=2	Swiss-Prot
g11358.t1	tr|A0A9D4AMS7|A0A9D4AMS7_9SAUR	27.0	100	127	106	68	4.8	36.2	Uncharacterized protein OS=Mauremys mutica OX=74926 GN=KIL84_003570 PE=4 SV=1	TrEMBL
g11359.t1	tr|A0ABR9YDZ0|A0ABR9YDZ0_9PROT	27.619	105	139	321	73	0.11	42.4	Uncharacterized protein OS=Gluconobacter cerevisiae OX=1379734 GN=HKD21_08490 PE=4 SV=1	TrEMBL
g11359.t1	tr|A0ABR8FK87|A0ABR8FK87_9NOST	27.273	121	139	321	83	0.19	41.6	Glycosyltransferase OS=Anabaena lutea FACHB-196 OX=2692881 GN=H6G59_22450 PE=4 SV=1	TrEMBL
g11359.t1	tr|A0ABQ5WTT9|A0ABQ5WTT9_9PROT	26.667	105	139	321	73	1.6	38.9	Uncharacterized protein OS=Gluconobacter kondonii OX=941463 GN=GCM10007870_20060 PE=4 SV=1	TrEMBL
g11359.t1	tr|A0A1U9KLW7|A0A1U9KLW7_9PROT	36.364	55	139	321	40	2.1	38.5	Uncharacterized protein OS=Neoasaia chiangmaiensis OX=320497 GN=A0U93_00765 PE=4 SV=1	TrEMBL
g11359.t1	tr|A0AB40BC32|A0AB40BC32_DIOCR	33.735	83	139	581	47	2.2	38.9	3-hydroxy-3-methylglutaryl coenzyme A reductase OS=Dioscorea cayennensis subsp. rotundata OX=55577 GN=LOC120261168 PE=3 SV=1	TrEMBL
g11359.t1	tr|A0A6P3QR05|A0A6P3QR05_PTEVA	33.333	54	139	417	39	4.7	37.7	Z-DNA-binding protein 1 OS=Pteropus vampyrus OX=132908 GN=ZBP1 PE=4 SV=1	TrEMBL
g11359.t1	tr|A0ABR9YWZ0|A0ABR9YWZ0_9PROT	30.137	73	139	321	50	4.9	37.7	Right handed beta helix domain-containing protein OS=Gluconobacter cadivus OX=2728101 GN=HKD19_08995 PE=4 SV=1	TrEMBL
g11359.t1	sp|A6QBH4|PNP_SULNB	42.857	49	139	729	35	4.9	30.8	Polyribonucleotide nucleotidyltransferase OS=Sulfurovum sp. (strain NBC37-1) OX=387093 GN=pnp PE=3 SV=1	Swiss-Prot
g11359.t1	sp|C0ZF43|PNP_BREBN	46.667	45	139	715	32	8.1	30.0	Polyribonucleotide nucleotidyltransferase OS=Brevibacillus brevis (strain 47 / JCM 6285 / NBRC 100599) OX=358681 GN=pnp PE=3 SV=1	Swiss-Prot
g11359.t1	tr|A0ACB7WAK6|A0ACB7WAK6_DIOAL	33.735	83	139	576	47	9.0	37.0	3-hydroxy-3-methylglutaryl coenzyme A reductase OS=Dioscorea alata OX=55571 GN=IHE45_05G238300 PE=3 SV=1	TrEMBL
g11360.t1	tr|A0A8S4G8B3|A0A8S4G8B3_PLUXY	55.211	451	471	504	92	1.25e-138	417.0	(diamondback moth) hypothetical protein OS=Plutella xylostella OX=51655 GN=PLXY2_LOCUS14619 PE=4 SV=1	TrEMBL
g11360.t1	tr|A0ABM3MVA1|A0ABM3MVA1_GALME	53.586	474	471	448	95	3.2000000000000004e-130	394.0	Uncharacterized protein LOC113517705 isoform X1 OS=Galleria mellonella OX=7137 GN=LOC113517705 PE=4 SV=1	TrEMBL
g11360.t1	tr|A0A9N9R1T6|A0A9N9R1T6_9NEOP	51.579	475	471	437	98	2.4200000000000003e-123	375.0	Uncharacterized protein OS=Diatraea saccharalis OX=40085 GN=DIATSA_LOCUS5669 PE=4 SV=1	TrEMBL
g11360.t1	tr|A0ABQ7Q0C6|A0ABQ7Q0C6_PLUXY	54.118	425	471	437	86	7.909999999999999e-120	367.0	Uncharacterized protein OS=Plutella xylostella OX=51655 GN=JYU34_017091 PE=4 SV=1	TrEMBL
g11360.t1	tr|A0ABR3HU65|A0ABR3HU65_LOXSC	50.61	492	471	445	99	1.67e-119	366.0	Uncharacterized protein OS=Loxostege sticticalis OX=481309 GN=ABMA27_002582 PE=4 SV=1	TrEMBL
g11360.t1	tr|A0A922CJ16|A0A922CJ16_MANSE	48.31	503	471	500	96	3.17e-118	365.0	Uncharacterized protein OS=Manduca sexta OX=7130 GN=O3G_MSEX005151 PE=4 SV=1	TrEMBL
g11360.t1	tr|A0ACC1DHE8|A0ACC1DHE8_9NEOP	51.073	466	471	471	94	2.66e-117	361.0	Uncharacterized protein OS=Dendrolimus kikuchii OX=765133 GN=K1T71_001211 PE=4 SV=1	TrEMBL
g11360.t1	tr|A0ABM4ALX7|A0ABM4ALX7_VANTA	50.503	497	471	454	98	4.82e-116	357.0	Uncharacterized protein LOC113400842 isoform X2 OS=Vanessa tameamea OX=334116 GN=LOC113400842 PE=4 SV=1	TrEMBL
g11360.t1	tr|A0A6J2JUP2|A0A6J2JUP2_BOMMA	50.209	478	471	440	97	1e-114	353.0	Uncharacterized protein LOC114245547 OS=Bombyx mandarina OX=7092 GN=LOC114245547 PE=4 SV=1	TrEMBL
g11360.t1	tr|A0A8B8IIW0|A0A8B8IIW0_VANTA	47.753	534	471	509	98	3.72e-114	354.0	Uncharacterized protein LOC113400842 isoform X1 OS=Vanessa tameamea OX=334116 GN=LOC113400842 PE=4 SV=2	TrEMBL
g11361.t1	sp|P18042|POL_HV2G1	30.12	83	94	1464	84	0.16	33.5	Gag-Pol polyprotein OS=Human immunodeficiency virus type 2 subtype A (isolate Ghana-1) OX=11717 GN=gag-pol PE=1 SV=4	Swiss-Prot
g11361.t1	tr|A0ABQ7PWB3|A0ABQ7PWB3_PLUXY	51.429	35	94	497	37	0.24	40.0	CCHC-type domain-containing protein OS=Plutella xylostella OX=51655 GN=JYU34_020162 PE=4 SV=1	TrEMBL
g11361.t1	sp|P24107|POL_HV2CA	32.895	76	94	1462	77	0.28	33.1	Gag-Pol polyprotein OS=Human immunodeficiency virus type 2 subtype A (isolate CAM2) OX=11715 GN=gag-pol PE=3 SV=3	Swiss-Prot
g11361.t1	sp|P15833|POL_HV2D2	32.184	87	94	1465	84	0.32	32.7	Gag-Pol polyprotein OS=Human immunodeficiency virus type 2 subtype B (isolate D205) OX=11716 GN=gag-pol PE=3 SV=3	Swiss-Prot
g11361.t1	tr|A0A6J2E390|A0A6J2E390_ZALCA	51.429	35	94	858	36	0.33	39.7	Membrane metallo-endopeptidase-like 1 isoform X2 OS=Zalophus californianus OX=9704 GN=MMEL1 PE=4 SV=1	TrEMBL
g11361.t1	tr|A0A6J2E2R5|A0A6J2E2R5_ZALCA	51.429	35	94	769	36	0.34	39.7	Membrane metallo-endopeptidase-like 1 isoform X10 OS=Zalophus californianus OX=9704 GN=MMEL1 PE=4 SV=1	TrEMBL
g11361.t1	tr|A0A6J2E231|A0A6J2E231_ZALCA	51.429	35	94	789	36	0.34	39.7	Membrane metallo-endopeptidase-like 1 isoform X8 OS=Zalophus californianus OX=9704 GN=MMEL1 PE=4 SV=1	TrEMBL
g11361.t1	sp|P12451|POL_HV2SB	31.579	76	94	1462	77	0.34	32.7	Gag-Pol polyprotein OS=Human immunodeficiency virus type 2 subtype A (isolate SBLISY) OX=11718 GN=gag-pol PE=3 SV=3	Swiss-Prot
g11361.t1	tr|J9VNI4|J9VNI4_CRYN9	46.512	43	94	1173	40	0.4	39.3	ATP-dependent permease OS=Cryptococcus neoformans (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487) OX=235443 GN=CNAG_06533 PE=3 SV=2	TrEMBL
g11361.t1	tr|A0A6J2DXM3|A0A6J2DXM3_ZALCA	51.429	35	94	848	36	0.42	39.3	Membrane metallo-endopeptidase-like 1 isoform X3 OS=Zalophus californianus OX=9704 GN=MMEL1 PE=4 SV=1	TrEMBL
g11362.t1	sp|Q88SI6|MENG_LACPL	34.694	49	165	237	30	0.066	36.6	Demethylmenaquinone methyltransferase OS=Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) OX=220668 GN=menG PE=3 SV=1	Swiss-Prot
g11362.t1	tr|A0ABT6J627|A0ABT6J627_9GAMM	30.4	125	165	1111	75	0.26	42.4	TonB-dependent receptor OS=Luteimonas endophytica OX=3042023 GN=QFW77_04660 PE=3 SV=1	TrEMBL
g11362.t1	tr|A0A540WN73|A0A540WN73_9BACT	25.735	136	165	135	79	0.85	39.3	Ethanolamine ammonia-lyase subunit EutC (Fragment) OS=Myxococcus llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogochensis OX=2590453 GN=FJV41_39305 PE=4 SV=1	TrEMBL
g11362.t1	tr|A0A853JIC8|A0A853JIC8_9GAMM	30.4	125	165	1111	75	1.3	40.0	TonB-dependent receptor OS=Luteimonas salinisoli OX=2752307 GN=H0E84_19760 PE=3 SV=1	TrEMBL
g11362.t1	sp|Q7VKJ3|MURI_HAEDU	23.438	64	165	265	39	1.7	32.3	Glutamate racemase OS=Haemophilus ducreyi (strain 35000HP / ATCC 700724) OX=233412 GN=murI PE=3 SV=1	Swiss-Prot
g11362.t1	tr|A0AAQ3TAU7|A0AAQ3TAU7_PASNO	43.137	51	165	837	31	2.4	39.3	Protein kinase domain-containing protein OS=Paspalum notatum var. saurae OX=547442 GN=U9M48_018111 PE=4 SV=1	TrEMBL
g11362.t1	tr|A0A923N8Z2|A0A923N8Z2_9BACT	28.125	64	165	166	39	3.4	38.1	Uncharacterized protein OS=Pontibacter cellulosilyticus OX=1720253 GN=H8S84_13790 PE=4 SV=1	TrEMBL
g11362.t1	tr|A0A9N8KXA5|A0A9N8KXA5_CHRIL	32.911	79	165	453	47	4.0	38.5	Uncharacterized protein OS=Chrysodeixis includens OX=689277 GN=CINC_LOCUS2468 PE=4 SV=1	TrEMBL
