qseqid	sseqid	pident	length	qlen	slen	qcovs	evalue	bitscore	stitle	source
g425.t1	tr|A0A6P9A182|A0A6P9A182_THRPL	39.216	51	76	253	67	5.3	33.9	Histone-lysine N-methyltransferase PRDM9-like OS=Thrips palmi OX=161013 GN=LOC117651540 PE=4 SV=1	TrEMBL
g425.t1	tr|A0A8S1DR45|A0A8S1DR45_9INSE	44.118	34	76	1244	43	6.5	33.9	CCHC-type domain-containing protein OS=Cloeon dipterum OX=197152 GN=CLODIP_2_CD15155 PE=4 SV=1	TrEMBL
g425.t1	tr|A0A9W8H7S0|A0A9W8H7S0_9FUNG	30.137	73	76	627	93	7.4	33.5	Uncharacterized protein OS=Coemansia interrupta OX=1126814 GN=GGI15_003802 PE=4 SV=1	TrEMBL
g425.t1	tr|A0ACC0D0F3|A0ACC0D0F3_9PEZI	46.154	39	76	528	47	8.3	33.5	TPT-domain-containing protein OS=Hypoxylon rubiginosum OX=110542 GN=F4821DRAFT_270203 PE=3 SV=1	TrEMBL
g426.t1	tr|A0A4C1TG67|A0A4C1TG67_EUMVA	83.750	80	129	200	62	1.33e-37	134	Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_75849_1 PE=4 SV=1	TrEMBL
g426.t1	tr|A0A8H4H3B9|A0A8H4H3B9_9EURO	28.696	115	129	532	84	2.7	37.0	Cytochrome P450 monooxygenase OS=Aspergillus fumigatiaffinis OX=340414 GN=CNMCM6805_008854 PE=3 SV=1	TrEMBL
g426.t1	tr|A0A2Y9QWQ9|A0A2Y9QWQ9_TRIMA	35.000	60	129	1367	47	3.5	36.6	Probable methyltransferase TARBP1 isoform X3 OS=Trichechus manatus latirostris OX=127582 GN=TARBP1 PE=4 SV=1	TrEMBL
g426.t1	tr|A0A2Y9QQU1|A0A2Y9QQU1_TRIMA	35.000	60	129	1621	47	3.5	36.6	tRNA (guanosine(18)-2'-O)-methyltransferase TARBP1 OS=Trichechus manatus latirostris OX=127582 GN=TARBP1 PE=3 SV=1	TrEMBL
g426.t1	tr|A0A2Y9QP40|A0A2Y9QP40_TRIMA	35.000	60	129	1571	47	3.8	36.6	tRNA (guanosine(18)-2'-O)-methyltransferase TARBP1 OS=Trichechus manatus latirostris OX=127582 GN=TARBP1 PE=3 SV=1	TrEMBL
g426.t1	tr|A0AAV3TAR6|A0AAV3TAR6_9EURY	32.653	49	129	329	38	8.1	35.4	Magnesium transport protein CorA OS=Natronoarchaeum mannanilyticum OX=926360 GN=corA PE=3 SV=1	TrEMBL
g427.t1	tr|A0A074WVH9|A0A074WVH9_9PEZI	36.066	61	85	461	69	2.5	35.4	Solute carrier family 40 member OS=Aureobasidium namibiae CBS 147.97 OX=1043004 GN=M436DRAFT_81171 PE=3 SV=1	TrEMBL
g427.t1	tr|A0AAI9T844|A0AAI9T844_PENTH	35.593	59	85	1249	69	9.0	33.9	DNA-directed RNA polymerase subunit beta OS=Penicillium thymicola OX=293382 GN=VN97_g10892 PE=3 SV=1	TrEMBL
g427.t1	tr|A0A0M9WKH9|A0A0M9WKH9_9EURO	35.593	59	85	1249	69	9.1	33.9	DNA-directed RNA polymerase subunit beta OS=Penicillium nordicum OX=229535 GN=ACN38_g666 PE=3 SV=1	TrEMBL
g427.t1	tr|A0A0N4ZAF6|A0A0N4ZAF6_PARTI	40.909	44	85	1073	52	9.1	33.9	NAD-specific glutamate dehydrogenase OS=Parastrongyloides trichosuri OX=131310 PE=4 SV=1	TrEMBL
g428.t1	tr|A0A4C1TD42|A0A4C1TD42_EUMVA	85.714	35	175	133	20	7.82e-10	62.8	Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_75833_1 PE=4 SV=1	TrEMBL
g428.t1	tr|A5K8S1|A5K8S1_PLAVS	25.000	160	175	862	85	0.82	39.7	DEAD/DEAH box helicase, putative OS=Plasmodium vivax (strain Salvador I) OX=126793 GN=PVX_100990 PE=4 SV=1	TrEMBL
g428.t1	tr|A0ABN8IXB8|A0ABN8IXB8_9NEOP	55.263	38	175	259	22	0.86	38.9	Uncharacterized protein (Fragment) OS=Iphiclides podalirius OX=110791 GN=IPOD504_LOCUS13650 PE=4 SV=1	TrEMBL
g428.t1	tr|A0A821LZE5|A0A821LZE5_9NEOP	48.077	52	175	99	26	2.9	36.2	Uncharacterized protein OS=Pieris macdunnoughi OX=345717 GN=PMACD_LOCUS1127 PE=4 SV=1	TrEMBL
g428.t1	tr|A0A9P0X767|A0A9P0X767_PIEBR	48.077	52	175	99	26	3.1	35.8	Uncharacterized protein OS=Pieris brassicae OX=7116 GN=PIBRA_LOCUS2897 PE=4 SV=1	TrEMBL
g429.t1	tr|A0ACB9Y4E3|A0ACB9Y4E3_PLABR	30.303	66	73	4609	90	0.44	37.0	Cullin family profile domain-containing protein OS=Plasmodium brasilianum OX=5824 GN=MKS88_004303 PE=3 SV=1	TrEMBL
g429.t1	tr|A0A1D3SPE4|A0A1D3SPE4_PLAMA	30.303	66	73	4724	90	0.44	37.0	Cullin family profile domain-containing protein OS=Plasmodium malariae OX=5858 GN=PmUG01_12037900 PE=3 SV=1	TrEMBL
g429.t1	tr|A0A8B8U4K0|A0A8B8U4K0_CAMFR	43.333	60	73	1538	82	2.0	35.0	Transient receptor potential cation channel subfamily M member 2 isoform X2 OS=Camelus ferus OX=419612 GN=TRPM2 PE=3 SV=1	TrEMBL
g429.t1	tr|A0AC58NLP6|A0AC58NLP6_CAMBA	43.333	60	73	1572	82	2.2	35.0	Transient receptor potential cation channel subfamily M member 2 OS=Camelus bactrianus OX=9837 GN=TRPM2 PE=3 SV=1	TrEMBL
g429.t1	tr|A0A8B8U4F0|A0A8B8U4F0_CAMFR	43.333	60	73	1572	82	2.2	35.0	Transient receptor potential cation channel subfamily M member 2 OS=Camelus ferus OX=419612 GN=TRPM2 PE=3 SV=1	TrEMBL
g429.t1	tr|A0A4C1TE47|A0A4C1TE47_EUMVA	93.750	16	73	332	22	8.0	33.5	Histone-lysine N-methyltransferase SETMAR OS=Eumeta variegata OX=151549 GN=EVAR_75830_1 PE=4 SV=1	TrEMBL
g430.t1	tr|A0A8S4SKM9|A0A8S4SKM9_9NEOP	49.412	85	172	78	49	3.46e-07	53.9	Jg1026 protein OS=Pararge aegeria aegeria OX=348720 GN=jg1026 PE=4 SV=1	TrEMBL
g430.t1	tr|A0A1E5R1W9|A0A1E5R1W9_9ASCO	58.621	29	172	203	16	1.5	38.1	Translation machinery-associated protein 22 OS=Hanseniaspora osmophila OX=56408 GN=AWRI3579_g3860 PE=3 SV=1	TrEMBL
g430.t1	tr|A5K9U5|A5K9U5_PLAVS	43.396	53	172	618	31	8.6	36.2	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase OS=Plasmodium vivax (strain Salvador I) OX=126793 GN=PVX_081425 PE=3 SV=1	TrEMBL
g430.t1	tr|A0ACM8F6T6|A0ACM8F6T6_IXOSC	27.551	98	172	312	57	8.9	36.2	Uncharacterized protein OS=Ixodes scapularis OX=6945 GN=LOC120849024 PE=4 SV=1	TrEMBL
g431.t1	tr|A0A4C1XXU1|A0A4C1XXU1_EUMVA	88.994	318	326	318	90	0.0	568	Alpha-2Db adrenergic receptor OS=Eumeta variegata OX=151549 GN=adra2db PE=3 SV=1	TrEMBL
g431.t1	tr|A0ABM3M270|A0ABM3M270_BICAN	82.143	336	326	558	97	0.0	555	Alpha-2 adrenergic receptor OS=Bicyclus anynana OX=110368 GN=LOC112044005 PE=3 SV=1	TrEMBL
g431.t1	tr|A0ABM4AU72|A0ABM4AU72_VANTA	81.250	336	326	560	97	0.0	549	Alpha-2Db adrenergic receptor OS=Vanessa tameamea OX=334116 GN=LOC113396031 PE=3 SV=1	TrEMBL
g431.t1	tr|A0ABN8IIX6|A0ABN8IIX6_9NEOP	81.899	337	326	364	97	0.0	548	G-protein coupled receptors family 1 profile domain-containing protein (Fragment) OS=Iphiclides podalirius OX=110791 GN=IPOD504_LOCUS10691 PE=3 SV=1	TrEMBL
g431.t1	tr|A0AAU9UCC1|A0AAU9UCC1_EUPED	81.845	336	326	336	97	0.0	547	G-protein coupled receptors family 1 profile domain-containing protein OS=Euphydryas editha OX=104508 GN=EEDITHA_LOCUS12052 PE=3 SV=1	TrEMBL
g431.t1	tr|A0A8J2QR88|A0A8J2QR88_9NEOP	78.613	346	326	341	100	0.0	543	(African queen) hypothetical protein OS=Danaus chrysippus OX=151541 GN=DCHRY22_LOCUS8678 PE=3 SV=1	TrEMBL
g431.t1	tr|A0A212FKV2|A0A212FKV2_DANPL	80.060	336	326	338	97	0.0	540	Class A rhodopsin G-protein coupled receptor GPRadr1 OS=Danaus plexippus plexippus OX=278856 GN=KGM_201695 PE=3 SV=1	TrEMBL
g431.t1	tr|A0A0N1IQ92|A0A0N1IQ92_PAPMA	81.065	338	326	351	97	0.0	538	Octopamine receptor 1 OS=Papilio machaon OX=76193 GN=RR48_02004 PE=3 SV=1	TrEMBL
g431.t1	tr|A0A821RIJ4|A0A821RIJ4_9NEOP	77.681	345	326	375	99	0.0	529	G-protein coupled receptors family 1 profile domain-containing protein OS=Pieris macdunnoughi OX=345717 GN=PMACD_LOCUS5989 PE=3 SV=1	TrEMBL
g431.t1	tr|A0AAV1IXQ9|A0AAV1IXQ9_9NEOP	74.863	366	326	361	97	0.0	525	G-protein coupled receptors family 1 profile domain-containing protein OS=Leptosia nina OX=320188 GN=LNINA_LOCUS938 PE=3 SV=1	TrEMBL
g432.t1	tr|A0AAD5I4Z7|A0AAD5I4Z7_ACENE	37.312	863	1054	1303	99	1.35e-165	530	Uncharacterized protein OS=Acer negundo OX=4023 GN=LWI28_003715 PE=4 SV=1	TrEMBL
g432.t1	tr|A0AAD5I4Z7|A0AAD5I4Z7_ACENE	57.878	311	1054	1303	99	6.08e-106	369	Uncharacterized protein OS=Acer negundo OX=4023 GN=LWI28_003715 PE=4 SV=1	TrEMBL
g432.t1	tr|A0A015J5I9|A0A015J5I9_RHIIW	35.053	853	1054	1303	97	1.39e-135	450	Gag-pol fusion protein OS=Rhizophagus irregularis (strain DAOM 197198w) OX=1432141 GN=RirG_273610 PE=4 SV=1	TrEMBL
g432.t1	tr|A0A015J5I9|A0A015J5I9_RHIIW	57.843	306	1054	1303	97	2.05e-101	356	Gag-pol fusion protein OS=Rhizophagus irregularis (strain DAOM 197198w) OX=1432141 GN=RirG_273610 PE=4 SV=1	TrEMBL
g432.t1	tr|A0A151UB77|A0A151UB77_CAJCA	71.805	266	1054	368	25	3.13e-134	418	Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Cajanus cajan OX=3821 GN=KK1_020825 PE=4 SV=1	TrEMBL
g432.t1	tr|A0A8T2BSB5|A0A8T2BSB5_ARASU	65.696	309	1054	1053	73	2.09e-132	436	GAG-pre-integrase domain OS=Arabidopsis suecica OX=45249 GN=ISN44_As07g011960 PE=4 SV=1	TrEMBL
g432.t1	tr|A0A8T2BSB5|A0A8T2BSB5_ARASU	39.347	582	1054	1053	73	2.38e-93	329	GAG-pre-integrase domain OS=Arabidopsis suecica OX=45249 GN=ISN44_As07g011960 PE=4 SV=1	TrEMBL
g432.t1	tr|A0A8T2AJY0|A0A8T2AJY0_ARASU	65.696	309	1054	1076	73	3.33e-132	436	Integrase catalytic core OS=Arabidopsis suecica OX=45249 GN=ISN44_As09g007610 PE=4 SV=1	TrEMBL
g432.t1	tr|A0A8T2AJY0|A0A8T2AJY0_ARASU	42.096	582	1054	1076	73	2.60e-110	377	Integrase catalytic core OS=Arabidopsis suecica OX=45249 GN=ISN44_As09g007610 PE=4 SV=1	TrEMBL
g432.t1	tr|A0A8T1YR13|A0A8T1YR13_ARASU	65.372	309	1054	1076	73	5.09e-131	432	Integrase catalytic core OS=Arabidopsis suecica OX=45249 GN=ISN44_As12g036180 PE=4 SV=1	TrEMBL
g432.t1	tr|A0A8T1YR13|A0A8T1YR13_ARASU	42.169	581	1054	1076	73	3.88e-111	379	Integrase catalytic core OS=Arabidopsis suecica OX=45249 GN=ISN44_As12g036180 PE=4 SV=1	TrEMBL
g432.t1	tr|A0AA88UWT7|A0AA88UWT7_9ASTE	72.510	251	1054	1082	24	1.49e-119	402	R13L1/DRL21-like LRR repeat region domain-containing protein OS=Escallonia rubra OX=112253 GN=RJ640_012224 PE=4 SV=1	TrEMBL
g432.t1	tr|A0AAV5L137|A0AAV5L137_9ROSI	35.312	674	1054	800	57	9.17e-119	392	Integrase catalytic domain-containing protein OS=Rubroshorea leprosula OX=152421 GN=SLEP1_g39605 PE=4 SV=1	TrEMBL
g432.t1	tr|A0AAV5IBZ7|A0AAV5IBZ7_9ROSI	48.485	429	1054	1017	75	1.03e-115	390	Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Rubroshorea leprosula OX=152421 GN=SLEP1_g10245 PE=4 SV=1	TrEMBL
g432.t1	tr|A0AAV5IBZ7|A0AAV5IBZ7_9ROSI	62.879	132	1054	1017	75	1.14e-44	185	Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Rubroshorea leprosula OX=152421 GN=SLEP1_g10245 PE=4 SV=1	TrEMBL
g432.t1	tr|A0AAV5IBZ7|A0AAV5IBZ7_9ROSI	33.103	290	1054	1017	75	1.22e-36	160	Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Rubroshorea leprosula OX=152421 GN=SLEP1_g10245 PE=4 SV=1	TrEMBL
g432.t1	tr|A0ABY6LDZ4|A0ABY6LDZ4_9ARAC	26.979	1175	1054	1489	98	1.62e-114	395	Integrase catalytic domain-containing protein (Fragment) OS=Cordylochernes scorpioides OX=51811 GN=LAZ67_17002496 PE=4 SV=1	TrEMBL
g433.t1	tr|A0A0N1I2F8|A0A0N1I2F8_LEPSE	41.509	53	85	838	58	0.62	37.0	Putative kinesin OS=Leptomonas seymouri OX=5684 GN=ABL78_7135 PE=3 SV=1	TrEMBL
g433.t1	tr|A0ABQ7R7V8|A0ABQ7R7V8_PLUXY	31.429	70	85	471	68	1.1	36.2	Uncharacterized protein OS=Plutella xylostella OX=51655 GN=JYU34_000507 PE=4 SV=1	TrEMBL
g433.t1	tr|A0A8S4G7U3|A0A8S4G7U3_PLUXY	31.429	70	85	1522	68	1.6	35.8	(diamondback moth) hypothetical protein OS=Plutella xylostella OX=51655 GN=PLXY2_LOCUS15385 PE=4 SV=1	TrEMBL
g433.t1	tr|A0A510NX25|A0A510NX25_TALPI	41.667	60	85	363	66	1.7	35.8	C6 finger domain protein OS=Talaromyces pinophilus OX=128442 GN=TCE0_018r06153 PE=4 SV=1	TrEMBL
g433.t1	tr|A0A836KQ66|A0A836KQ66_9TRYP	40.541	37	85	792	44	1.8	35.8	Kinesin motor domain-containing protein OS=Leishmania orientalis OX=2249476 GN=LSCM4_07159 PE=3 SV=1	TrEMBL
g433.t1	tr|A0A9P0T909|A0A9P0T909_PIEBR	30.263	76	85	2400	89	2.0	35.8	Mediator complex subunit Med12 domain-containing protein OS=Pieris brassicae OX=7116 GN=PIBRA_LOCUS3550 PE=3 SV=1	TrEMBL
g433.t1	tr|A0A9P0T498|A0A9P0T498_PIEBR	30.263	76	85	2404	89	2.1	35.4	Mediator complex subunit Med12 domain-containing protein OS=Pieris brassicae OX=7116 GN=PIBRA_LOCUS3550 PE=3 SV=1	TrEMBL
g433.t1	tr|A0A9P0TAN6|A0A9P0TAN6_PIEBR	30.263	76	85	2403	89	2.1	35.4	Mediator complex subunit Med12 domain-containing protein OS=Pieris brassicae OX=7116 GN=PIBRA_LOCUS3550 PE=3 SV=1	TrEMBL
g433.t1	tr|A0A821NAB3|A0A821NAB3_9NEOP	30.263	76	85	2402	89	2.1	35.4	Mediator complex subunit Med12 domain-containing protein OS=Pieris macdunnoughi OX=345717 GN=PMACD_LOCUS2340 PE=3 SV=1	TrEMBL
g433.t1	tr|A0ABQ8J807|A0ABQ8J807_DERPT	33.803	71	85	523	81	2.1	35.4	Solute carrier 2 (Facilitated glucose transporter) member 8 OS=Dermatophagoides pteronyssinus OX=6956 GN=SLC2A8_1 PE=4 SV=1	TrEMBL
g434.t1	tr|M3A2V1|M3A2V1_PSEFD	35.000	60	68	547	85	0.033	39.7	Uncharacterized protein OS=Pseudocercospora fijiensis (strain CIRAD86) OX=383855 GN=MYCFIDRAFT_86971 PE=4 SV=1	TrEMBL
g434.t1	tr|A0A9P8C1E3|A0A9P8C1E3_9HELO	43.182	44	68	1531	62	0.40	37.0	ZZ-type domain-containing protein OS=Amylocarpus encephaloides OX=45428 GN=BJ875DRAFT_521942 PE=4 SV=1	TrEMBL
g434.t1	tr|Q8MPD8|Q8MPD8_TAESO	36.585	41	68	194	60	1.1	35.4	Ubiquitin thioesterase OTU (Fragment) OS=Taenia solium OX=6204 PE=2 SV=1	TrEMBL
g435.t1	tr|A0A812MBM1|A0A812MBM1_9DINO	32.468	77	101	542	71	0.33	38.5	Transmembrane protein OS=Symbiodinium natans OX=878477 GN=SNAT2548_LOCUS13478 PE=4 SV=1	TrEMBL
g435.t1	tr|A0ACD9NTS4|A0ACD9NTS4_9EURO	30.233	86	101	507	85	0.51	37.7	Uncharacterized protein OS=Penicillium bialowiezense OX=293381 GN=PBIALCAS30_LOCUS8454 PE=4 SV=1	TrEMBL
g435.t1	tr|A0A2K5PG33|A0A2K5PG33_CEBIM	35.556	45	101	381	45	1.4	36.6	Protein kinase domain-containing protein OS=Cebus imitator OX=2715852 PE=4 SV=1	TrEMBL
g435.t1	tr|A0A2K5PG29|A0A2K5PG29_CEBIM	35.556	45	101	373	45	3.0	35.8	Protein kinase domain-containing protein OS=Cebus imitator OX=2715852 PE=4 SV=1	TrEMBL
g435.t1	tr|A0A6A6PGH0|A0A6A6PGH0_9PEZI	33.735	83	101	674	82	4.3	35.4	Zn(2)-C6 fungal-type domain-containing protein OS=Neohortaea acidophila OX=245834 GN=BDY17DRAFT_48604 PE=4 SV=1	TrEMBL
g435.t1	tr|A0A1X7S3G1|A0A1X7S3G1_ZYMT9	31.169	77	101	546	71	6.2	34.7	TRAM domain-containing protein OS=Zymoseptoria tritici (strain ST99CH_3D7) OX=1276538 GN=ZT3D7_G9340 PE=3 SV=1	TrEMBL
g435.t1	tr|A0ABR3H5W3|A0ABR3H5W3_LOXSC	37.097	62	101	367	55	6.2	34.7	Mutant cadherin OS=Loxostege sticticalis OX=481309 GN=ABMA27_010489 PE=4 SV=1	TrEMBL
g435.t1	tr|A0A8S4A044|A0A8S4A044_9EUPU	37.778	45	101	425	45	7.4	34.7	non-specific serine/threonine protein kinase OS=Candidula unifasciata OX=100452 GN=CUNI_LOCUS20647 PE=3 SV=1	TrEMBL
g435.t1	tr|A0ACB9SP40|A0ACB9SP40_HOLOL	35.593	59	101	315	58	8.3	34.3	non-specific serine/threonine protein kinase OS=Holotrichia oblita OX=644536 GN=MML48_8g00006346 PE=3 SV=1	TrEMBL
g435.t1	tr|A0ACB9SRL2|A0ACB9SRL2_HOLOL	35.593	59	101	315	58	8.3	34.3	non-specific serine/threonine protein kinase OS=Holotrichia oblita OX=644536 GN=MML48_8g00015688 PE=3 SV=1	TrEMBL
g436.t1	tr|A9V8S3|A9V8S3_MONBE	31.884	69	139	659	50	6.5	35.8	DNA-(apurinic or apyrimidinic site) lyase OS=Monosiga brevicollis OX=81824 GN=MONBRDRAFT_28647 PE=3 SV=1	TrEMBL
g436.t1	tr|A0ABR3XGK2|A0ABR3XGK2_9PEZI	32.812	64	139	361	46	6.5	35.8	DUF676 domain-containing protein OS=Diaporthe australafricana OX=127596 GN=Daus18300_003397 PE=4 SV=1	TrEMBL
g437.t1	tr|A0A4C1XYA4|A0A4C1XYA4_EUMVA	96.798	406	406	406	100	0.0	818	Dopamine receptor 2 OS=Eumeta variegata OX=151549 GN=Dop1R2 PE=3 SV=1	TrEMBL
g437.t1	tr|A0A8J9V552|A0A8J9V552_9NEOP	92.287	376	406	474	93	0.0	699	G-protein coupled receptors family 1 profile domain-containing protein (Fragment) OS=Brenthis ino OX=405034 GN=BINO364_LOCUS16636 PE=3 SV=1	TrEMBL
g437.t1	tr|A0A8J9VHN0|A0A8J9VHN0_9NEOP	92.287	376	406	467	93	0.0	698	G-protein coupled receptors family 1 profile domain-containing protein (Fragment) OS=Brenthis ino OX=405034 GN=BINO364_LOCUS16636 PE=3 SV=1	TrEMBL
g437.t1	tr|A0AAV1J812|A0AAV1J812_9NEOP	90.181	387	406	422	95	0.0	696	G-protein coupled receptors family 1 profile domain-containing protein OS=Leptosia nina OX=320188 GN=LNINA_LOCUS5214 PE=3 SV=1	TrEMBL
g437.t1	tr|Q5TLF1|Q5TLF1_PAPXU	90.838	382	406	475	94	0.0	694	Dopamine receptor OS=Papilio xuthus OX=66420 GN=DopR PE=3 SV=1	TrEMBL
g437.t1	tr|A0ABM3MRW2|A0ABM3MRW2_GALME	91.123	383	406	467	94	0.0	694	Dopamine receptor 2-like OS=Galleria mellonella OX=7137 GN=LOC113520352 PE=3 SV=1	TrEMBL
g437.t1	tr|A0A821WCB4|A0A821WCB4_9NEOP	92.453	371	406	420	91	0.0	693	G-protein coupled receptors family 1 profile domain-containing protein OS=Pieris macdunnoughi OX=345717 GN=PMACD_LOCUS12972 PE=3 SV=1	TrEMBL
g437.t1	tr|A0A9P0TAK3|A0A9P0TAK3_PIEBR	92.183	371	406	420	91	0.0	693	G-protein coupled receptors family 1 profile domain-containing protein OS=Pieris brassicae OX=7116 GN=PIBRA_LOCUS4762 PE=3 SV=1	TrEMBL
g437.t1	tr|A0A194Q7J3|A0A194Q7J3_PAPXU	90.838	382	406	478	94	0.0	693	Dopamine receptor 2 OS=Papilio xuthus OX=66420 GN=RR46_03740 PE=3 SV=1	TrEMBL
g437.t1	tr|A0ABM3LZ76|A0ABM3LZ76_BICAN	90.789	380	406	466	94	0.0	692	Dopamine receptor 2-like OS=Bicyclus anynana OX=110368 GN=LOC112056723 PE=3 SV=1	TrEMBL
g438.t1	tr|A0A4C1UYD3|A0A4C1UYD3_EUMVA	79.310	145	145	1520	100	3.06e-73	246	Breast cancer type 2 susceptibility protein homolog OS=Eumeta variegata OX=151549 GN=Brca2 PE=4 SV=1	TrEMBL
g438.t1	tr|A0A9R0DJ43|A0A9R0DJ43_SPOFR	61.111	144	145	2349	99	2.57e-54	192	Breast cancer type 2 susceptibility protein homolog OS=Spodoptera frugiperda OX=7108 GN=LOC118280426 PE=4 SV=1	TrEMBL
g438.t1	tr|A0ACC2Q410|A0ACC2Q410_9NEOP	59.028	144	145	2402	99	1.13e-49	179	Uncharacterized protein OS=Mythimna loreyi OX=667449 GN=PYW08_011008 PE=4 SV=1	TrEMBL
g438.t1	tr|A0A9P0I8K5|A0A9P0I8K5_SPOLI	59.310	145	145	1774	100	1.73e-49	178	Uncharacterized protein OS=Spodoptera littoralis OX=7109 GN=SPLIT_LOCUS7573 PE=4 SV=1	TrEMBL
g438.t1	tr|A0AAV1LFL0|A0AAV1LFL0_9NEOP	58.621	145	145	2670	100	2.06e-48	175	Breast cancer type 2 susceptibility protein OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS12726 PE=4 SV=1	TrEMBL
g438.t1	tr|A0AAV1LCT1|A0AAV1LCT1_9NEOP	58.621	145	145	2674	100	2.06e-48	175	Breast cancer type 2 susceptibility protein OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS12726 PE=4 SV=1	TrEMBL
g438.t1	tr|A0A8J2VV05|A0A8J2VV05_9NEOP	55.172	145	145	2153	100	3.49e-48	174	Glycogen [starch] synthase OS=Danaus chrysippus OX=151541 GN=DCHRY22_LOCUS12204 PE=3 SV=1	TrEMBL
g438.t1	tr|A0A7E5W2F4|A0A7E5W2F4_TRINI	60.000	145	145	2407	100	1.36e-47	172	Breast cancer type 2 susceptibility protein homolog OS=Trichoplusia ni OX=7111 GN=LOC113498750 PE=4 SV=1	TrEMBL
g438.t1	tr|A0A8S3WA64|A0A8S3WA64_PARAO	57.931	145	145	2272	100	1.63e-47	172	(apollo) hypothetical protein OS=Parnassius apollo OX=110799 GN=PAPOLLO_LOCUS3840 PE=4 SV=1	TrEMBL
g438.t1	tr|A0A8S4HXV3|A0A8S4HXV3_9NEOP	62.069	145	145	2096	100	2.11e-47	172	Breast cancer type 2 susceptibility protein (Fragment) OS=Brenthis ino OX=405034 GN=BINO364_LOCUS51 PE=4 SV=1	TrEMBL
g439.t1	tr|A0AAU9UWS2|A0AAU9UWS2_EUPED	71.642	201	203	1549	99	1.13e-92	304	RNA-directed DNA polymerase OS=Euphydryas editha OX=104508 GN=EEDITHA_LOCUS16730 PE=4 SV=1	TrEMBL
g439.t1	tr|A0AAU9UV06|A0AAU9UV06_EUPED	69.697	198	203	582	97	1.20e-92	290	RNA-directed DNA polymerase OS=Euphydryas editha OX=104508 GN=EEDITHA_LOCUS17794 PE=4 SV=1	TrEMBL
g439.t1	tr|A0AAU9V0A8|A0AAU9V0A8_EUPED	69.697	198	203	619	97	2.51e-92	290	RNA-directed DNA polymerase OS=Euphydryas editha OX=104508 GN=EEDITHA_LOCUS17794 PE=4 SV=1	TrEMBL
g439.t1	tr|A0A4C1U8I3|A0A4C1U8I3_EUMVA	60.804	199	203	955	98	4.70e-77	256	RNA-directed DNA polymerase OS=Eumeta variegata OX=151549 GN=EVAR_13908_1 PE=4 SV=1	TrEMBL
g439.t1	tr|A0A8S1ABF4|A0A8S1ABF4_ARCPL	59.788	189	203	231	93	1.09e-76	237	Integrase catalytic domain-containing protein OS=Arctia plantaginis OX=874455 GN=APLA_LOCUS8971 PE=4 SV=1	TrEMBL
g439.t1	tr|A0A6J2J8F1|A0A6J2J8F1_BOMMA	59.375	192	203	319	95	1.12e-76	240	Protein NYNRIN-like OS=Bombyx mandarina OX=7092 GN=LOC114239506 PE=4 SV=1	TrEMBL
g439.t1	tr|A0A921ZQ62|A0A921ZQ62_MANSE	52.020	198	203	273	98	2.22e-71	225	Integrase catalytic domain-containing protein OS=Manduca sexta OX=7130 GN=O3G_MSEX012944 PE=4 SV=1	TrEMBL
g439.t1	tr|A0AAV1L3L1|A0AAV1L3L1_9NEOP	57.672	189	203	375	93	4.24e-71	228	RNA-directed DNA polymerase OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS10339 PE=4 SV=1	TrEMBL
g439.t1	tr|A0A6J2K0G8|A0A6J2K0G8_BOMMA	53.030	198	203	1613	98	2.55e-65	226	RNA-directed DNA polymerase OS=Bombyx mandarina OX=7092 GN=LOC114245752 PE=4 SV=1	TrEMBL
g439.t1	tr|A0AAV8VFU4|A0AAV8VFU4_9CUCU	51.232	203	203	457	99	7.53e-64	212	RNA-directed DNA polymerase OS=Exocentrus adspersus OX=1586481 GN=NQ315_002434 PE=4 SV=1	TrEMBL
g440.t1	tr|A0A8S4QE49|A0A8S4QE49_9NEOP	93.617	47	80	119	59	3.06e-22	90.5	Jg24943 protein (Fragment) OS=Pararge aegeria aegeria OX=348720 GN=jg24943 PE=4 SV=1	TrEMBL
g440.t1	tr|A0A212F440|A0A212F440_DANPL	77.419	62	80	272	78	4.69e-22	94.0	Y-box protein OS=Danaus plexippus plexippus OX=278856 GN=KGM_209686 PE=4 SV=1	TrEMBL
g440.t1	tr|A0AAV1L4B3|A0AAV1L4B3_9NEOP	93.617	47	80	244	59	4.90e-22	93.6	CSD domain-containing protein OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS9402 PE=4 SV=1	TrEMBL
g440.t1	tr|A0A835GJD2|A0A835GJD2_SPOEX	93.617	47	80	246	59	8.05e-22	92.8	CSD domain-containing protein (Fragment) OS=Spodoptera exigua OX=7107 GN=HW555_005344 PE=4 SV=1	TrEMBL
