gene_id	protein_id	top_hit_sseqid	top_hit_accession	top_hit_identity_pct	top_hit_query_coverage_pct	top_hit_evalue	top_hit_bitscore	top_hit_description	interpro_evidence	phylo_success	phylo_sequence_count	alignment_length	trimmed_alignment_length	iqtree_model	ufboot_mean_pct	ufboot_min_pct	ufboot_max_pct	ufboot_nodes	sh_alrt_mean_pct	sh_alrt_min_pct	sh_alrt_max_pct	sh_alrt_nodes	phylo_error
g15564.t1	g15564.t1	tr|A0A4C1SSS0|A0A4C1SSS0_EUMVA	A0A4C1SSS0	81.163	100	0.0	722.0	tr|A0A4C1SSS0|A0A4C1SSS0_EUMVA Carboxypeptidase B OS=Eumeta variegata OX=151549 GN=Cpb1 PE=3 SV=1	G3DSA:3.40.630.10: Zn peptidases; SSF54897: Protease propeptides/inhibitors; G3DSA:3.40.630.10:FF:000084: Carboxypeptidase B2; SM00631: zn_carb; InterPro=IPR000834; PF02244: Carboxypeptidase activation peptide; InterPro=IPR003146; PR00765: Carboxypeptidase A metalloprotease (M14) family signature; PTHR11705: PROTEASE FAMILY M14 CARBOXYPEPTIDASE A,B; PS00132: Zinc carboxypeptidases, zinc-binding region 1 signature.; InterPro=IPR057246; PS52035: Peptidase family M14 domain profile.; SSF53187: Zn-dependent exopeptidases; cd06248: M14_CP_insect; PF00246: Zinc carboxypeptidase; G3DSA:3.30.70.340: -; InterPro=IPR036990	True	11	466	429	Q.PFAM+G4	76.25	27.0	100.0	8	87.8125	37.5	100.0	8	
g3535.t1	g3535.t1	tr|A0A4C1Z130|A0A4C1Z130_EUMVA	A0A4C1Z130	78.555	100	0.0	700.0	Serine protease inhibitor 77Ba OS=Eumeta variegata OX=151549 GN=Spn77Ba PE=3 SV=1	G3DSA:3.30.497.10: Antithrombin, subunit I, domain 2; InterPro=IPR042178; PTHR11461: SERINE PROTEASE INHIBITOR, SERPIN; InterPro=IPR000215; SSF56574: Serpins; InterPro=IPR036186; cd19598: serpin77Ba-like_insects; PF00079: Serpin (serine protease inhibitor); InterPro=IPR023796; G3DSA:2.30.39.10: -; InterPro=IPR042185; SM00093: serpin2	True	11	433	407	Q.YEAST+I+G4	83.625	45.0	100.0	8	80.2	19.1	100.0	8	
g15566.t1	g15566.t1	tr|A0A4C1SSS2|A0A4C1SSS2_EUMVA	A0A4C1SSS2	80.288	100	0.0	697.0	tr|A0A4C1SSS2|A0A4C1SSS2_EUMVA Carboxypeptidase A2 OS=Eumeta variegata OX=151549 GN=Cpa2 PE=3 SV=1	SSF54897: Protease propeptides/inhibitors; G3DSA:3.40.630.10:FF:000084: Carboxypeptidase B2; G3DSA:3.30.70.340: -; InterPro=IPR036990; SM00631: zn_carb; InterPro=IPR000834; PTHR11705: PROTEASE FAMILY M14 CARBOXYPEPTIDASE A,B; PF00246: Zinc carboxypeptidase; PS52035: Peptidase family M14 domain profile.; PF02244: Carboxypeptidase activation peptide; InterPro=IPR003146; G3DSA:3.40.630.10: Zn peptidases; SSF53187: Zn-dependent exopeptidases	True	11	482	407	Q.PLANT+G4	81.625	40.0	100.0	8	85.9625	47.3	100.0	8	
g14449.t1	g14449.t1	tr|A0A4C1U540|A0A4C1U540_EUMVA	A0A4C1U540	79.71	95	0.0	696.0	tr|A0A4C1U540|A0A4C1U540_EUMVA Acetylcholine receptor subunit alpha-like 2 OS=Eumeta variegata OX=151549 GN=nAChRalpha2 PE=4 SV=1	G3DSA:2.70.170.10: -; InterPro=IPR036734; PR00252: Neurotransmitter-gated ion channel family signature; InterPro=IPR006201; PF02931: Neurotransmitter-gated ion-channel ligand binding domain; InterPro=IPR006202; cd18989: LGIC_ECD_cation; SSF90112: Neurotransmitter-gated ion-channel transmembrane pore; InterPro=IPR036719; G3DSA:2.70.170.10:FF:000028: AcetylCholine Receptor; PTHR18945: NEUROTRANSMITTER GATED ION CHANNEL; G3DSA:1.20.58.390: -; InterPro=IPR038050; SSF63712: Nicotinic receptor ligand binding domain-like	True	11	474	419	Q.PLANT+G4	92.0	70.0	100.0	8	94.2	78.9	100.0	8	
g2844.t1	g2844.t1	tr|A0A4C1YXT1|A0A4C1YXT1_EUMVA	A0A4C1YXT1	79.167	100	0.0	692.0	Lipase OS=Eumeta variegata OX=151549 GN=Lip1 PE=3 SV=1	G3DSA:3.40.50.1820:FF:000057: Lipase; G3DSA:3.40.50.1820: alpha/beta hydrolase; InterPro=IPR029058; PTHR11005: LYSOSOMAL ACID LIPASE-RELATED; PIRSF000862: Steryl_ester_lip; InterPro=IPR025483; PF04083: Partial alpha/beta-hydrolase lipase region; InterPro=IPR006693; SSF53474: alpha/beta-Hydrolases	True	11	532	420	LG+I+G4	83.375	29.0	100.0	8	84.46249999999999	16.7	100.0	8	
g6034.t3	g6034.t3	tr|A0A8J9VST8|A0A8J9VST8_9NEOP	A0A8J9VST8	82.902	100	0.0	684.0	Angiotensin-converting enzyme (Fragment) OS=Brenthis ino OX=405034 GN=BINO364_LOCUS14300 PE=3 SV=1	"PR00791: Peptidyl-dipeptidase A (M2) metalloprotease family signature; InterPro=IPR001548; PS52011: Peptidase family M2 domain profile.; G3DSA:1.10.1370.30: -; PTHR10514: ANGIOTENSIN-CONVERTING ENZYME; SSF55486: Metalloproteases (""zincins""), catalytic domain; PF01401: Angiotensin-converting enzyme; cd06461: M2_ACE"	True	11	1364	639	LG+G4	81.125	37.0	100.0	8	89.05	68.9	99.4	8	
g3537.t1	g3537.t1	tr|A0A4C1Z4C9|A0A4C1Z4C9_EUMVA	A0A4C1Z4C9	81.061	100	0.0	676.0	Serine protease inhibitor 77Ba OS=Eumeta variegata OX=151549 GN=Spn77Ba PE=3 SV=1	G3DSA:2.30.39.10: -; InterPro=IPR042185; G3DSA:3.30.497.10: Antithrombin, subunit I, domain 2; InterPro=IPR042178; PTHR11461: SERINE PROTEASE INHIBITOR, SERPIN; InterPro=IPR000215; PS00284: Serpins signature.; InterPro=IPR023795; PF00079: Serpin (serine protease inhibitor); InterPro=IPR023796; SSF56574: Serpins; InterPro=IPR036186; cd19598: serpin77Ba-like_insects; SM00093: serpin2	True	11	403	396	Q.YEAST+G4	90.375	38.0	100.0	8	85.9875	0.0	100.0	8	
g1854.t1	g1854.t1	tr|A0A4C1YY61|A0A4C1YY61_EUMVA	A0A4C1YY61	77.696	100	0.0	671.0	CHK kinase-like domain-containing protein OS=Eumeta variegata OX=151549 GN=EVAR_49423_1 PE=4 SV=1	G3DSA:3.90.1200.10: -; Coil: Coil; PTHR11012: PROTEIN KINASE-LIKE DOMAIN-CONTAINING; PF02958: Ecdysteroid kinase-like family; InterPro=IPR004119; SSF56112: Protein kinase-like (PK-like); InterPro=IPR011009; SM00587: 121neu2hmm; InterPro=IPR015897	True	11	429	416	Q.PLANT+F+G4	75.875	40.0	100.0	8	85.925	66.1	100.0	8	
g17633.t1	g17633.t1	tr|A0A4C1YXT1|A0A4C1YXT1_EUMVA	A0A4C1YXT1	76.633	98	0.0	660.0	tr|A0A4C1YXT1|A0A4C1YXT1_EUMVA Lipase OS=Eumeta variegata OX=151549 GN=Lip1 PE=3 SV=1	SSF53474: alpha/beta-Hydrolases; InterPro=IPR029058; PTHR11005: LYSOSOMAL ACID LIPASE-RELATED; G3DSA:3.40.50.1820:FF:000057: Lipase; G3DSA:3.40.50.1820: alpha/beta hydrolase; PIRSF000862: Steryl_ester_lip; InterPro=IPR025483; PF04083: Partial alpha/beta-hydrolase lipase region; InterPro=IPR006693	True	11	532	420	LG+I+G4	85.875	40.0	100.0	8	88.8125	46.9	100.0	8	
g19140.t1	g19140.t1	tr|A0A4C1YXT1|A0A4C1YXT1_EUMVA	A0A4C1YXT1	76.131	98	0.0	659.0	tr|A0A4C1YXT1|A0A4C1YXT1_EUMVA Lipase OS=Eumeta variegata OX=151549 GN=Lip1 PE=3 SV=1	G3DSA:3.40.50.1820:FF:000057: Lipase; PIRSF000862: Steryl_ester_lip; InterPro=IPR025483; G3DSA:3.40.50.1820: alpha/beta hydrolase; InterPro=IPR029058; PTHR11005: LYSOSOMAL ACID LIPASE-RELATED; PF04083: Partial alpha/beta-hydrolase lipase region; InterPro=IPR006693; SSF53474: alpha/beta-Hydrolases	True	11	530	412	LG+I+G4	94.5	58.0	100.0	8	92.8875	46.6	100.0	8	
g1541.t1	g1541.t1	tr|A0A4C1UM74|A0A4C1UM74_EUMVA	A0A4C1UM74	83.646	98	0.0	657.0	CLIP domain-containing serine protease OS=Eumeta variegata OX=151549 GN=Sp7 PE=3 SV=1	SM00680: clip; InterPro=IPR022700; PS51888: Clip domain profile.; G3DSA:2.40.10.10: -; G3DSA:3.30.1640.30:FF:000001: Serine protease 7; PS00134: Serine proteases, trypsin family, histidine active site.; InterPro=IPR018114; PTHR24256: TRYPTASE-RELATED; InterPro=IPR051487; PS50240: Serine proteases, trypsin domain profile.; InterPro=IPR001254; G3DSA:2.40.10.10:FF:000028: Serine protease easter; SM00020: trypsin_2; PF12032: Regulatory CLIP domain of proteinases; PF00089: Trypsin; SSF50494: Trypsin-like serine proteases; InterPro=IPR009003; PS00135: Serine proteases, trypsin family, serine active site.; InterPro=IPR033116; PR00722: Chymotrypsin serine protease family (S1) signature; InterPro=IPR001314; G3DSA:3.30.1640.30: -; InterPro=IPR038565; cd00190: Tryp_SPc; G3DSA:2.40.10.10:FF:000002: Transmembrane protease serine; mobidb-lite: consensus disorder prediction	True	11	479	382	JTTDCMUT+G4	90.125	55.0	100.0	8	91.8875	62.3	100.0	8	
g15120.t1	g15120.t1	tr|A0A4C1XS72|A0A4C1XS72_EUMVA	A0A4C1XS72	71.694	98	0.0	646.0	tr|A0A4C1XS72|A0A4C1XS72_EUMVA Cytochrome P450 CYP12A2 OS=Eumeta variegata OX=151549 GN=CYP12A2 PE=3 SV=1	PR00463: E-class P450 group I signature; InterPro=IPR002401; PF00067: Cytochrome P450; InterPro=IPR001128; SSF48264: Cytochrome P450; InterPro=IPR036396; G3DSA:1.10.630.10: Cytochrome P450; cd11054: CYP24A1-like; PTHR24279: CYTOCHROME P450; InterPro=IPR050479; PS00086: Cytochrome P450 cysteine heme-iron ligand signature.; InterPro=IPR017972; PR00385: P450 superfamily signature	True	11	759	505	Q.PLANT+G4	85.25	48.0	100.0	8	83.6125	25.7	100.0	8	
g4892.t1	g4892.t1	tr|A0A4C1W6C4|A0A4C1W6C4_EUMVA	A0A4C1W6C4	74.436	99	0.0	645.0	CHK kinase-like domain-containing protein OS=Eumeta variegata OX=151549 GN=EVAR_28039_1 PE=4 SV=1	G3DSA:3.90.1200.10: -; SSF56112: Protein kinase-like (PK-like); InterPro=IPR011009; PTHR11012: PROTEIN KINASE-LIKE DOMAIN-CONTAINING; SM00587: 121neu2hmm; InterPro=IPR015897; PF02958: Ecdysteroid kinase-like family; InterPro=IPR004119	True	11	545	355	LG+I+G4	79.75	43.0	100.0	8	81.075	33.0	100.0	8	
g3709.t1	g3709.t1	tr|A0A4C1UDU1|A0A4C1UDU1_EUMVA	A0A4C1UDU1	83.611	100	0.0	639.0	Lipase member H-A OS=Eumeta variegata OX=151549 GN=liph-a PE=3 SV=1	SSF53474: alpha/beta-Hydrolases; InterPro=IPR029058; PF00151: Lipase; InterPro=IPR013818; G3DSA:3.40.50.1820: alpha/beta hydrolase; PTHR11610: LIPASE; InterPro=IPR000734	True	11	438	360	LG+I+G4	85.625	53.0	100.0	8	85.0875	35.2	100.0	8	
g4893.t1	g4893.t1	tr|A0A4C1W8H4|A0A4C1W8H4_EUMVA	A0A4C1W8H4	74.937	100	0.0	630.0	CHK kinase-like domain-containing protein OS=Eumeta variegata OX=151549 GN=EVAR_28043_1 PE=4 SV=1	PTHR11012: PROTEIN KINASE-LIKE DOMAIN-CONTAINING; SSF56112: Protein kinase-like (PK-like); InterPro=IPR011009; PF02958: Ecdysteroid kinase-like family; InterPro=IPR004119; G3DSA:3.90.1200.10: -; SM00587: 121neu2hmm; InterPro=IPR015897	True	11	467	364	LG+I+G4	93.375	73.0	100.0	8	94.475	74.9	100.0	8	
g11500.t1	g11500.t1	sp|Q9GV28|IDGFL_BOMMO	Q9GV28	72.662	94	0.0	625.0	Chitinase-like protein EN03 OS=Bombyx mori OX=7091 GN=EN03 PE=1 SV=1	PS51910: Glycosyl hydrolases family 18 (GH18) domain profile.; InterPro=IPR001223; G3DSA:3.10.50.10: -; InterPro=IPR029070; SSF54556: Chitinase insertion domain; G3DSA:3.20.20.80:FF:000071: Imaginal disc growth factor; PTHR11177: CHITINASE; InterPro=IPR050314; G3DSA:3.20.20.80: Glycosidases; PF00704: Glycosyl hydrolases family 18; SM00636: 2g34; InterPro=IPR011583; SSF51445: (Trans)glycosidases; InterPro=IPR017853	True	11	464	446	Q.PFAM+G4	87.625	39.0	100.0	8	84.1	3.1	100.0	8	
g17098.t1	g17098.t1	tr|A0A4C1YA79|A0A4C1YA79_EUMVA	A0A4C1YA79	73.872	100	0.0	619.0	tr|A0A4C1YA79|A0A4C1YA79_EUMVA CHK kinase-like domain-containing protein OS=Eumeta variegata OX=151549 GN=EVAR_48852_1 PE=4 SV=1	PTHR11012: PROTEIN KINASE-LIKE DOMAIN-CONTAINING; PF02958: Ecdysteroid kinase-like family; InterPro=IPR004119; SSF56112: Protein kinase-like (PK-like); InterPro=IPR011009; G3DSA:3.90.1200.10: -; SM00587: 121neu2hmm; InterPro=IPR015897	True	11	426	415	Q.PLANT+I+G4	85.875	61.0	100.0	8	79.7375	25.1	100.0	8	
g2464.t1	g2464.t1	tr|A0A4C1YFG7|A0A4C1YFG7_EUMVA	A0A4C1YFG7	82.173	98	0.0	603.0	Ecdysteroid UDP-glucosyltransferase OS=Eumeta variegata OX=151549 GN=EGT PE=3 SV=1	G3DSA:3.40.50.2000: Glycogen Phosphorylase B;; PF00201: UDP-glucoronosyl and UDP-glucosyl transferase; InterPro=IPR002213; PTHR48043: EG:EG0003.4 PROTEIN-RELATED; InterPro=IPR050271; cd03784: GT1_Gtf-like; SSF53756: UDP-Glycosyltransferase/glycogen phosphorylase	True	11	569	501	LG+G4	90.375	62.0	100.0	8	92.9125	64.2	100.0	8	
g17097.t1	g17097.t1	tr|A0A4C1YDZ7|A0A4C1YDZ7_EUMVA	A0A4C1YDZ7	74.677	93	0.0	590.0	tr|A0A4C1YDZ7|A0A4C1YDZ7_EUMVA CHK kinase-like domain-containing protein OS=Eumeta variegata OX=151549 GN=EVAR_48853_1 PE=4 SV=1	PTHR11012: PROTEIN KINASE-LIKE DOMAIN-CONTAINING; SSF56112: Protein kinase-like (PK-like); InterPro=IPR011009; G3DSA:3.90.1200.10: -; SM00587: 121neu2hmm; InterPro=IPR015897; PF02958: Ecdysteroid kinase-like family; InterPro=IPR004119	True	11	423	416	Q.YEAST+I+G4	89.75	69.0	100.0	8	88.625	54.5	100.0	8	
g94.t1	g94.t1	tr|A0A4C1W5T8|A0A4C1W5T8_EUMVA	A0A4C1W5T8	85.41	100	0.0	588.0	Aminopeptidase OS=Eumeta variegata OX=151549 GN=EVAR_95141_1 PE=3 SV=1	G3DSA:1.25.50.20: -; PTHR11533: PROTEASE M1 ZINC METALLOPROTEASE; InterPro=IPR050344; PF11838: ERAP1-like C-terminal domain; InterPro=IPR024571	True	11	1979	947	WAG+F+I	86.125	62.0	100.0	8	92.575	75.9	100.0	8	
g2100.t1	g2100.t1	tr|A0A4C1SI89|A0A4C1SI89_EUMVA	A0A4C1SI89	87.898	98	0.0	587.0	Lipase domain-containing protein OS=Eumeta variegata OX=151549 GN=EVAR_70587_1 PE=3 SV=1	PR00821: Triacylglycerol lipase family signature; InterPro=IPR000734; PTHR11610: LIPASE; PF00151: Lipase; InterPro=IPR013818; G3DSA:3.40.50.1820: alpha/beta hydrolase; InterPro=IPR029058; SSF53474: alpha/beta-Hydrolases	True	11	428	340	LG+G4	75.25	44.0	100.0	8	85.0	58.0	100.0	8	
g16245.t1	g16245.t1	tr|A0A4C1Z3B3|A0A4C1Z3B3_EUMVA	A0A4C1Z3B3	66.274	100	0.0	585.0	tr|A0A4C1Z3B3|A0A4C1Z3B3_EUMVA Serine protease inhibitor 77Ba OS=Eumeta variegata OX=151549 GN=Spn77Ba PE=3 SV=1	SM00093: serpin2; InterPro=IPR023796; SSF56574: Serpins; InterPro=IPR036186; PF00079: Serpin (serine protease inhibitor); G3DSA:2.30.39.10: -; InterPro=IPR042185; PS00284: Serpins signature.; InterPro=IPR023795; PTHR11461: SERINE PROTEASE INHIBITOR, SERPIN; InterPro=IPR000215; PS51257: Prokaryotic membrane lipoprotein lipid attachment site profile.; G3DSA:3.30.497.10: Antithrombin, subunit I, domain 2; InterPro=IPR042178	True	11	1259	357	CPREV+G4	90.0	43.0	100.0	8	85.0375	3.0	100.0	8	
g4086.t1	g4086.t1	tr|A0A4C1TFB7|A0A4C1TFB7_EUMVA	A0A4C1TFB7	88.509	96	0.0	582.0	Pancreatic triacylglycerol lipase OS=Eumeta variegata OX=151549 GN=PNLIP PE=3 SV=1	PTHR11610: LIPASE; InterPro=IPR000734; SSF53474: alpha/beta-Hydrolases; InterPro=IPR029058; cd00707: Pancreat_lipase_like; InterPro=IPR033906; PR00821: Triacylglycerol lipase family signature; G3DSA:3.40.50.1820: alpha/beta hydrolase; PF00151: Lipase; InterPro=IPR013818	True	11	339	332	LG+F+G4	77.375	48.0	100.0	8	76.7625	14.3	100.0	8	
g8856.t1	g8856.t1	tr|A0A4C1V0P1|A0A4C1V0P1_EUMVA	A0A4C1V0P1	75.35	91	0.0	580.0	Serine protease inhibitor 77Ba OS=Eumeta variegata OX=151549 GN=Spn77Ba PE=3 SV=1	SM00093: serpin2; InterPro=IPR023796; PS00284: Serpins signature.; InterPro=IPR023795; PTHR11461: SERINE PROTEASE INHIBITOR, SERPIN; InterPro=IPR000215; SSF56574: Serpins; InterPro=IPR036186; G3DSA:2.30.39.10: -; InterPro=IPR042185; PF00079: Serpin (serine protease inhibitor); G3DSA:3.30.497.10: Antithrombin, subunit I, domain 2; InterPro=IPR042178	True	11	405	399	Q.PLANT+G4	89.75	48.0	100.0	8	88.7	35.0	100.0	8	
g4085.t1	g4085.t1	tr|A0A4C1TID5|A0A4C1TID5_EUMVA	A0A4C1TID5	85.373	96	0.0	579.0	Pancreatic triacylglycerol lipase OS=Eumeta variegata OX=151549 GN=PNLIP PE=3 SV=1	cd00707: Pancreat_lipase_like; InterPro=IPR033906; PR00821: Triacylglycerol lipase family signature; InterPro=IPR000734; PTHR11610: LIPASE; SSF53474: alpha/beta-Hydrolases; InterPro=IPR029058; G3DSA:3.40.50.1820: alpha/beta hydrolase; PF00151: Lipase; InterPro=IPR013818	True	11	759	336	WAG+G4	73.625	19.0	100.0	8	90.0	67.8	100.0	8	
g4083.t1	g4083.t1	tr|A0A4C1TID5|A0A4C1TID5_EUMVA	A0A4C1TID5	84.478	96	0.0	577.0	Pancreatic triacylglycerol lipase OS=Eumeta variegata OX=151549 GN=PNLIP PE=3 SV=1	cd00707: Pancreat_lipase_like; InterPro=IPR033906; PTHR11610: LIPASE; InterPro=IPR000734; G3DSA:3.40.50.1820: alpha/beta hydrolase; InterPro=IPR029058; PR00821: Triacylglycerol lipase family signature; SSF53474: alpha/beta-Hydrolases; PF00151: Lipase; InterPro=IPR013818	True	11	757	334	WAG+G4	88.625	71.0	100.0	8	93.175	80.8	100.0	8	
g4084.t1	g4084.t1	tr|A0A4C1TID5|A0A4C1TID5_EUMVA	A0A4C1TID5	83.881	96	0.0	576.0	Pancreatic triacylglycerol lipase OS=Eumeta variegata OX=151549 GN=PNLIP PE=3 SV=1	G3DSA:3.40.50.1820: alpha/beta hydrolase; InterPro=IPR029058; cd00707: Pancreat_lipase_like; InterPro=IPR033906; PR00821: Triacylglycerol lipase family signature; InterPro=IPR000734; PF00151: Lipase; InterPro=IPR013818; PTHR11610: LIPASE; SSF53474: alpha/beta-Hydrolases	True	11	749	334	WAG+G4	70.5	33.0	100.0	8	82.6	28.3	100.0	8	
g4082.t1	g4082.t1	tr|A0A4C1TFB7|A0A4C1TFB7_EUMVA	A0A4C1TFB7	86.025	96	0.0	572.0	Pancreatic triacylglycerol lipase OS=Eumeta variegata OX=151549 GN=PNLIP PE=3 SV=1	SSF53474: alpha/beta-Hydrolases; InterPro=IPR029058; G3DSA:3.40.50.1820: alpha/beta hydrolase; cd00707: Pancreat_lipase_like; InterPro=IPR033906; PR00821: Triacylglycerol lipase family signature; InterPro=IPR000734; PF00151: Lipase; InterPro=IPR013818; PTHR11610: LIPASE	True	11	339	332	Q.PFAM+F+G4	65.25	26.0	100.0	8	90.0625	79.0	100.0	8	
g8855.t1	g8855.t1	tr|A0A4C1V1Z8|A0A4C1V1Z8_EUMVA	A0A4C1V1Z8	69.674	100	0.0	563.0	Serine protease inhibitor 77Ba OS=Eumeta variegata OX=151549 GN=Spn77Ba PE=3 SV=1	PTHR11461: SERINE PROTEASE INHIBITOR, SERPIN; InterPro=IPR000215; SM00093: serpin2; InterPro=IPR023796; G3DSA:3.30.497.10: Antithrombin, subunit I, domain 2; InterPro=IPR042178; PS51257: Prokaryotic membrane lipoprotein lipid attachment site profile.; PS00284: Serpins signature.; InterPro=IPR023795; SSF56574: Serpins; InterPro=IPR036186; G3DSA:2.30.39.10: -; InterPro=IPR042185; PF00079: Serpin (serine protease inhibitor)	True	11	408	399	Q.YEAST+I+G4	78.625	51.0	100.0	8	82.55	33.3	100.0	8	
g3538.t1	g3538.t1	tr|A0A4C1Z440|A0A4C1Z440_EUMVA	A0A4C1Z440	73.641	99	0.0	563.0	Serine protease inhibitor 77Ba OS=Eumeta variegata OX=151549 GN=Spn77Ba PE=3 SV=1	G3DSA:2.30.39.10: -; InterPro=IPR042185; G3DSA:3.30.497.10: Antithrombin, subunit I, domain 2; InterPro=IPR042178; PS00284: Serpins signature.; InterPro=IPR023795; SM00093: serpin2; InterPro=IPR023796; PF00079: Serpin (serine protease inhibitor); PTHR11461: SERINE PROTEASE INHIBITOR, SERPIN; InterPro=IPR000215; SSF56574: Serpins; InterPro=IPR036186	True	11	1259	354	Q.PLANT+G4	89.375	50.0	100.0	8	85.1375	18.4	100.0	8	
g16240.t1	g16240.t1	tr|A0A4C1ZIZ2|A0A4C1ZIZ2_EUMVA	A0A4C1ZIZ2	67.885	96	0.0	558.0	tr|A0A4C1ZIZ2|A0A4C1ZIZ2_EUMVA Serine protease inhibitor 77Ba OS=Eumeta variegata OX=151549 GN=Spn77Ba PE=3 SV=1	PF00079: Serpin (serine protease inhibitor); InterPro=IPR023796; SM00093: serpin2; SSF56574: Serpins; InterPro=IPR036186; G3DSA:3.30.497.10: Antithrombin, subunit I, domain 2; InterPro=IPR042178; PTHR11461: SERINE PROTEASE INHIBITOR, SERPIN; InterPro=IPR000215; G3DSA:2.30.39.10: -; InterPro=IPR042185	True	11	428	395	Q.YEAST+G4	80.5	39.0	100.0	8	76.175	0.0	100.0	8	
g6292.t1	g6292.t1	tr|A0A4C1SS19|A0A4C1SS19_EUMVA	A0A4C1SS19	77.401	99	0.0	552.0	CLIP domain-containing serine protease OS=Eumeta variegata OX=151549 GN=EVAR_74799_1 PE=3 SV=1	SSF50494: Trypsin-like serine proteases; InterPro=IPR009003; PR00722: Chymotrypsin serine protease family (S1) signature; InterPro=IPR001314; PF00089: Trypsin; InterPro=IPR001254; PF12032: Regulatory CLIP domain of proteinases; InterPro=IPR022700; G3DSA:3.30.1640.30: -; InterPro=IPR038565; PS50240: Serine proteases, trypsin domain profile.; cd00190: Tryp_SPc; PS00135: Serine proteases, trypsin family, serine active site.; InterPro=IPR033116; G3DSA:2.40.10.10: -; G3DSA:2.40.10.10:FF:000028: Serine protease easter; PTHR24256: TRYPTASE-RELATED; InterPro=IPR051487; PS51888: Clip domain profile.; SM00020: trypsin_2; G3DSA:2.40.10.10:FF:000084: Serine protease easter; PS00134: Serine proteases, trypsin family, histidine active site.; InterPro=IPR018114	True	11	418	370	JTTDCMUT+G4	90.125	70.0	100.0	8	91.05	69.7	100.0	8	
g3430.t1	g3430.t1	tr|A0A4C1Y2D1|A0A4C1Y2D1_EUMVA	A0A4C1Y2D1	83.735	100	0.0	550.0	Xaa-Pro aminopeptidase 1 OS=Eumeta variegata OX=151549 GN=XPNPEP1 PE=3 SV=1	G3DSA:3.40.350.10: -; InterPro=IPR029149; PF16189: Creatinase/Prolidase N-terminal domain; SSF53092: Creatinase/prolidase N-terminal domain; PTHR43763: XAA-PRO AMINOPEPTIDASE 1; InterPro=IPR050422; PF01321: Creatinase/Prolidase N-terminal domain; InterPro=IPR000587	True	11	748	692	Q.PFAM+G4	86.375	60.0	100.0	8	81.65	18.5	100.0	8	
g2210.t1	g2210.t1	tr|A0ABN8IKT8|A0ABN8IKT8_9NEOP	A0ABN8IKT8	60.925	99	3.7900000000000004e-179	511.0	Venom serine protease 34 (Fragment) OS=Iphiclides podalirius OX=110791 GN=IPOD504_LOCUS10188 PE=3 SV=1	PF00089: Trypsin; InterPro=IPR001254; PF00431: CUB domain; InterPro=IPR000859; G3DSA:2.40.10.10: -; cd00190: Tryp_SPc; G3DSA:2.60.120.290: Spermadhesin, CUB domain; InterPro=IPR035914; PR00722: Chymotrypsin serine protease family (S1) signature; InterPro=IPR001314; PS01180: CUB domain profile.; G3DSA:2.40.10.10:FF:000015: Atrial natriuretic peptide-converting enzyme; PS50240: Serine proteases, trypsin domain profile.; PTHR24252: ACROSIN-RELATED; SSF50494: Trypsin-like serine proteases; InterPro=IPR009003; PS00134: Serine proteases, trypsin family, histidine active site.; InterPro=IPR018114; SM00020: trypsin_2; SSF49854: Spermadhesin, CUB domain	True	11	1180	393	WAG+F+G4	76.5	42.0	100.0	8	67.3	30.2	100.0	8	
g152.t1	g152.t1	tr|A0A4C1VEI9|A0A4C1VEI9_EUMVA	A0A4C1VEI9	96.484	100	0.0	509.0	Sex peptide receptor OS=Eumeta variegata OX=151549 GN=SPR PE=3 SV=1	cd14978: 7tmA_FMRFamide_R-like; G3DSA:1.20.1070.10: -; PTHR46273: MYOSUPPRESSIN RECEPTOR 1, ISOFORM B-RELATED; InterPro=IPR053219; PS50262: G-protein coupled receptors family 1 profile.; InterPro=IPR017452; PF10324: Serpentine type 7TM GPCR chemoreceptor Srw; InterPro=IPR019427; SSF81321: Family A G protein-coupled receptor-like; PR00237: Rhodopsin-like GPCR superfamily signature; InterPro=IPR000276	True	11	415	375	JTT+G4	72.25	37.0	100.0	8	60.9125	0.0	100.0	8	
g18520.t1	g18520.t1	tr|A0A4C1T8G7|A0A4C1T8G7_EUMVA	A0A4C1T8G7	89.13	100	2.36e-179	503.0	tr|A0A4C1T8G7|A0A4C1T8G7_EUMVA Chymotrypsin-2 OS=Eumeta variegata OX=151549 GN=EVAR_6336_1 PE=3 SV=1	PS50240: Serine proteases, trypsin domain profile.; InterPro=IPR001254; PTHR24276: POLYSERASE-RELATED; SSF50494: Trypsin-like serine proteases; InterPro=IPR009003; SM00020: trypsin_2; PS00135: Serine proteases, trypsin family, serine active site.; InterPro=IPR033116; PF00089: Trypsin; cd00190: Tryp_SPc; PR00722: Chymotrypsin serine protease family (S1) signature; InterPro=IPR001314; PS00134: Serine proteases, trypsin family, histidine active site.; InterPro=IPR018114; G3DSA:2.40.10.10: -	True	11	335	277	Q.PFAM+I+G4	84.75	45.0	100.0	8	76.15	7.7	100.0	8	
