gene_id	combined_rank	final_score_RNA	annotation_score_before_RNA	final_score	RNA_score	Larva_expression_score	Larva_specificity_score	Larva_TPM	Adult_TPM	Pupa_TPM	Egg_TPM	Non_larval_mean_TPM	Larva_vs_nonLarva_ratio	Larva_expression	Highest_expression_stage	Larva_stage_dominant	RNA_matched	rank	decision	reason	sequence_length	best_hit_accession	best_hit_species	best_hit_taxid	best_hit_lineage	best_identity_pct	best_query_coverage_pct	best_evalue	best_bitscore	qualifying_hits	total_blast_hits	arthropod_fraction	bacterial_fraction	fungal_fraction	non_arthropod_eukaryote_fraction	other_prokaryote_fraction	taxonomy_classification	homology_score	taxonomy_score	annotation_score	interpro_score	target_class_score	functional_description	interpro_accessions	interpro_descriptions	pfam	panther	go_terms	functional_keywords	target_class	best_hit_description	TPM_sample_1	NumReads_sample_1	stage_sample_1	TPM_sample_2	NumReads_sample_2	stage_sample_2	TPM_sample_3	NumReads_sample_3	stage_sample_3	TPM_sample_4	NumReads_sample_4	stage_sample_4	TPM_sample_5	NumReads_sample_5	stage_sample_5	Larva_log2_TPM	Non_larval_log2_TPM	Egg_log2_TPM	Adult_log2_TPM	Pupa_log2_TPM
g13778	30	83.96690551329597	86.056	86.056	72.12870342197311	47.71734845570918	96.245735871369	74.845555	3.160905	1.098412	0.83926	1.699525666666667	28.095882153123934	High	Larva	True	True	438	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	258	tr|A0A4C1WGE0|A0A4C1WGE0_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	69.264	89.0	2.68e-108	321.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	91.02	100.0	30.0	100.0	95.0	Serine proteases, trypsin domain	IPR001254; IPR009003; IPR001314; IPR018114	Serine proteases, trypsin domain; Peptidase S1, PA clan; Peptidase S1A, chymotrypsin family; Serine protease-like, trypsin family, histidine active site	PF00089; Trypsin	PTHR24276; POLYSERASE-RELATED	GO:0004252(PANTHER); GO:0004252(InterPro)|GO:0006508(InterPro)	enzyme; membrane; digestion	DIGESTION	tr|A0A4C1WGE0|A0A4C1WGE0_EUMVA Trypsin CFT-1 OS=Eumeta variegata OX=151549 GN=EVAR_45627_1 PE=3 SV=1	1.098412	27.393	Pupa	3.160905	79.217	Adult	88.000933	3010.549	Larva	61.690177	2548.0	Larva	0.83926	11.602	Egg	6.244992727339018	1.4327059337705677	0.8791254352675442	2.056897349763716	1.0692979629495174
g2864	31	83.60830823205784	87.929	87.929	59.12438821371896	33.96418486269086	84.3646932402611	20.7818085	0.464144	0.046607	0.0	0.1702503333333333	18.61294791342365	High	Larva	True	True	106	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	265	tr|A0A4C1SF71|A0A4C1SF71_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	72.109	97.0	1.18e-151	435.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.264	100.0	30.0	100.0	95.0	Serine protease-like, trypsin family, histidine active site	IPR018114; IPR001254; IPR033116; IPR009003; IPR001314	Serine protease-like, trypsin family, histidine active site; Serine proteases, trypsin domain; Serine proteases, trypsin family, serine active site; Peptidase S1, PA clan; Peptidase S1A, chymotrypsin family	PF00089; Trypsin	PTHR24276; POLYSERASE-RELATED	GO:0004252(InterPro)|GO:0006508(InterPro); GO:0004252(PANTHER)	enzyme; membrane; digestion	DIGESTION	Trypsin, alkaline C OS=Eumeta variegata OX=151549 GN=EVAR_74358_1 PE=4 SV=1	0.046607	1.0	Pupa	0.464144	10.0	Adult	15.468243	454.897	Larva	26.095374	927.309	Larva	0.0	0.0	Egg	4.4450518379992845	0.22681717598622986	0.0	0.5500574510737581	0.06571981324500416
g17633	32	83.50752179812137	88.139	88.139	57.26247865414255	31.731973159420907	83.05823689622501	16.7889795	0.0	0.0	0.0	0.0	17.7889795	High	Larva	True	True	91	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	408	tr|A0A4C1YXT1|A0A4C1YXT1_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	76.633	98.0	0.0	660.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.964	100.0	30.0	100.0	95.0	Alpha/Beta hydrolase fold	IPR029058; IPR025483; IPR006693	Alpha/Beta hydrolase fold; Lipase, eukaryotic; Partial AB-hydrolase lipase domain	PF04083; Partial alpha/beta-hydrolase lipase region	PTHR11005; LYSOSOMAL ACID LIPASE-RELATED	GO:0016788(InterPro); GO:0006629(InterPro)	enzyme; digestion	DIGESTION	tr|A0A4C1YXT1|A0A4C1YXT1_EUMVA Lipase OS=Eumeta variegata OX=151549 GN=Lip1 PE=3 SV=1	0.0	0.0	Pupa	0.0	0.0	Adult	25.727128	157.116	Larva	7.850831	59.251	Larva	0.0	0.0	Egg	4.152911844811251	0.0	0.0	0.0	0.0
g16392	33	83.42134422203452	86.309	86.309	67.05796148023026	61.21369851699594	63.324355925081754	257.0171635	57.079851	26.147158	0.0	27.74233633333333	8.976902938845994	Very High	Larva	True	True	380	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	224	tr|A0A4C1Z354|A0A4C1Z354_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	75.446	100.0	4.9e-126	364.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	80.0	Glutathione transferase family	IPR040079; IPR036282; IPR004045; IPR036249; IPR004046; IPR010987	Glutathione transferase family; Glutathione S-transferase, C-terminal domain superfamily; Glutathione S-transferase, N-terminal; Thioredoxin-like superfamily; Glutathione S-transferase, C-terminal; Glutathione S-transferase, C-terminal-like	PF13417; Glutathione S-transferase, N-terminal domain; PF00043; Glutathione S-transferase, C-terminal domain	PTHR43969; GLUTATHIONE S TRANSFERASE D10, ISOFORM A-RELATED	GO:0004364(PANTHER)|GO:0006749(PANTHER)	enzyme	DETOXIFICATION	tr|A0A4C1Z354|A0A4C1Z354_EUMVA Glutathione S-transferase 1 OS=Eumeta variegata OX=151549 GN=GST1 PE=4 SV=1	26.147158	52.0	Pupa	57.079851	109.0	Adult	443.716368	1170.0	Larva	70.317959	238.0	Larva	0.0	0.0	Egg	8.011323227798187	4.8451054315440985	0.0	5.859965847087472	4.762729266990009
g16852	34	83.3750769508647	86.249	86.249	67.08951300576464	42.87567887322004	90.91026420458157	47.8857055	3.280111	0.0	0.0	1.0933703333333333	23.352631267186197	High	Larva	True	True	399	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	553	tr|A0A4C1V353|A0A4C1V353_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	76.834	94.0	0.0	840.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	95.164	100.0	30.0	93.0	95.0	Alpha/Beta hydrolase fold	IPR029058; IPR002018; IPR019826	Alpha/Beta hydrolase fold; Carboxylesterase, type B; Carboxylesterase type B, active site	PF00135; Carboxylesterase family	PTHR43142; CARBOXYLIC ESTER HYDROLASE		enzyme	DIGESTION	tr|A0A4C1V353|A0A4C1V353_EUMVA Bile salt-activated lipase OS=Eumeta variegata OX=151549 GN=Cel PE=3 SV=1	0.0	0.0	Pupa	3.280111	55.0	Adult	47.936191	1097.0	Larva	47.83522	1325.0	Larva	0.0	0.0	Egg	5.611340768264046	1.065827558034968	0.0	2.097648211830395	0.0
g3431	35	83.3464561918713	88.349	88.349	54.99870794580869	32.9473252856473	75.57578193605077	18.862436000000002	0.573551	0.158385	0.609415	0.447117	13.725521847922458	High	Larva	True	True	69	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	715	tr|A0A4C1Y2D1|A0A4C1Y2D1_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	77.507	99.0	0.0	1154.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	95.0	Peptidase M24, C-terminal domain	IPR032416; IPR050422; IPR036005; IPR029149; IPR000994; IPR033740; IPR000587	Peptidase M24, C-terminal domain; Xaa-Pro aminopeptidase P; Creatinase/aminopeptidase-like; Creatinase/Aminopeptidase P/Spt16, N-terminal; Peptidase M24; Aminopeptidase P; Creatinase, N-terminal	PF16188; C-terminal region of peptidase_M24; PF00557; Metallopeptidase family M24; PF01321; Creatinase/Prolidase N-terminal domain; PF16189	PTHR43763; XAA-PRO AMINOPEPTIDASE 1	GO:0070006(InterPro)	enzyme; digestion	DIGESTION	Xaa-Pro aminopeptidase 1 OS=Eumeta variegata OX=151549 GN=XPNPEP1 PE=3 SV=1	0.158385	31.5	Pupa	0.573551	115.103	Adult	19.719277	5403.893	Larva	18.005595	5930.57	Larva	0.609415	67.105	Egg	4.311970665870528	0.5331815690679892	0.6865363840124236	0.6540239382516667	0.21211482610616245
g96	36	83.27840957892974	87.682	87.682	58.32473052619823	40.91827979637912	71.9344066209269	39.9322705	6.900779	0.151282	0.097947	2.383336	12.098198494030745	High	Larva	True	True	121	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	985	tr|A0A4C1W529|A0A4C1W529_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	88.782	95.0	0.0	1752.0	18	18	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	96.44	100.0	30.0	100.0	95.0	Aminopeptidase N-type	IPR034016; IPR045357; IPR027268; IPR042097; IPR024571; IPR001930; IPR014782; IPR050344	Aminopeptidase N-type; Aminopeptidase N-like , N-terminal domain; Peptidase M4/M1, CTD superfamily; Aminopeptidase N-like , N-terminal domain superfamliy; ERAP1-like C-terminal domain; Peptidase M1, alanine aminopeptidase/leukotriene A4 hydrolase; Peptidase M1, membrane alanine aminopeptidase; Peptidase M1 family aminopeptidases	PF17900; Peptidase M1 N-terminal domain; PF11838; ERAP1-like C-terminal domain; PF01433; Peptidase family M1 domain	PTHR11533; PROTEASE M1 ZINC METALLOPROTEASE	GO:0006508(InterPro); GO:0008237(InterPro)|GO:0008270(InterPro); GO:0005615(PANTHER)|GO:0005737(PANTHER)|GO:0006508(PANTHER)|GO:0008270(PANTHER)|GO:0016020(PANTHER)|GO:0042277(PANTHER)|GO:0043171(PANTHER)|GO:0070006(PANTHER)	enzyme; digestion	DIGESTION	Aminopeptidase OS=Eumeta variegata OX=151549 GN=EVAR_95138_1 PE=3 SV=1	0.151282	14.0	Pupa	6.900779	643.975	Adult	32.898594	4192.027	Larva	46.965947	7198.202	Larva	0.097947	5.02	Egg	5.3551667897220945	1.7584464586757491	0.13480841437713614	2.9819949069644185	0.20324125672894938
g15563	37	83.0013659323447	88.559	88.559	51.50810621563133	28.98514667032559	72.79254553358993	12.865442999999999	0.337475	0.0	0.0	0.11249166666666667	12.463412909459995	High	Larva	True	True	50	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	430	tr|A0A4C1SUH7|A0A4C1SUH7_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	88.372	100.0	0.0	804.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Peptidase M14, carboxypeptidase A	IPR000834; IPR036990; IPR003146; IPR057246	Peptidase M14, carboxypeptidase A; Metallocarboxypeptidase-like, propeptide; Carboxypeptidase, activation peptide; Zinc carboxypeptidases, zinc-binding region 1	PF02244; Carboxypeptidase activation peptide; PF00246; Zinc carboxypeptidase	PTHR11705; PROTEASE FAMILY M14 CARBOXYPEPTIDASE A,B	GO:0004181(InterPro)|GO:0006508(InterPro)|GO:0008270(InterPro); GO:0004181(PANTHER)|GO:0005615(PANTHER)|GO:0006508(PANTHER)	enzyme; digestion	DIGESTION	tr|A0A4C1SUH7|A0A4C1SUH7_EUMVA Carboxypeptidase B OS=Eumeta variegata OX=151549 GN=EVAR_3353_1 PE=3 SV=1	0.0	0.0	Pupa	0.337475	12.0	Adult	9.702384	471.0	Larva	16.028502	938.0	Larva	0.0	0.0	Egg	3.793421806013631	0.1537945293341345	0.0	0.4195119249993138	0.0
g1854	38	82.98923009458795	88.259	88.259	53.12720063058637	31.389166703046513	73.23425152189616	16.244294	1.087722	0.0	0.0	0.362574	12.655675214703935	High	Larva	True	True	79	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	408	tr|A0A4C1YY61|A0A4C1YY61_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	77.696	100.0	0.0	671.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	93.0	100.0	Ecdysteroid kinase-like	IPR004119; IPR011009; IPR015897	Ecdysteroid kinase-like; Protein kinase-like domain superfamily; CHK kinase-like	PF02958; Ecdysteroid kinase-like family	PTHR11012; PROTEIN KINASE-LIKE DOMAIN-CONTAINING		enzyme	GROWTH_DEVELOPMENT	CHK kinase-like domain-containing protein OS=Eumeta variegata OX=151549 GN=EVAR_49423_1 PE=4 SV=1	0.0	0.0	Pupa	1.087722	9.0	Adult	10.189751	115.0	Larva	22.298837	307.0	Larva	0.0	0.0	Egg	4.108047159403803	0.4463345833089955	0.0	1.0619296161591056	0.0
g13781	39	82.97265149524436	88.349	88.349	52.50667663496243	31.06295828045324	72.17225416672622	15.741475	0.698378	0.091884	0.327055	0.37243899999999996	12.198338141075853	High	Larva	True	True	58	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	259	tr|A0A4C1WDX3|A0A4C1WDX3_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	87.984	99.0	1.02e-159	452.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	95.0	Serine proteases, trypsin family, serine active site	IPR033116; IPR018114; IPR001314; IPR001254; IPR009003	Serine proteases, trypsin family, serine active site; Serine protease-like, trypsin family, histidine active site; Peptidase S1A, chymotrypsin family; Serine proteases, trypsin domain; Peptidase S1, PA clan	PF00089; Trypsin	PTHR24276; POLYSERASE-RELATED	GO:0004252(InterPro)|GO:0006508(InterPro); GO:0004252(PANTHER)	enzyme; membrane; digestion	DIGESTION	tr|A0A4C1WDX3|A0A4C1WDX3_EUMVA Trypsin CFT-1 OS=Eumeta variegata OX=151549 GN=EVAR_45633_1 PE=3 SV=1	0.091884	2.002	Pupa	0.698378	15.283	Adult	10.605152	316.774	Larva	20.877798	753.469	Larva	0.327055	3.951	Egg	4.065354736362263	0.45674202802595265	0.40822816466660405	0.7641575884752955	0.12681959479799887
g17097	40	82.95621785848965	86.21	86.21	64.51811905659767	42.57742934699931	84.92915362099522	46.580794499999996	4.12091	0.399505	0.0	1.506805	18.98065246399301	High	Larva	True	True	414	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	418	tr|A0A4C1YDZ7|A0A4C1YDZ7_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	74.677	93.0	0.0	590.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	92.535	100.0	30.0	93.0	100.0	Protein kinase-like domain superfamily	IPR011009; IPR015897; IPR004119	Protein kinase-like domain superfamily; CHK kinase-like; Ecdysteroid kinase-like	PF02958; Ecdysteroid kinase-like family	PTHR11012; PROTEIN KINASE-LIKE DOMAIN-CONTAINING		enzyme	GROWTH_DEVELOPMENT	tr|A0A4C1YDZ7|A0A4C1YDZ7_EUMVA CHK kinase-like domain-containing protein OS=Eumeta variegata OX=151549 GN=EVAR_48853_1 PE=4 SV=1	0.399505	6.0	Pupa	4.12091	62.0	Adult	40.375308	829.0	Larva	52.786281	1313.0	Larva	0.0	0.0	Egg	5.572307456848816	1.3258497757990553	0.0	2.35640020394237	0.48491664122473904
g19140	41	82.78431837400561	88.139	88.139	52.44112249337075	29.776387872730997	73.93822442433037	13.897261499999999	0.446248	0.0	0.0	0.14874933333333332	12.968243869854982	High	Larva	True	True	97	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	408	tr|A0A4C1YXT1|A0A4C1YXT1_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	76.131	98.0	0.0	659.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.964	100.0	30.0	100.0	95.0	Lipase, eukaryotic	IPR025483; IPR029058; IPR006693	Lipase, eukaryotic; Alpha/Beta hydrolase fold; Partial AB-hydrolase lipase domain	PF04083; Partial alpha/beta-hydrolase lipase region	PTHR11005; LYSOSOMAL ACID LIPASE-RELATED	GO:0016788(InterPro); GO:0006629(InterPro)	enzyme; digestion	DIGESTION	tr|A0A4C1YXT1|A0A4C1YXT1_EUMVA Lipase OS=Eumeta variegata OX=151549 GN=Lip1 PE=3 SV=1	0.0	0.0	Pupa	0.446248	2.0	Adult	18.44135	112.622	Larva	9.353173	70.589	Larva	0.0	0.0	Egg	3.8969752454755744	0.20006402425905592	0.0	0.5323149642474917	0.0
g15566	42	82.30554526622755	88.559	88.559	46.86930177485039	25.73060133959074	66.07735242773987	9.3208095	0.06196	0.0	0.073287	0.045082333333333335	9.875594650118476	Moderate	Larva	True	True	49	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	414	tr|A0A4C1SSS2|A0A4C1SSS2_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	80.288	100.0	0.0	697.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Metallocarboxypeptidase-like, propeptide	IPR036990; IPR000834; IPR003146	Metallocarboxypeptidase-like, propeptide; Peptidase M14, carboxypeptidase A; Carboxypeptidase, activation peptide	PF00246; Zinc carboxypeptidase; PF02244; Carboxypeptidase activation peptide	PTHR11705; PROTEASE FAMILY M14 CARBOXYPEPTIDASE A,B	GO:0004181(InterPro)|GO:0006508(InterPro)|GO:0008270(InterPro); GO:0004181(PANTHER)|GO:0005615(PANTHER)|GO:0006508(PANTHER)	enzyme; digestion	DIGESTION	tr|A0A4C1SSS2|A0A4C1SSS2_EUMVA Carboxypeptidase A2 OS=Eumeta variegata OX=151549 GN=Cpa2 PE=3 SV=1	0.0	0.0	Pupa	0.06196	2.205	Adult	7.688927	373.607	Larva	10.952692	641.558	Larva	0.073287	1.436	Egg	3.3674842260976092	0.06361660471061625	0.10203590844509733	0.0867294263224444	0.0
g4477	43	82.1846167946582	86.367	86.367	58.48444529772125	70.76315966481901	27.5663737470746	612.579258	206.773025	77.777586	420.520142	235.02358433333333	2.5996523175135295	Very High	Larva	True	True	366	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	151	tr|A0A4C1SZL2|A0A4C1SZL2_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	82.781	100.0	1.09e-78	237.0	11	11	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.555	100.0	30.0	100.0	80.0	Membrane associated eicosanoid/glutathione metabolism-like domain superfamily	IPR023352; IPR040162; IPR001129	Membrane associated eicosanoid/glutathione metabolism-like domain superfamily; Microsomal glutathione S-transferase 1-like; Membrane-associated, eicosanoid/glutathione metabolism (MAPEG) protein	PF01124; MAPEG family	PTHR10689; MICROSOMAL GLUTATHIONE S-TRANSFERASE 1	GO:0016020(InterPro)	enzyme	DETOXIFICATION	Microsomal glutathione S-transferase 1 OS=Eumeta variegata OX=151549 GN=Mgst1 PE=3 SV=1	77.777586	75.529	Pupa	206.773025	185.399	Adult	624.676456	786.933	Larva	600.48206	1039.132	Larva	420.520142	233.728	Egg	9.261105903244111	7.882787215890381	8.719457760608103	7.698864552270554	6.299713303674959
g4114	44	82.1675426265934	86.309	86.309	58.69928417728946	72.5432190388135	25.433381885003392	720.107534	575.011003	227.129596	90.865046	297.6685483333333	2.4144073355698557	Very High	Larva	True	True	383	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	226	tr|A0A4C1Z8Z0|A0A4C1Z8Z0_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	79.646	100.0	2.11e-140	399.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	80.0	Glutathione S-transferase, C-terminal-like	IPR010987; IPR036249; IPR004045; IPR036282; IPR040079	Glutathione S-transferase, C-terminal-like; Thioredoxin-like superfamily; Glutathione S-transferase, N-terminal; Glutathione S-transferase, C-terminal domain superfamily; Glutathione transferase family	PF13410; Glutathione S-transferase, C-terminal domain; PF13417; Glutathione S-transferase, N-terminal domain	PTHR43969; GLUTATHIONE S TRANSFERASE D10, ISOFORM A-RELATED	GO:0004364(PANTHER)|GO:0006749(PANTHER)	enzyme	DETOXIFICATION	Glutathione S-transferase 1 OS=Eumeta variegata OX=151549 GN=GST1 PE=4 SV=1	227.129596	458.0	Pupa	575.011003	1114.0	Adult	934.013299	2498.0	Larva	506.201769	1735.989	Larva	90.865046	103.0	Egg	9.494070604858774	8.222401510608604	6.521444125553097	9.169952560160926	7.83370981412155
g2734	45	82.08825466472257	88.559	88.559	45.42069776481719	75.70116294136199	0.0	959.316066	570.405533	3209.629893	1207.409597	1662.4816743333333	0.5772928435685123	Very High	Pupa	False	True	27	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	468	tr|A0A4C1TFN7|A0A4C1TFN7_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	97.65	100.0	0.0	964.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Metalloenzyme, LuxS/M16 peptidase-like	IPR011249; IPR011765; IPR001431; IPR050361; IPR007863	Metalloenzyme, LuxS/M16 peptidase-like; Peptidase M16, N-terminal; Peptidase M16, zinc-binding site; Mitochondrial Processing Peptidase/Ubiquinol-cytochrome c Reductase Complex; Peptidase M16, C-terminal	PF00675; Insulinase (Peptidase family M16); PF05193; Peptidase M16 inactive domain	PTHR11851; METALLOPROTEASE	GO:0046872(InterPro); GO:0004222(InterPro)|GO:0006508(InterPro); GO:0004222(PANTHER)|GO:0005739(PANTHER)|GO:0006627(PANTHER)	enzyme; digestion	DIGESTION	Mitochondrial-processing peptidase subunit beta OS=Eumeta variegata OX=151549 GN=PMPCB PE=3 SV=1	3209.629893	17347.0	Pupa	570.405533	3045.0	Adult	1132.655399	8241.936	Larva	785.976733	7036.0	Larva	1207.409597	3635.0	Egg	9.907365503737429	10.699990257589178	10.238893831544425	9.158371195935278	11.648640651903259
g2464	46	82.07307729050612	88.837	88.837	43.74418193670745	50.3112906913149	21.393518804796273	94.96750549999999	32.034441	86.541101	15.588703	44.721415	2.098961843153804	High	Larva	True	True	14	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	368	tr|A0A4C1YFG7|A0A4C1YFG7_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	82.173	98.0	0.0	603.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.79	100.0	30.0	100.0	100.0	UDP-glucuronosyl/UDP-glucosyltransferase	IPR002213; IPR050271	UDP-glucuronosyl/UDP-glucosyltransferase; UDP-glycosyltransferase	PF00201; UDP-glucoronosyl and UDP-glucosyl transferase	PTHR48043; EG:EG0003.4 PROTEIN-RELATED	GO:0008194(InterPro); GO:0008194(PANTHER)	enzyme	GROWTH_DEVELOPMENT	Ecdysteroid UDP-glucosyltransferase OS=Eumeta variegata OX=151549 GN=EGT PE=3 SV=1	86.541101	558.675	Pupa	32.034441	205.001	Adult	94.643064	825.825	Larva	95.291947	1018.9	Larva	15.588703	56.0	Egg	6.584474088327279	5.514798148087466	4.05212918741286	5.0458990269084	6.4518886236809925
g11500	47	81.86367164255972	88.049	88.049	46.81347761706468	53.258929168858195	24.6453002893744	124.3871185	69.752895	72.885152	14.474529	52.37085866666666	2.349355465369566	Very High	Larva	True	True	103	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	414	sp|Q9GV28|IDGFL_BOMMO	Bombyx mori	7091	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	72.662	94.0	0.0	625.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	95.164	100.0	30.0	100.0	100.0	Glycoside hydrolase family 18, catalytic domain	IPR001223; IPR029070; IPR050314; IPR011583; IPR017853	Glycoside hydrolase family 18, catalytic domain; Chitinase insertion domain superfamily; Glycosyl hydrolase family 18; Chitinase II/V-like, catalytic domain; Glycoside hydrolase superfamily	PF00704; Glycosyl hydrolases family 18	PTHR11177; CHITINASE	GO:0005975(InterPro); GO:0004568(PANTHER)|GO:0005576(PANTHER)|GO:0006032(PANTHER)|GO:0008061(PANTHER); GO:0008061(InterPro)	enzyme; development; digestion	CHITIN	Chitinase-like protein EN03 OS=Bombyx mori OX=7091 GN=EN03 PE=1 SV=1	72.885152	12419.372	Pupa	69.752895	11992.343	Adult	103.933739	24400.304	Larva	144.840498	40874.132	Larva	14.474529	1365.607	Egg	6.970245331927888	5.737980317459169	3.951823593522036	6.144717274869976	6.207212563612991
g17098	48	81.86003716817397	87.285	87.285	51.11858112115981	30.494202607193266	69.55514889210961	14.899605000000001	1.281523	0.0	0.0	0.4271743333333333	11.140618653689353	High	Larva	True	True	137	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	421	tr|A0A4C1YA79|A0A4C1YA79_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	73.872	100.0	0.0	619.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	96.118	100.0	30.0	93.0	100.0	Ecdysteroid kinase-like	IPR004119; IPR011009; IPR015897	Ecdysteroid kinase-like; Protein kinase-like domain superfamily; CHK kinase-like	PF02958; Ecdysteroid kinase-like family	PTHR11012; PROTEIN KINASE-LIKE DOMAIN-CONTAINING		enzyme	GROWTH_DEVELOPMENT	tr|A0A4C1YA79|A0A4C1YA79_EUMVA CHK kinase-like domain-containing protein OS=Eumeta variegata OX=151549 GN=EVAR_48852_1 PE=4 SV=1	0.0	0.0	Pupa	1.281523	13.0	Adult	5.563776	77.0	Larva	24.235434	408.0	Larva	0.0	0.0	Egg	3.9909190194146174	0.5131615748091365	0.0	1.1899971976444845	0.0
