qseqid	sseqid	pident	length	qlen	slen	qcovs	evalue	bitscore	stitle
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
g20563.t1	tr|A0A0U5G643|A0A0U5G643_ASPCI	27.016	248	246	2714	99	6.54e-26	113	tr|A0A0U5G643|A0A0U5G643_ASPCI Uncharacterized protein OS=Aspergillus calidoustus OX=454130 GN=ASPCAL10255 PE=4 SV=1
