gene_id,best_hit_accession,best_hit_species,identity_pct,query_coverage_pct,evalue,bitscore,classification,qc_decision,total_blast_hits,qualifying_hits,best_hit_description
g19872.t1,sp|P83863|H2B_PENVA,Penaeus vannamei,96.154,98.0,3.61e-30,107.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|P83863|H2B_PENVA Histone H2B (Fragments) OS=Penaeus vannamei OX=6689 PE=1 SV=2
g20996.t1,sp|Q6ZUK4|TMM26_HUMAN,Homo sapiens,34.294,76.0,7.089999999999999e-55,192.0,Other non-arthropod,FLAG_REVIEW,2,2,sp|Q6ZUK4|TMM26_HUMAN Transmembrane protein 26 OS=Homo sapiens OX=9606 GN=TMEM26 PE=1 SV=1
g20998.t1,tr|A0A9W4WRV0|A0A9W4WRV0_9GLOM,Funneliformis geosporum,45.089,99.0,7.07e-63,202.0,Other non-arthropod,FLAG_REVIEW,5,5,tr|A0A9W4WRV0|A0A9W4WRV0_9GLOM Protein-lysine N-methyltransferase EFM4 OS=Funneliformis geosporum OX=1117311 GN=EFM4 PE=3 SV=1
g21000.t2,sp|Q7TPH6|MYCB2_MOUSE,Mus musculus,31.111,79.0,3.59e-116,407.0,Other non-arthropod,FLAG_REVIEW,4,4,sp|Q7TPH6|MYCB2_MOUSE E3 ubiquitin-protein ligase MYCBP2 OS=Mus musculus OX=10090 GN=Mycbp2 PE=1 SV=3
g21002.t1,sp|Q8R189|PAQRA_MOUSE,Mus musculus,46.914,84.0,4.17e-17,79.7,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q8R189|PAQRA_MOUSE Monocyte to macrophage differentiation factor 2 OS=Mus musculus OX=10090 GN=Mmd2 PE=2 SV=1
g21011.t1,sp|P54612|2AAA_PIG,Sus scrofa,76.239,99.0,0.0,917.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|P54612|2AAA_PIG Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Sus scrofa OX=9823 GN=PPP2R1A PE=2 SV=2
g21013.t1,sp|P31410|VATB_HELVI,Heliothis virescens,95.556,100.0,4.5599999999999994e-23,95.9,Other non-arthropod,FLAG_REVIEW,5,5,sp|P31410|VATB_HELVI V-type proton ATPase subunit B OS=Heliothis virescens OX=7102 GN=VHA55 PE=2 SV=1
g21016.t1,sp|Q498M4|WDR5_RAT,Rattus norvegicus,86.093,92.0,0.0,533.0,Other non-arthropod,FLAG_REVIEW,15,15,sp|Q498M4|WDR5_RAT WD repeat-containing protein 5 OS=Rattus norvegicus OX=10116 GN=Wdr5 PE=1 SV=1
g21024.t1,sp|Q6P2W7|LTOR1_XENTR,Xenopus tropicalis,34.302,88.0,7.33e-17,80.5,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q6P2W7|LTOR1_XENTR Ragulator complex protein LAMTOR1 OS=Xenopus tropicalis OX=8364 GN=lamtor1 PE=2 SV=1
g21025.t1,sp|Q7T2D4|ERGI2_DANRE,Danio rerio,42.328,97.0,5.43e-96,298.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q7T2D4|ERGI2_DANRE Endoplasmic reticulum-Golgi intermediate compartment protein 2 OS=Danio rerio OX=7955 GN=ergic2 PE=2 SV=1
g21033.t1,sp|Q54433|COAC_STRMU,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),53.216,92.0,5.14e-60,191.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,5,5,sp|Q54433|COAC_STRMU Probable phosphopantothenoylcysteine decarboxylase OS=Streptococcus mutans serotype c (strain ATCC 700610 / UA159) OX=210007 GN=coaC PE=3 SV=2
g21036.t1,sp|O34507|PRKC_BACSU,Bacillus subtilis (strain 168),37.37,87.0,9.14e-103,333.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,4,4,sp|O34507|PRKC_BACSU Serine/threonine-protein kinase PrkC OS=Bacillus subtilis (strain 168) OX=224308 GN=prkC PE=1 SV=1
g21037.t1,sp|O32231|RNR_BACSU,Bacillus subtilis (strain 168),50.274,72.0,0.0,590.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,4,4,sp|O32231|RNR_BACSU Ribonuclease R OS=Bacillus subtilis (strain 168) OX=224308 GN=rnr PE=1 SV=1
g21039.t1,sp|Q8XHR6|RL10_CLOPE,Clostridium perfringens (strain 13 / Type A),53.896,94.0,1.08e-48,161.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,5,5,sp|Q8XHR6|RL10_CLOPE Large ribosomal subunit protein uL10 OS=Clostridium perfringens (strain 13 / Type A) OX=195102 GN=rplJ PE=3 SV=1
g21040.t1,sp|A8MLD1|RL7_ALKOO,Alkaliphilus oremlandii (strain OhILAs),65.574,98.0,3.23e-43,144.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|A8MLD1|RL7_ALKOO Large ribosomal subunit protein bL12 OS=Alkaliphilus oremlandii (strain OhILAs) OX=350688 GN=rplL PE=3 SV=1
g21041.t1,sp|A3DIZ4|RPOB_ACET2,Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372),69.752,94.0,0.0,1701.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,5,5,sp|A3DIZ4|RPOB_ACET2 DNA-directed RNA polymerase subunit beta OS=Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372) OX=203119 GN=rpoB PE=1 SV=1
g21042.t1,sp|A9KJL3|RPOC_LACP7,Lachnoclostridium phytofermentans (strain ATCC 700394 / DSM 18823 / ISDg),73.567,99.0,0.0,1625.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,5,5,sp|A9KJL3|RPOC_LACP7 DNA-directed RNA polymerase subunit beta' OS=Lachnoclostridium phytofermentans (strain ATCC 700394 / DSM 18823 / ISDg) OX=357809 GN=rpoC PE=3 SV=1
g21043.t1,sp|P37484|GDPP_BACSU,Bacillus subtilis (strain 168),39.22,97.0,9.9e-111,348.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,5,5,sp|P37484|GDPP_BACSU Cyclic-di-AMP phosphodiesterase GdpP OS=Bacillus subtilis (strain 168) OX=224308 GN=gdpP PE=1 SV=1
g21044.t1,sp|P37469|DNAC_BACSU,Bacillus subtilis (strain 168),53.759,99.0,4.17e-164,476.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,5,5,sp|P37469|DNAC_BACSU Replicative DNA helicase DnaC OS=Bacillus subtilis (strain 168) OX=224308 GN=dnaC PE=1 SV=2
g21045.t1,sp|O05519|YDIF_BACSU,Bacillus subtilis (strain 168),41.562,99.0,3.24e-177,524.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,6,6,sp|O05519|YDIF_BACSU Putative ATP-binding protein YdiF OS=Bacillus subtilis (strain 168) OX=224308 GN=ydiF PE=3 SV=2
g21047.t1,tr|A0ACA9LI68|A0ACA9LI68_9GLOM,Cetraspora pellucida,50.485,94.0,1.29e-21,95.5,Other non-arthropod,FLAG_REVIEW,4,4,tr|A0ACA9LI68|A0ACA9LI68_9GLOM 14271_t:CDS:1 OS=Cetraspora pellucida OX=1433469 GN=SPELUC_LOCUS4346 PE=4 SV=1
g21048.t1,sp|B2V5H4|SYE_CLOBA,Clostridium botulinum (strain Alaska E43 / Type E3),61.538,99.0,0.0,612.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,5,5,sp|B2V5H4|SYE_CLOBA Glutamate--tRNA ligase OS=Clostridium botulinum (strain Alaska E43 / Type E3) OX=508767 GN=gltX PE=3 SV=1
g21049.t1,sp|Q8RB77|GPR_CALS4,Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4),49.085,95.0,9.029999999999999e-114,339.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,5,5,sp|Q8RB77|GPR_CALS4 Germination protease OS=Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) OX=273068 GN=gpr PE=3 SV=1
g21050.t1,sp|Q59229|AK_BACSG,Bacillus sp. (strain MGA3),51.451,97.0,1.82e-127,379.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,5,5,sp|Q59229|AK_BACSG Aspartokinase OS=Bacillus sp. (strain MGA3) OX=126782 GN=lysC PE=1 SV=1
g21051.t1,sp|Q05203|FLA_HALH5,Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125),52.982,97.0,5.8700000000000006e-86,265.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,5,5,sp|Q05203|FLA_HALH5 Flagellin OS=Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) OX=272558 GN=hag PE=1 SV=1
g21052.t1,tr|Q6LY64|Q6LY64_METMP,Methanococcus maripaludis (strain DSM 14266 / JCM 13030 / NBRC 101832 / S2 / LL),60.837,99.0,0.0,807.0,Other non-arthropod,FLAG_REVIEW,5,5,tr|Q6LY64|Q6LY64_METMP RNA binding S1 OS=Methanococcus maripaludis (strain DSM 14266 / JCM 13030 / NBRC 101832 / S2 / LL) OX=267377 GN=MMP1127 PE=4 SV=1
g21053.t1,tr|C6A3V3|C6A3V3_THESM,Thermococcus sibiricus (strain DSM 12597 / MM 739),35.244,97.0,6.800000000000001e-58,198.0,Other non-arthropod,FLAG_REVIEW,5,5,tr|C6A3V3|C6A3V3_THESM Radical SAM core domain-containing protein OS=Thermococcus sibiricus (strain DSM 12597 / MM 739) OX=604354 GN=TSIB_1244 PE=4 SV=1
g21058.t1,tr|A0A5B9DAV3|A0A5B9DAV3_9ARCH,Promethearchaeum syntrophicum,57.44,82.0,2.5599999999999998e-136,409.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,5,5,tr|A0A5B9DAV3|A0A5B9DAV3_9ARCH ABC transporter ATP-binding protein OS=Promethearchaeum syntrophicum OX=2594042 GN=DSAG12_01563 PE=4 SV=2
g21061.t1,tr|A0A2H1FGY8|A0A2H1FGY8_9ARCH,Candidatus Nitrosotalea okcheonensis,47.682,88.0,1.28e-42,145.0,Fungal,FLAG_POSSIBLE_CONTAMINATION,5,5,tr|A0A2H1FGY8|A0A2H1FGY8_9ARCH peptidylprolyl isomerase OS=Candidatus Nitrosotalea okcheonensis OX=1903276 GN=rotA PE=4 SV=1
g21062.t1,tr|F6D459|F6D459_METPW,Methanobacterium paludis (strain DSM 25820 / JCM 18151 / SWAN1),56.167,82.0,0.0,633.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,5,5,tr|F6D459|F6D459_METPW RNA helicase OS=Methanobacterium paludis (strain DSM 25820 / JCM 18151 / SWAN1) OX=868131 GN=MSWAN_0441 PE=3 SV=1
g21064.t1,sp|P37960|MRGA_BACSU,Bacillus subtilis (strain 168),53.191,99.0,2.54e-49,161.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,5,5,sp|P37960|MRGA_BACSU Metalloregulation DNA-binding stress protein OS=Bacillus subtilis (strain 168) OX=224308 GN=mrgA PE=1 SV=2
g21074.t1,sp|Q76EC9|PLYL_THEST,Thermoclostridium stercorarium,36.235,76.0,0.0,692.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,1,1,sp|Q76EC9|PLYL_THEST Pectate lyase L OS=Thermoclostridium stercorarium OX=1510 GN=pel9A PE=1 SV=1
g21078.t1,tr|A0ACC0QBX3|A0ACC0QBX3_9HYPO,Fusarium keratoplasticum,31.136,75.0,6.0799999999999995e-46,176.0,Other non-arthropod,FLAG_REVIEW,5,5,tr|A0ACC0QBX3|A0ACC0QBX3_9HYPO Amidase domain-containing protein OS=Fusarium keratoplasticum OX=1328300 GN=NCS57_01459300 PE=4 SV=1
g21079.t1,sp|Q833W8|LACD2_ENTFA,Enterococcus faecalis (strain ATCC 700802 / V583),66.772,99.0,1.56e-147,424.0,Other non-arthropod,FLAG_REVIEW,5,5,"sp|Q833W8|LACD2_ENTFA Tagatose 1,6-diphosphate aldolase 2 OS=Enterococcus faecalis (strain ATCC 700802 / V583) OX=226185 GN=lacD2 PE=3 SV=1"
g21080.t1,sp|P26424|LACB_STRMU,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),63.473,71.0,9.719999999999999e-69,220.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,6,6,sp|P26424|LACB_STRMU Galactose-6-phosphate isomerase subunit LacB OS=Streptococcus mutans serotype c (strain ATCC 700610 / UA159) OX=210007 GN=lacB PE=3 SV=2
g21082.t1,sp|Q99171|TEPA_BACSU,Bacillus subtilis (strain 168),50.833,91.0,5.03e-80,247.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,2,2,sp|Q99171|TEPA_BACSU Translocation-enhancing protein TepA OS=Bacillus subtilis (strain 168) OX=224308 GN=tepA PE=2 SV=4
g21083.t1,sp|A8MG73|SYG_ALKOO,Alkaliphilus oremlandii (strain OhILAs),73.246,100.0,0.0,739.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|A8MG73|SYG_ALKOO Glycine--tRNA ligase OS=Alkaliphilus oremlandii (strain OhILAs) OX=350688 GN=glyQS PE=3 SV=1
g21084.t1,sp|Q8XPD7|Y026_CLOPE,Clostridium perfringens (strain 13 / Type A),33.219,98.0,4.54e-45,160.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,4,4,sp|Q8XPD7|Y026_CLOPE DegV domain-containing protein CPE0026 OS=Clostridium perfringens (strain 13 / Type A) OX=195102 GN=CPE0026 PE=3 SV=1
g21085.t1,sp|P70945|YITS_BACSU,Bacillus subtilis (strain 168),37.37,97.0,2.09e-42,153.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,5,5,sp|P70945|YITS_BACSU DegV domain-containing protein YitS OS=Bacillus subtilis (strain 168) OX=224308 GN=yitS PE=3 SV=1
g21087.t1,sp|Q8R8M4|UVRB_CALS4,Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4),70.89,100.0,0.0,991.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,5,5,sp|Q8R8M4|UVRB_CALS4 UvrABC system protein B OS=Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) OX=273068 GN=uvrB PE=3 SV=1
g21088.t1,sp|Q97LQ1|UVRA_CLOAB,Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / IAM 19013 / LMG 5710 / NBRC 13948 / NRRL B-527 / VKM B-1787 / 2291 / W),64.492,77.0,0.0,1264.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,9,9,sp|Q97LQ1|UVRA_CLOAB UvrABC system protein A OS=Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / IAM 19013 / LMG 5710 / NBRC 13948 / NRRL B-527 / VKM B-1787 / 2291 / W) OX=272562 GN=uvrA PE=3 SV=1
g21089.t1,sp|Q8RBN5|SYV_CALS4,Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4),55.708,81.0,0.0,1055.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,5,5,sp|Q8RBN5|SYV_CALS4 Valine--tRNA ligase OS=Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) OX=273068 GN=valS PE=3 SV=1
g21094.t1,sp|Q44767|FLGE_BORBU,Borreliella burgdorferi (strain ATCC 35210 / DSM 4680 / CIP 102532 / B31),37.719,99.0,1.24e-71,238.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q44767|FLGE_BORBU Flagellar hook protein FlgE OS=Borreliella burgdorferi (strain ATCC 35210 / DSM 4680 / CIP 102532 / B31) OX=224326 GN=flgE PE=3 SV=1
g21095.t1,sp|P46826|YTXD_PRIMG,Priestia megaterium,42.775,91.0,6.869999999999999e-48,163.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|P46826|YTXD_PRIMG Uncharacterized 29.3 kDa protein in ccpA 3'region OS=Priestia megaterium OX=1404 GN=ytxD PE=3 SV=1
g21096.t1,sp|P28612|MOTB_BACSU,Bacillus subtilis (strain 168),32.215,88.0,3.0099999999999995e-23,99.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,4,4,sp|P28612|MOTB_BACSU Motility protein B OS=Bacillus subtilis (strain 168) OX=224308 GN=motB PE=1 SV=1
g21098.t1,sp|P24072|CHEY_BACSU,Bacillus subtilis (strain 168),70.085,97.0,5.22e-56,176.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,5,5,sp|P24072|CHEY_BACSU Chemotaxis protein CheY OS=Bacillus subtilis (strain 168) OX=224308 GN=cheY PE=1 SV=3
g21100.t1,sp|Q9KA74|NUSA_HALH5,Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125),56.25,93.0,1.66e-141,413.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,5,5,sp|Q9KA74|NUSA_HALH5 Transcription termination/antitermination protein NusA OS=Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) OX=272558 GN=nusA PE=3 SV=1
g21101.t1,sp|A4XL70|IF2_CALS8,Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903 / Tp8T 6331),62.207,80.0,0.0,759.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|A4XL70|IF2_CALS8 Translation initiation factor IF-2 OS=Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903 / Tp8T 6331) OX=351627 GN=infB PE=3 SV=1
g21102.t1,sp|A8MH28|RSMH_ALKOO,Alkaliphilus oremlandii (strain OhILAs),69.626,77.0,4.81e-103,309.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|A8MH28|RSMH_ALKOO Ribosomal RNA small subunit methyltransferase H OS=Alkaliphilus oremlandii (strain OhILAs) OX=350688 GN=rsmH PE=3 SV=1
g21103.t1,sp|Q03524|SP5D_BACSU,Bacillus subtilis (strain 168),33.175,85.0,1.59e-93,311.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,1,1,sp|Q03524|SP5D_BACSU Stage V sporulation protein D OS=Bacillus subtilis (strain 168) OX=224308 GN=spoVD PE=1 SV=3
g21105.t1,sp|O31611|YJBM_BACSU,Bacillus subtilis (strain 168),50.0,76.0,1.27e-62,202.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,2,2,sp|O31611|YJBM_BACSU GTP pyrophosphokinase YjbM OS=Bacillus subtilis (strain 168) OX=224308 GN=yjbM PE=1 SV=1
g21106.t1,sp|A0A0I9QGZ2|TKT_GEOSE,Geobacillus stearothermophilus,52.18,99.0,0.0,712.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,5,5,sp|A0A0I9QGZ2|TKT_GEOSE Transketolase OS=Geobacillus stearothermophilus OX=1422 GN=tkt PE=1 SV=1
g21107.t1,sp|P50840|YPSC_BACSU,Bacillus subtilis (strain 168),53.034,99.0,5.78e-139,407.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,5,5,sp|P50840|YPSC_BACSU Putative RNA methyltransferase YpsC OS=Bacillus subtilis (strain 168) OX=224308 GN=ypsC PE=1 SV=1
g21109.t1,sp|Q9GV41|PGFS_TRYBB,Trypanosoma brucei brucei,54.615,99.0,4.6099999999999996e-98,294.0,Other non-arthropod,FLAG_REVIEW,5,5,"sp|Q9GV41|PGFS_TRYBB 9,11-endoperoxide prostaglandin H2 reductase OS=Trypanosoma brucei brucei OX=5702 PE=1 SV=1"
g21111.t1,sp|Q02929|CPS_ACET2,Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372),36.705,97.0,1.38e-51,186.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,5,5,sp|Q02929|CPS_ACET2 Putative sensory transducer protein OS=Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372) OX=203119 GN=Cthe_0039 PE=3 SV=1
g21113.t1,sp|P44863|Y755_HAEIN,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),30.89,77.0,8.119999999999999e-23,100.0,Other non-arthropod,FLAG_REVIEW,1,1,sp|P44863|Y755_HAEIN Uncharacterized protein HI_0755 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=HI_0755 PE=1 SV=1
g21115.t1,sp|Q02929|CPS_ACET2,Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372),37.209,78.0,4.12e-50,185.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,1,1,sp|Q02929|CPS_ACET2 Putative sensory transducer protein OS=Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372) OX=203119 GN=Cthe_0039 PE=3 SV=1
g21117.t1,sp|P52213|TRXB_PEPLI,Peptoclostridium litorale,59.105,99.0,6.7800000000000006e-133,386.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,5,5,sp|P52213|TRXB_PEPLI Thioredoxin reductase OS=Peptoclostridium litorale OX=1557 GN=trxB PE=3 SV=1
g21118.t1,sp|P21610|THIO_PEPAC,Peptoclostridium acidaminophilum,53.333,100.0,2.87e-36,125.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,5,5,sp|P21610|THIO_PEPAC Thioredoxin OS=Peptoclostridium acidaminophilum OX=1731 GN=trxA PE=1 SV=2
g21120.t1,tr|L0AF18|L0AF18_NATGS,Natronobacterium gregoryi (strain ATCC 43098 / DSM 3393 / CCM 3738 / CIP 104747 / IAM 13177 / JCM 8860 / NBRC 102187 / NCIMB 2189 / SP2),33.144,79.0,7.989999999999999e-95,312.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,1,1,tr|L0AF18|L0AF18_NATGS NADH:flavin oxidoreductase OS=Natronobacterium gregoryi (strain ATCC 43098 / DSM 3393 / CCM 3738 / CIP 104747 / IAM 13177 / JCM 8860 / NBRC 102187 / NCIMB 2189 / SP2) OX=797304 GN=Natgr_1212 PE=3 SV=1
g21121.t1,sp|O87667|GYRB_CAMJE,Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168),45.652,85.0,1.87e-15,80.9,Bacterial,FLAG_POSSIBLE_CONTAMINATION,10,10,sp|O87667|GYRB_CAMJE DNA gyrase subunit B OS=Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168) OX=192222 GN=gyrB PE=3 SV=2
g21124.t1,sp|A9KLS2|RIMO_LACP7,Lachnoclostridium phytofermentans (strain ATCC 700394 / DSM 18823 / ISDg),51.781,98.0,2.52e-157,458.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,5,5,sp|A9KLS2|RIMO_LACP7 Ribosomal protein uS12 methylthiotransferase RimO OS=Lachnoclostridium phytofermentans (strain ATCC 700394 / DSM 18823 / ISDg) OX=357809 GN=rimO PE=3 SV=1
g21126.t1,tr|F2KSX0|F2KSX0_ARCVS,Archaeoglobus veneficus (strain DSM 11195 / SNP6),31.095,95.0,3.97e-29,120.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,4,4,"tr|F2KSX0|F2KSX0_ARCVS ABC-type transporter, periplasmic subunit OS=Archaeoglobus veneficus (strain DSM 11195 / SNP6) OX=693661 GN=Arcve_1004 PE=4 SV=1"
g21128.t1,sp|A0QNG3|PBPA_MYCS2,Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155),34.483,85.0,3.47e-16,80.9,Bacterial,FLAG_POSSIBLE_CONTAMINATION,4,4,"sp|A0QNG3|PBPA_MYCS2 Peptidoglycan D,D-transpeptidase PbpA OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=pbpA PE=3 SV=1"
g21129.t1,sp|P37351|RPIB_ECOLI,Escherichia coli (strain K12),63.699,100.0,1.25e-60,190.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,5,5,sp|P37351|RPIB_ECOLI Ribose-5-phosphate isomerase B OS=Escherichia coli (strain K12) OX=83333 GN=rpiB PE=1 SV=2
g21130.t1,sp|A7MID0|TDH_CROS8,Cronobacter sakazakii (strain ATCC BAA-894),59.593,100.0,2.21e-155,446.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,5,5,sp|A7MID0|TDH_CROS8 L-threonine 3-dehydrogenase OS=Cronobacter sakazakii (strain ATCC BAA-894) OX=290339 GN=tdh PE=3 SV=1
g21131.t1,sp|P37419|KBL_SALTY,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),65.429,100.0,3.43e-173,493.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,5,5,sp|P37419|KBL_SALTY 2-amino-3-ketobutyrate coenzyme A ligase OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=kbl PE=3 SV=2
g21133.t1,tr|A0ACC2ZNN1|A0ACC2ZNN1_9EURO,Neophaeococcomyces mojaviensis,30.508,78.0,3.52e-55,213.0,Other non-arthropod,FLAG_REVIEW,1,1,tr|A0ACC2ZNN1|A0ACC2ZNN1_9EURO Uncharacterized protein OS=Neophaeococcomyces mojaviensis OX=3383035 GN=H2198_010954 PE=3 SV=1
g21135.t1,sp|P45908|YQAK_BACSU,Bacillus subtilis (strain 168),41.322,84.0,2.66e-52,178.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,2,2,sp|P45908|YQAK_BACSU Uncharacterized protein YqaK OS=Bacillus subtilis (strain 168) OX=224308 GN=yqaK PE=4 SV=1
g21139.t1,sp|A4ZFB3|CAPSD_BP80A,Staphylococcus phage 80alpha,38.189,97.0,2.5999999999999997e-42,153.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,2,2,sp|A4ZFB3|CAPSD_BP80A Major capsid protein OS=Staphylococcus phage 80alpha OX=53369 GN=gp47 PE=1 SV=1
g21144.t1,tr|A0ACH3WG49|A0ACH3WG49_9EURY,Methanosarcina hadiensis,35.096,90.0,7.2e-91,303.0,Other non-arthropod,FLAG_REVIEW,1,1,tr|A0ACH3WG49|A0ACH3WG49_9EURY Uncharacterized protein OS=Methanosarcina hadiensis OX=3078083 GN=RSJ42_00130 PE=4 SV=1
g21146.t1,tr|A0A1I4PTG1|A0A1I4PTG1_9EURY,Methanolobus profundi,52.138,99.0,0.0,617.0,Other non-arthropod,FLAG_REVIEW,5,5,tr|A0A1I4PTG1|A0A1I4PTG1_9EURY Uncharacterized protein OS=Methanolobus profundi OX=487685 GN=SAMN04488696_0884 PE=4 SV=1
g21149.t1,tr|A0A090I7Z3|A0A090I7Z3_METFO,Methanobacterium formicicum,30.556,99.0,3.73e-22,94.4,Bacterial,FLAG_POSSIBLE_CONTAMINATION,4,4,tr|A0A090I7Z3|A0A090I7Z3_METFO Nitroreductase OS=Methanobacterium formicicum OX=2162 GN=MB9_2035 PE=3 SV=1
