Protein_ID	Header	Length_aa	Contains_X	Contains_internal_stop
g4560.t1	g4560.t1	69	No	No
g4561.t1	g4561.t1	390	No	No
g4562.t1	g4562.t1	184	No	No
g4563.t1	g4563.t1	134	No	No
g4564.t1	g4564.t1	295	No	No
g4565.t1	g4565.t1	196	No	No
g4566.t1	g4566.t1	85	No	No
g4567.t1	g4567.t1	171	No	No
g4568.t1	g4568.t1	33	No	No
g4569.t1	g4569.t1	289	No	No
g4570.t1	g4570.t1	129	No	No
g4571.t1	g4571.t1	249	No	No
g4572.t1	g4572.t1	265	No	No
g4573.t1	g4573.t1	498	No	No
g4574.t1	g4574.t1	96	No	No
g4575.t1	g4575.t1	190	No	No
g4576.t1	g4576.t1	43	No	No
g4577.t1	g4577.t1	311	No	No
g4578.t1	g4578.t1	816	No	No
g4579.t1	g4579.t1	252	No	No
g4580.t1	g4580.t1	746	No	No
g4581.t1	g4581.t1	740	No	No
g4582.t1	g4582.t1	4162	No	No
g4583.t1	g4583.t1	663	No	No
g4584.t1	g4584.t1	136	No	No
g4585.t1	g4585.t1	160	No	No
g4586.t1	g4586.t1	113	No	No
g4587.t1	g4587.t1	132	No	No
g4588.t1	g4588.t1	197	No	No
g4589.t1	g4589.t1	137	No	No
g4590.t1	g4590.t1	69	No	No
g4591.t1	g4591.t1	140	No	No
g4592.t1	g4592.t1	819	No	No
g4593.t1	g4593.t1	111	No	No
g4594.t1	g4594.t1	71	No	No
g4595.t2	g4595.t2	683	No	No
g4596.t1	g4596.t1	354	No	No
g4597.t1	g4597.t1	302	No	No
g4598.t1	g4598.t1	88	Yes	No
g4599.t1	g4599.t1	409	No	No
g4600.t1	g4600.t1	70	No	No
g4601.t1	g4601.t1	432	No	No
g4602.t1	g4602.t1	552	No	No
g4603.t1	g4603.t1	66	No	No
g4604.t1	g4604.t1	735	No	No
g4605.t1	g4605.t1	551	No	No
g4606.t1	g4606.t1	288	No	No
g4607.t1	g4607.t1	428	No	No
g4608.t1	g4608.t1	84	No	No
g4609.t1	g4609.t1	290	No	No
g4610.t1	g4610.t1	514	No	No
g4611.t1	g4611.t1	416	No	No
g4612.t1	g4612.t1	303	No	No
g4613.t1	g4613.t1	296	No	No
g4614.t1	g4614.t1	1237	No	No
g4615.t1	g4615.t1	163	No	No
g4616.t1	g4616.t1	131	No	No
g4617.t1	g4617.t1	146	No	No
g4618.t1	g4618.t1	504	No	No
g4619.t1	g4619.t1	83	No	No
g4620.t1	g4620.t1	172	No	No
g4621.t1	g4621.t1	83	No	No
g4622.t1	g4622.t1	184	No	No
g4623.t1	g4623.t1	428	No	No
g4624.t1	g4624.t1	70	No	No
g4625.t1	g4625.t1	482	No	No
g4626.t1	g4626.t1	340	No	No
g4627.t1	g4627.t1	675	No	No
g4628.t1	g4628.t1	540	No	No
g4629.t1	g4629.t1	472	No	No
g4630.t1	g4630.t1	525	No	No
g4631.t1	g4631.t1	215	No	No
g4632.t1	g4632.t1	459	No	No
g4633.t1	g4633.t1	315	No	No
g4634.t1	g4634.t1	82	No	No
g4635.t1	g4635.t1	135	No	No
g4636.t1	g4636.t1	253	No	No
g4637.t1	g4637.t1	161	No	No
g4638.t1	g4638.t1	577	No	No
g4639.t1	g4639.t1	937	No	No
g4640.t1	g4640.t1	2084	Yes	No
g4641.t1	g4641.t1	78	No	No
g4642.t1	g4642.t1	74	No	No
g4643.t1	g4643.t1	258	No	No
g4644.t1	g4644.t1	675	No	No
g4645.t1	g4645.t1	431	No	No
g4646.t2	g4646.t2	1336	No	No
g4647.t1	g4647.t1	150	No	No
g4648.t1	g4648.t1	86	No	No
g4649.t1	g4649.t1	153	No	No
g4650.t1	g4650.t1	70	No	No
g4651.t1	g4651.t1	149	No	No
g4652.t1	g4652.t1	99	No	No
g4653.t1	g4653.t1	172	No	No
g4654.t1	g4654.t1	384	No	No
g4655.t1	g4655.t1	376	No	No
g4656.t1	g4656.t1	184	No	No
g4657.t1	g4657.t1	1098	No	No
g4658.t1	g4658.t1	199	No	No
g4659.t1	g4659.t1	252	No	No
g4660.t1	g4660.t1	187	No	No
g4661.t1	g4661.t1	321	No	No
g4662.t1	g4662.t1	297	No	No
g4663.t1	g4663.t1	422	No	No
g4664.t1	g4664.t1	224	No	No
g4665.t1	g4665.t1	228	No	No
g4666.t1	g4666.t1	145	No	No
g4667.t1	g4667.t1	497	No	No
g4668.t1	g4668.t1	414	No	No
g4669.t1	g4669.t1	85	No	No
g4670.t1	g4670.t1	80	No	No
g4671.t1	g4671.t1	105	No	No
g4672.t1	g4672.t1	70	No	No
g4673.t1	g4673.t1	102	No	No
g4674.t1	g4674.t1	82	No	No
g4675.t1	g4675.t1	267	No	No
g4676.t1	g4676.t1	1315	No	No
g4677.t1	g4677.t1	977	No	No
g4678.t1	g4678.t1	539	No	No
g4679.t1	g4679.t1	163	Yes	No
g4680.t1	g4680.t1	40	No	No
g4681.t1	g4681.t1	438	No	No
g4682.t1	g4682.t1	127	No	No
g4683.t1	g4683.t1	378	No	No
g4684.t1	g4684.t1	222	No	No
g4685.t1	g4685.t1	75	No	No
g4686.t1	g4686.t1	220	No	No
g4687.t1	g4687.t1	156	No	No
g4688.t1	g4688.t1	262	No	No
g4689.t1	g4689.t1	236	No	No
g4690.t2	g4690.t2	269	No	No
g4691.t1	g4691.t1	126	No	No
g4692.t1	g4692.t1	254	No	No
g4693.t1	g4693.t1	431	No	No
g4694.t1	g4694.t1	235	No	No
g4695.t1	g4695.t1	223	No	No
g4696.t1	g4696.t1	151	No	No
g4697.t1	g4697.t1	204	No	No
g4698.t1	g4698.t1	109	No	No
g4699.t1	g4699.t1	167	No	No
g4700.t1	g4700.t1	843	No	No
g4701.t1	g4701.t1	145	No	No
g4702.t1	g4702.t1	104	No	No
g4703.t1	g4703.t1	639	No	No
g4704.t1	g4704.t1	406	No	No
g4705.t1	g4705.t1	328	Yes	No
g4706.t1	g4706.t1	142	No	No
g4707.t1	g4707.t1	116	No	No
g4708.t1	g4708.t1	879	No	No
g4709.t1	g4709.t1	732	No	No
g4710.t1	g4710.t1	331	Yes	No
g4711.t1	g4711.t1	124	Yes	No
g4712.t1	g4712.t1	135	No	No
g4713.t1	g4713.t1	82	No	No
g4714.t1	g4714.t1	283	No	No
g4715.t1	g4715.t1	91	No	No
g4716.t1	g4716.t1	145	No	No
g4717.t1	g4717.t1	76	No	No
g4718.t1	g4718.t1	205	No	No
g4719.t1	g4719.t1	288	No	No
g4720.t1	g4720.t1	1031	No	No
g4721.t1	g4721.t1	191	No	No
g4722.t1	g4722.t1	464	No	No
g4723.t1	g4723.t1	467	No	No
g4724.t1	g4724.t1	566	No	No
g4725.t1	g4725.t1	474	No	No
g4726.t1	g4726.t1	133	No	No
g4727.t1	g4727.t1	775	Yes	No
g4728.t1	g4728.t1	84	No	No
g4729.t1	g4729.t1	129	No	No
g4730.t1	g4730.t1	200	No	No
g4731.t1	g4731.t1	115	No	No
g4732.t1	g4732.t1	92	No	No
g4733.t1	g4733.t1	267	No	No
g4734.t1	g4734.t1	1994	No	No
g4735.t1	g4735.t1	595	No	No
g4736.t1	g4736.t1	389	No	No
g4737.t1	g4737.t1	71	No	No
g4738.t1	g4738.t1	594	No	No
g4739.t1	g4739.t1	195	No	No
g4740.t1	g4740.t1	94	No	No
g4741.t1	g4741.t1	154	No	No
g4742.t1	g4742.t1	246	No	No
g4743.t1	g4743.t1	601	No	No
g4744.t1	g4744.t1	645	No	No
g4745.t1	g4745.t1	494	No	No
g4746.t1	g4746.t1	577	No	No
g4747.t1	g4747.t1	99	No	No
g4748.t1	g4748.t1	1130	No	No
g4749.t1	g4749.t1	112	No	No
g4750.t1	g4750.t1	103	No	No
g4751.t1	g4751.t1	96	No	No
g4752.t1	g4752.t1	607	No	No
g4753.t1	g4753.t1	462	No	No
g4754.t1	g4754.t1	431	No	No
g4755.t1	g4755.t1	249	No	No
g4756.t1	g4756.t1	641	No	No
g4757.t1	g4757.t1	153	Yes	No
g4758.t1	g4758.t1	424	No	No
g4759.t1	g4759.t1	207	Yes	No
g4760.t1	g4760.t1	183	No	No
g4761.t2	g4761.t2	221	No	No
g4762.t1	g4762.t1	640	No	No
g4763.t1	g4763.t1	264	No	No
g4764.t1	g4764.t1	174	No	No
g4765.t1	g4765.t1	690	No	No
g4766.t1	g4766.t1	386	No	No
g4767.t1	g4767.t1	379	No	No
g4768.t1	g4768.t1	88	No	No
g4769.t1	g4769.t1	173	No	No
g4770.t1	g4770.t1	196	No	No
g4771.t1	g4771.t1	501	No	No
g4772.t1	g4772.t1	259	No	No
g4773.t1	g4773.t1	248	No	No
g4774.t1	g4774.t1	262	No	No
g4775.t1	g4775.t1	229	Yes	No
g4776.t1	g4776.t1	138	No	No
g4777.t1	g4777.t1	121	No	No
g4778.t1	g4778.t1	78	No	No
g4779.t1	g4779.t1	152	No	No
g4780.t1	g4780.t1	314	No	No
g4781.t1	g4781.t1	88	No	No
g4782.t1	g4782.t1	108	No	No
g4783.t1	g4783.t1	82	No	No
g4784.t1	g4784.t1	111	No	No
g4785.t1	g4785.t1	182	No	No
g4786.t1	g4786.t1	468	No	No
g4787.t1	g4787.t1	168	No	No
g4788.t1	g4788.t1	853	No	No
g4789.t1	g4789.t1	88	No	No
g4790.t1	g4790.t1	75	No	No
g4791.t1	g4791.t1	848	No	No
g4792.t1	g4792.t1	158	No	No
g4793.t1	g4793.t1	38	Yes	No
g4794.t1	g4794.t1	98	No	No
g4795.t1	g4795.t1	67	No	No
g4796.t1	g4796.t1	97	No	No
g4797.t1	g4797.t1	2240	No	No
g4798.t1	g4798.t1	156	No	No
g4799.t1	g4799.t1	138	No	No
g4800.t1	g4800.t1	421	No	No
g4801.t1	g4801.t1	343	No	No
g4802.t1	g4802.t1	724	No	No
g4803.t1	g4803.t1	733	No	No
g4804.t1	g4804.t1	434	No	No
g4805.t1	g4805.t1	448	No	No
g4806.t1	g4806.t1	708	No	No
g4807.t1	g4807.t1	143	No	No
g4808.t1	g4808.t1	1177	No	No
g4809.t1	g4809.t1	468	No	No
g4810.t1	g4810.t1	324	No	No
g4811.t1	g4811.t1	507	No	No
g4812.t1	g4812.t1	71	No	No
g4813.t1	g4813.t1	327	No	No
g4814.t1	g4814.t1	126	No	No
g4815.t1	g4815.t1	91	No	No
g4816.t1	g4816.t1	639	No	No
g4817.t1	g4817.t1	690	No	No
g4818.t1	g4818.t1	36	Yes	No
g4819.t1	g4819.t1	123	No	No
g4820.t1	g4820.t1	186	No	No
g4821.t1	g4821.t1	318	No	No
g4822.t1	g4822.t1	530	No	No
g4823.t1	g4823.t1	470	No	No
g4824.t1	g4824.t1	145	No	No
g4825.t1	g4825.t1	199	No	No
g4826.t1	g4826.t1	73	Yes	No
g4827.t1	g4827.t1	88	No	No
g4828.t1	g4828.t1	294	No	No
g4829.t1	g4829.t1	771	No	No
g4830.t1	g4830.t1	170	No	No
g4831.t1	g4831.t1	66	No	No
g4832.t1	g4832.t1	113	No	No
g4833.t1	g4833.t1	96	No	No
g4834.t1	g4834.t1	111	No	No
g4835.t1	g4835.t1	359	No	No
g4836.t1	g4836.t1	285	No	No
g4837.t1	g4837.t1	797	No	No
g4838.t1	g4838.t1	416	No	No
g4839.t1	g4839.t1	320	No	No
g4840.t1	g4840.t1	80	No	No
g4841.t1	g4841.t1	861	No	No
g4842.t1	g4842.t1	698	Yes	No
g4843.t1	g4843.t1	1757	No	No
g4844.t2	g4844.t2	701	No	No
g4845.t1	g4845.t1	147	No	No
g4846.t1	g4846.t1	390	No	No
g4847.t1	g4847.t1	46	Yes	No
g4848.t1	g4848.t1	996	No	No
g4849.t1	g4849.t1	568	No	No
g4850.t1	g4850.t1	68	No	No
g4851.t1	g4851.t1	297	No	No
g4852.t3	g4852.t3	2226	No	No
g4853.t1	g4853.t1	60	Yes	No
g4854.t1	g4854.t1	1253	No	No
g4855.t1	g4855.t1	318	No	No
g4856.t1	g4856.t1	93	No	No
g4857.t1	g4857.t1	104	No	No
g4858.t1	g4858.t1	1016	No	No
g4859.t1	g4859.t1	90	No	No
g4860.t1	g4860.t1	1339	No	No
g4861.t1	g4861.t1	188	No	No
g4862.t1	g4862.t1	341	No	No
g4863.t1	g4863.t1	105	No	No
g4864.t1	g4864.t1	364	No	No
g4865.t1	g4865.t1	96	No	No
g4866.t1	g4866.t1	111	No	No
g4867.t1	g4867.t1	216	No	No
g4868.t1	g4868.t1	420	No	No
g4869.t1	g4869.t1	493	No	No
g4870.t1	g4870.t1	112	No	No
g4871.t1	g4871.t1	73	No	No
g4872.t1	g4872.t1	1072	No	No
g4873.t1	g4873.t1	704	No	No
g4874.t1	g4874.t1	194	No	No
g4875.t1	g4875.t1	376	No	No
g4876.t1	g4876.t1	150	No	No
g4877.t1	g4877.t1	158	No	No
g4878.t2	g4878.t2	159	No	No
g4879.t1	g4879.t1	951	No	No
g4880.t1	g4880.t1	202	No	No
g4881.t1	g4881.t1	175	Yes	No
g4882.t1	g4882.t1	84	No	No
g4883.t1	g4883.t1	105	No	No
g4884.t1	g4884.t1	403	No	No
g4885.t2	g4885.t2	303	No	No
g4886.t1	g4886.t1	162	No	No
g4887.t1	g4887.t1	403	No	No
g4888.t1	g4888.t1	403	No	No
g4889.t1	g4889.t1	403	No	No
g4890.t1	g4890.t1	403	No	No
g4891.t1	g4891.t1	410	No	No
g4892.t1	g4892.t1	402	No	No
g4893.t1	g4893.t1	399	No	No
g4894.t1	g4894.t1	134	No	No
g4895.t1	g4895.t1	164	No	No
g4896.t1	g4896.t1	402	No	No
g4897.t1	g4897.t1	511	No	No
g4898.t1	g4898.t1	282	No	No
g4899.t1	g4899.t1	429	No	No
g4900.t1	g4900.t1	430	No	No
g4901.t1	g4901.t1	153	No	No
g4902.t1	g4902.t1	86	No	No
g4903.t1	g4903.t1	486	No	No
g4904.t1	g4904.t1	410	No	No
g4905.t1	g4905.t1	225	No	No
g4906.t1	g4906.t1	179	No	No
g4907.t1	g4907.t1	138	No	No
g4908.t1	g4908.t1	106	No	No
g4909.t2	g4909.t2	206	No	No
g4910.t1	g4910.t1	298	No	No
g4911.t1	g4911.t1	201	No	No
g4912.t1	g4912.t1	71	No	No
g4913.t1	g4913.t1	244	No	No
g4914.t1	g4914.t1	485	No	No
g4915.t1	g4915.t1	422	Yes	No
g4916.t1	g4916.t1	113	No	No
g4917.t1	g4917.t1	479	No	No
g4918.t1	g4918.t1	810	No	No
g4919.t1	g4919.t1	265	Yes	No
g4920.t1	g4920.t1	194	No	No
g4921.t1	g4921.t1	206	No	No
g4922.t1	g4922.t1	97	No	No
g4923.t1	g4923.t1	95	No	No
g4924.t2	g4924.t2	1171	No	No
g4925.t1	g4925.t1	202	No	No
g4926.t1	g4926.t1	86	No	No
g4927.t1	g4927.t1	330	No	No
g4928.t1	g4928.t1	98	No	No
g4929.t1	g4929.t1	69	No	No
g4930.t1	g4930.t1	335	No	No
g4931.t1	g4931.t1	1158	No	No
g4932.t1	g4932.t1	175	No	No
g4933.t1	g4933.t1	795	No	No
g4934.t2	g4934.t2	491	No	No
g4935.t1	g4935.t1	678	Yes	No
g4936.t1	g4936.t1	61	Yes	No
g4937.t1	g4937.t1	1395	No	No
g4938.t1	g4938.t1	106	No	No
g4939.t1	g4939.t1	494	No	No
g4940.t1	g4940.t1	548	No	No
g4941.t1	g4941.t1	263	No	No
g4942.t1	g4942.t1	969	No	No
g4943.t1	g4943.t1	87	No	No
g4944.t1	g4944.t1	1353	No	No
g4945.t1	g4945.t1	90	No	No
g4946.t2	g4946.t2	1219	No	No
g4947.t1	g4947.t1	1960	No	No
g4948.t1	g4948.t1	806	No	No
g4949.t1	g4949.t1	509	No	No
g4950.t1	g4950.t1	273	No	No
g4951.t1	g4951.t1	83	No	No
g4952.t1	g4952.t1	83	No	No
g4953.t1	g4953.t1	119	No	No
g4954.t1	g4954.t1	64	Yes	No
g4955.t1	g4955.t1	330	Yes	No
g4956.t1	g4956.t1	231	Yes	No
g4957.t1	g4957.t1	117	No	No
g4958.t1	g4958.t1	117	No	No
g4959.t1	g4959.t1	153	No	No
g4960.t1	g4960.t1	271	No	No
g4961.t1	g4961.t1	242	No	No
g4962.t1	g4962.t1	824	No	No
g4963.t1	g4963.t1	104	No	No
g4964.t1	g4964.t1	871	No	No
g4965.t1	g4965.t1	82	No	No
g4966.t1	g4966.t1	46	No	No
g4967.t1	g4967.t1	209	No	No
g4968.t1	g4968.t1	149	No	No
g4969.t1	g4969.t1	75	No	No
g4970.t1	g4970.t1	263	No	No
g4971.t1	g4971.t1	624	Yes	No
g4972.t1	g4972.t1	89	No	No
g4973.t1	g4973.t1	189	No	No
g4974.t2	g4974.t2	316	No	No
g4975.t1	g4975.t1	66	No	No
g4976.t1	g4976.t1	151	No	No
g4977.t1	g4977.t1	882	No	No
g4978.t1	g4978.t1	86	No	No
g4979.t1	g4979.t1	126	No	No
g4980.t1	g4980.t1	161	No	No
g4981.t1	g4981.t1	218	No	No
g4982.t1	g4982.t1	622	No	No
g4983.t1	g4983.t1	213	No	No
g4984.t1	g4984.t1	211	No	No
g4985.t1	g4985.t1	90	No	No
g4986.t1	g4986.t1	230	No	No
g4987.t1	g4987.t1	276	Yes	No
g4988.t1	g4988.t1	323	No	No
g4989.t1	g4989.t1	131	Yes	No
g4990.t1	g4990.t1	335	Yes	No
g4991.t1	g4991.t1	146	No	No
g4992.t1	g4992.t1	179	No	No
g4993.t1	g4993.t1	542	No	No
g4994.t1	g4994.t1	153	No	No
g4995.t1	g4995.t1	141	No	No
g4996.t1	g4996.t1	159	No	No
g4997.t2	g4997.t2	421	No	No
g4998.t1	g4998.t1	725	No	No
g4999.t2	g4999.t2	200	No	No
g5000.t1	g5000.t1	188	No	No
g5001.t1	g5001.t1	920	No	No
g5002.t1	g5002.t1	81	No	No
g5003.t1	g5003.t1	254	No	No
g5004.t1	g5004.t1	102	No	No
g5005.t1	g5005.t1	106	No	No
g5006.t1	g5006.t1	125	No	No
g5007.t1	g5007.t1	68	No	No
g5008.t1	g5008.t1	328	No	No
g5009.t1	g5009.t1	470	No	No
g5010.t1	g5010.t1	165	No	No
g5011.t1	g5011.t1	803	No	No
g5012.t1	g5012.t1	58	Yes	No
g5013.t2	g5013.t2	1505	No	No
g5014.t1	g5014.t1	121	No	No
g5015.t1	g5015.t1	329	No	No
g5016.t1	g5016.t1	280	Yes	No
g5017.t1	g5017.t1	1286	No	No
g5018.t1	g5018.t1	632	No	No
g5019.t1	g5019.t1	84	No	No
g5020.t1	g5020.t1	185	No	No
g5021.t1	g5021.t1	319	Yes	No
g5022.t1	g5022.t1	544	No	No
g5023.t1	g5023.t1	345	No	No
g5024.t1	g5024.t1	97	No	No
g5025.t1	g5025.t1	642	Yes	No
g5026.t1	g5026.t1	235	No	No
g5027.t1	g5027.t1	129	No	No
g5028.t1	g5028.t1	136	No	No
g5029.t1	g5029.t1	250	Yes	No
g5030.t1	g5030.t1	148	No	No
g5031.t1	g5031.t1	94	No	No
g5032.t1	g5032.t1	364	No	No
g5033.t1	g5033.t1	276	No	No
g5034.t1	g5034.t1	157	No	No
g5035.t1	g5035.t1	524	No	No
g5036.t1	g5036.t1	378	No	No
g5037.t1	g5037.t1	82	No	No
g5038.t1	g5038.t1	80	No	No
g5039.t1	g5039.t1	130	Yes	No
g5040.t1	g5040.t1	382	No	No
g5041.t1	g5041.t1	110	No	No
g5042.t1	g5042.t1	111	No	No
g5043.t1	g5043.t1	726	No	No
g5044.t1	g5044.t1	1063	No	No
g5045.t1	g5045.t1	361	No	No
g5046.t1	g5046.t1	390	No	No
g5047.t1	g5047.t1	85	No	No
g5048.t1	g5048.t1	122	No	No
g5049.t1	g5049.t1	314	No	No
g5050.t1	g5050.t1	170	No	No
g5051.t1	g5051.t1	581	No	No
g5052.t1	g5052.t1	104	No	No
g5053.t1	g5053.t1	226	No	No
g5054.t1	g5054.t1	139	No	No
g5055.t1	g5055.t1	277	Yes	No
g5056.t1	g5056.t1	851	No	No
g5057.t1	g5057.t1	184	No	No
g5058.t1	g5058.t1	236	No	No
g5059.t1	g5059.t1	610	No	No
g5060.t1	g5060.t1	125	No	No
g5061.t1	g5061.t1	391	No	No
g5062.t1	g5062.t1	104	No	No
g5063.t1	g5063.t1	243	No	No
g5064.t1	g5064.t1	97	No	No
g5065.t1	g5065.t1	191	No	No
g5066.t1	g5066.t1	231	No	No
g5067.t1	g5067.t1	47	No	No
g5068.t1	g5068.t1	214	No	No
g5069.t1	g5069.t1	281	No	No
g5070.t1	g5070.t1	70	No	No
g5071.t1	g5071.t1	160	No	No
g5072.t1	g5072.t1	118	No	No
g5073.t1	g5073.t1	95	No	No
g5074.t1	g5074.t1	123	No	No
g5075.t1	g5075.t1	229	No	No
g5076.t1	g5076.t1	121	No	No
g5077.t3	g5077.t3	797	No	No
g5078.t1	g5078.t1	418	No	No
g5079.t1	g5079.t1	548	No	No
g5080.t1	g5080.t1	919	No	No
g5081.t1	g5081.t1	148	No	No
g5082.t1	g5082.t1	136	No	No
g5083.t1	g5083.t1	187	Yes	No
g5084.t1	g5084.t1	476	No	No
g5085.t1	g5085.t1	500	No	No
g5086.t1	g5086.t1	185	No	No
g5087.t1	g5087.t1	490	No	No
g5088.t1	g5088.t1	475	No	No
g5089.t1	g5089.t1	260	Yes	No
g5090.t1	g5090.t1	558	No	No
g5091.t1	g5091.t1	132	No	No
g5092.t1	g5092.t1	377	No	No
g5093.t1	g5093.t1	109	No	No
g5094.t1	g5094.t1	1343	No	No
g5095.t1	g5095.t1	102	No	No
g5096.t1	g5096.t1	81	No	No
g5097.t1	g5097.t1	68	No	No
g5098.t1	g5098.t1	88	No	No
g5099.t1	g5099.t1	230	No	No
g5100.t1	g5100.t1	632	No	No
g5101.t1	g5101.t1	489	No	No
g5102.t3	g5102.t3	1006	No	No
g5103.t1	g5103.t1	170	No	No
g5104.t1	g5104.t1	147	Yes	No
g5105.t1	g5105.t1	621	No	No
g5106.t1	g5106.t1	114	No	No
g5107.t1	g5107.t1	169	No	No
g5108.t1	g5108.t1	172	No	No
g5109.t1	g5109.t1	71	No	No
g5110.t1	g5110.t1	419	No	No
g5111.t1	g5111.t1	801	No	No
g5112.t1	g5112.t1	99	No	No
g5113.t1	g5113.t1	74	No	No
g5114.t1	g5114.t1	365	No	No
g5115.t1	g5115.t1	95	No	No
g5116.t1	g5116.t1	463	No	No
g5117.t1	g5117.t1	259	No	No
g5118.t1	g5118.t1	294	No	No
g5119.t1	g5119.t1	471	No	No
g5120.t1	g5120.t1	634	No	No
g5121.t1	g5121.t1	315	No	No
g5122.t1	g5122.t1	83	No	No
g5123.t1	g5123.t1	359	No	No
g5124.t1	g5124.t1	285	No	No
g5125.t1	g5125.t1	797	No	No
g5126.t2	g5126.t2	187	No	No
g5127.t1	g5127.t1	143	No	No
g5128.t1	g5128.t1	169	No	No
g5129.t1	g5129.t1	192	No	No
g5130.t1	g5130.t1	139	No	No
g5131.t1	g5131.t1	96	No	No
g5132.t1	g5132.t1	947	No	No
g5133.t1	g5133.t1	196	No	No
g5134.t1	g5134.t1	413	No	No
g5135.t1	g5135.t1	424	Yes	No
g5136.t1	g5136.t1	251	No	No
g5137.t1	g5137.t1	349	No	No
g5138.t1	g5138.t1	590	No	No
g5139.t1	g5139.t1	446	No	No
g5140.t1	g5140.t1	111	No	No
g5141.t1	g5141.t1	70	No	No
g5142.t1	g5142.t1	109	No	No
g5143.t1	g5143.t1	191	No	No
g5144.t1	g5144.t1	105	No	No
g5145.t1	g5145.t1	109	No	No
g5146.t1	g5146.t1	636	No	No
g5147.t1	g5147.t1	241	No	No
g5148.t1	g5148.t1	273	No	No
g5149.t1	g5149.t1	478	No	No
g5150.t1	g5150.t1	313	No	No
g5151.t1	g5151.t1	311	No	No
g5152.t1	g5152.t1	280	No	No
g5153.t1	g5153.t1	541	No	No
g5154.t1	g5154.t1	533	No	No
g5155.t1	g5155.t1	104	No	No
g5156.t1	g5156.t1	96	No	No
g5157.t1	g5157.t1	672	Yes	No
g5158.t1	g5158.t1	485	No	No
g5159.t1	g5159.t1	224	No	No
g5160.t1	g5160.t1	468	No	No
g5161.t1	g5161.t1	351	No	No
g5162.t1	g5162.t1	626	Yes	No
g5163.t1	g5163.t1	387	No	No
g5164.t1	g5164.t1	154	No	No
g5165.t1	g5165.t1	78	No	No
g5166.t1	g5166.t1	113	No	No
g5167.t1	g5167.t1	132	No	No
g5168.t1	g5168.t1	1257	No	No
g5169.t1	g5169.t1	217	No	No
g5170.t1	g5170.t1	152	No	No
g5171.t1	g5171.t1	89	Yes	No
g5172.t1	g5172.t1	108	Yes	No
g5173.t1	g5173.t1	900	Yes	No
g5174.t1	g5174.t1	319	No	No
g5175.t1	g5175.t1	227	No	No
g5176.t1	g5176.t1	382	No	No
g5177.t1	g5177.t1	96	No	No
g5178.t1	g5178.t1	1349	No	No
g5179.t2	g5179.t2	1266	No	No
g5180.t1	g5180.t1	313	No	No
g5181.t1	g5181.t1	2240	No	No
g5182.t1	g5182.t1	383	No	No
g5183.t1	g5183.t1	240	No	No
g5184.t1	g5184.t1	182	No	No
g5185.t1	g5185.t1	1047	No	No
g5186.t1	g5186.t1	82	No	No
g5187.t1	g5187.t1	462	No	No
g5188.t1	g5188.t1	73	No	No
g5189.t1	g5189.t1	695	No	No
g5190.t2	g5190.t2	687	No	No
g5191.t1	g5191.t1	377	No	No
g5192.t1	g5192.t1	266	No	No
g5193.t1	g5193.t1	202	No	No
g5194.t1	g5194.t1	1176	No	No
g5195.t1	g5195.t1	321	No	No
g5196.t1	g5196.t1	574	No	No
g5197.t1	g5197.t1	218	No	No
g5198.t1	g5198.t1	88	No	No
g5199.t1	g5199.t1	222	No	No
g5200.t1	g5200.t1	134	No	No
g5201.t1	g5201.t1	182	No	No
g5202.t1	g5202.t1	113	No	No
g5203.t1	g5203.t1	1089	No	No
g5204.t1	g5204.t1	98	No	No
g5205.t1	g5205.t1	99	No	No
g5206.t1	g5206.t1	369	No	No
g5207.t1	g5207.t1	71	No	No
g5208.t1	g5208.t1	92	No	No
g5209.t1	g5209.t1	196	No	No
g5210.t1	g5210.t1	241	No	No
g5211.t1	g5211.t1	48	No	No
g5212.t3	g5212.t3	1347	No	No
g5213.t1	g5213.t1	167	No	No
g5214.t1	g5214.t1	139	No	No
g5215.t1	g5215.t1	153	No	No
g5216.t1	g5216.t1	708	No	No
g5217.t1	g5217.t1	144	Yes	No
g5218.t1	g5218.t1	207	No	No
g5219.t1	g5219.t1	329	No	No
g5220.t2	g5220.t2	1562	No	No
g5221.t1	g5221.t1	298	No	No
g5222.t1	g5222.t1	193	No	No
g5223.t1	g5223.t1	102	No	No
g5224.t1	g5224.t1	810	No	No
g5225.t1	g5225.t1	877	No	No
g5226.t1	g5226.t1	157	No	No
g5227.t1	g5227.t1	84	No	No
g5228.t1	g5228.t1	611	No	No
g5229.t1	g5229.t1	169	No	No
g5230.t1	g5230.t1	270	No	No
g5231.t1	g5231.t1	75	No	No
g5232.t1	g5232.t1	104	No	No
g5233.t1	g5233.t1	146	No	No
g5234.t1	g5234.t1	99	No	No
g5235.t1	g5235.t1	159	No	No
g5236.t1	g5236.t1	134	No	No
g5237.t1	g5237.t1	196	No	No
g5238.t1	g5238.t1	102	No	No
g5239.t1	g5239.t1	210	No	No
g5240.t1	g5240.t1	134	No	No
g5241.t1	g5241.t1	351	No	No
g5242.t1	g5242.t1	174	No	No
g5243.t1	g5243.t1	160	Yes	No
g5244.t2	g5244.t2	1050	No	No
g5245.t1	g5245.t1	214	No	No
g5246.t1	g5246.t1	1334	No	No
g5247.t1	g5247.t1	312	No	No
g5248.t1	g5248.t1	196	No	No
g5249.t1	g5249.t1	131	No	No
g5250.t1	g5250.t1	109	No	No
